Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
11747 Htp 2East49-50,DVB-S28PSK275005/6,,Saudi Broadcasting Authority,,,,9.4,,N Stanislav231213,11747 H,tp 2,49-50,,https://www.lyngsat.com/providers/sa/Saudi-Broadcasting-Authority.html,,
11747 Htp 2East49-50,DVB-S28PSK275005/6,2601,Saudi TV,,MPEG-4/HD,512,612 Ara,,,11747 H,tp 2,49-50,,,Saudi TV,https://www.lyngsat.com/tvchannels/sa/Saudi-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2601,Saudi TV,,MPEG-4/HD,512,612 Ara,,,11747 H,tp 2,49-50,,,Saudi TV,https://www.lyngsat.com/tvchannels/sa/Saudi-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2602,Thikrayat TV,,MPEG-4/HD,513,712 Ara,,,11747 H,tp 2,49-50,,,Thikrayat TV,https://www.lyngsat.com/tvchannels/sa/Thikrayat-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2602,Thikrayat TV,,MPEG-4/HD,513,712 Ara,,,11747 H,tp 2,49-50,,,Thikrayat TV,https://www.lyngsat.com/tvchannels/sa/Thikrayat-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2603,SBC,,MPEG-4/HD,514,812 Ara,,,11747 H,tp 2,49-50,,,SBC,https://www.lyngsat.com/tvchannels/sa/SBC.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2603,SBC,,MPEG-4/HD,514,812 Ara,,,11747 H,tp 2,49-50,,,SBC,https://www.lyngsat.com/tvchannels/sa/SBC.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2604,Ekhbariya TV,,MPEG-4/HD,515,912 Ara,,,11747 H,tp 2,49-50,,,Ekhbariya TV,https://www.lyngsat.com/tvchannels/sa/Ekhbariya-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2604,Ekhbariya TV,,MPEG-4/HD,515,912 Ara,,,11747 H,tp 2,49-50,,,Ekhbariya TV,https://www.lyngsat.com/tvchannels/sa/Ekhbariya-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2605,Saudia Alaan TV,,MPEG-4/HD,516,914 Ara,,,11747 H,tp 2,49-50,,,Saudia Alaan TV,https://www.lyngsat.com/tvchannels/sa/Saudia-Alaan-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2605,Saudia Alaan TV,,MPEG-4/HD,516,914 Ara,,,11747 H,tp 2,49-50,,,Saudia Alaan TV,https://www.lyngsat.com/tvchannels/sa/Saudia-Alaan-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,5601,Quran TV (Saudi Arabia),,MPEG-4/HD,2308,2309 Ara,,,11747 H,tp 2,49-50,,,Quran TV (Saudi Arabia),https://www.lyngsat.com/tvchannels/sa/Quran-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,5601,Quran TV (Saudi Arabia),,MPEG-4/HD,2308,2309 Ara,,,11747 H,tp 2,49-50,,,Quran TV (Saudi Arabia),https://www.lyngsat.com/tvchannels/sa/Quran-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,5602,Sunna TV (Saudi Arabia),,MPEG-4/HD,2310,2311 Ara,,,11747 H,tp 2,49-50,,,Sunna TV (Saudi Arabia),https://www.lyngsat.com/tvchannels/sa/Sunna-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,5602,Sunna TV (Saudi Arabia),,MPEG-4/HD,2310,2311 Ara,,,11747 H,tp 2,49-50,,,Sunna TV (Saudi Arabia),https://www.lyngsat.com/tvchannels/sa/Sunna-TV.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,5603,KSA Sports 1,,MPEG-4/HD,2312,2313 Ara,,,11747 H,tp 2,49-50,,,KSA Sports 1,https://www.lyngsat.com/tvchannels/sa/KSA-Sports-1.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,5603,KSA Sports 1,,MPEG-4/HD,2312,2313 Ara,,,11747 H,tp 2,49-50,,,KSA Sports 1,https://www.lyngsat.com/tvchannels/sa/KSA-Sports-1.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,5604,KSA Sports 2,,MPEG-4/HD,2314,2315 Ara,,,11747 H,tp 2,49-50,,,KSA Sports 2,https://www.lyngsat.com/tvchannels/sa/KSA-Sports-2.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,5604,KSA Sports 2,,MPEG-4/HD,2314,2315 Ara,,,11747 H,tp 2,49-50,,,KSA Sports 2,https://www.lyngsat.com/tvchannels/sa/KSA-Sports-2.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,5605,KSA Sports 3,,MPEG-4/HD,2316,2317 Ara,,,11747 H,tp 2,49-50,,,KSA Sports 3,https://www.lyngsat.com/tvchannels/sa/KSA-Sports-3.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,5605,KSA Sports 3,,MPEG-4/HD,2316,2317 Ara,,,11747 H,tp 2,49-50,,,KSA Sports 3,https://www.lyngsat.com/tvchannels/sa/KSA-Sports-3.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2620,Quran Radio (Saudi Arabia),,,,1061 Ara,,,11747 H,tp 2,49-50,,,Quran Radio (Saudi Arabia),https://www.lyngsat.com/radiochannels/sa/Quran-Radio.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2620,Quran Radio (Saudi Arabia),,,,1061 Ara,,,11747 H,tp 2,49-50,,,Quran Radio (Saudi Arabia),https://www.lyngsat.com/radiochannels/sa/Quran-Radio.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2621,Riyadh Radio,,,,1091 Ara,,,11747 H,tp 2,49-50,,,Riyadh Radio,https://www.lyngsat.com/radiochannels/sa/Riyadh-Radio.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2621,Riyadh Radio,,,,1091 Ara,,,11747 H,tp 2,49-50,,,Riyadh Radio,https://www.lyngsat.com/radiochannels/sa/Riyadh-Radio.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2622,Jeddah Radio,,,,1081 Ara,,,11747 H,tp 2,49-50,,,Jeddah Radio,https://www.lyngsat.com/radiochannels/sa/Jeddah-Radio.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2622,Jeddah Radio,,,,1081 Ara,,,11747 H,tp 2,49-50,,,Jeddah Radio,https://www.lyngsat.com/radiochannels/sa/Jeddah-Radio.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2623,Saudia Radio,,,,1071,,,11747 H,tp 2,49-50,,,Saudia Radio,https://www.lyngsat.com/radiochannels/sa/Saudia-Radio.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2623,Saudia Radio,,,,1071,,,11747 H,tp 2,49-50,,,Saudia Radio,https://www.lyngsat.com/radiochannels/sa/Saudia-Radio.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2624,Neda Radio,,,,1051 Ara,,,11747 H,tp 2,49-50,,,Neda Radio,https://www.lyngsat.com/radiochannels/sa/Neda-Radio.html
11747 Htp 2East49-50,DVB-S28PSK275005/6,2624,Neda Radio,,,,1051 Ara,,,11747 H,tp 2,49-50,,,Neda Radio,https://www.lyngsat.com/radiochannels/sa/Neda-Radio.html
11766 Vtp 3East49-50,DVB-S275007/8,,North Telecom,,0-1,,7.2,,N Stanislav240129,11766 V,tp 3,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
11766 Vtp 3East49-50,DVB-S275007/8,,North Telecom,,0-1,,7.2,,N Stanislav240129,11766 V,tp 3,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
11766 Vtp 3East49-50,DVB-S275007/8,,North Telecom,,0-1,,7.2,,N Stanislav240129,11766 V,tp 3,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
11766 Vtp 3East49-50,DVB-S275007/8,,North Telecom,,0-1,,7.2,,N Stanislav240129,11766 V,tp 3,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
11958 Vtp 13East49-50,DVB-S275007/8,,North Telecom,,0-2,,7.2,,N Stanislav240330,11958 V,tp 13,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
11958 Vtp 13East49-50,DVB-S275007/8,,North Telecom,,0-2,,7.2,,N Stanislav240330,11958 V,tp 13,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
11958 Vtp 13East49-50,DVB-S275007/8,,North Telecom,,0-2,,7.2,,N Stanislav240330,11958 V,tp 13,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
11958 Vtp 13East49-50,DVB-S275007/8,,North Telecom,,0-2,,7.2,,N Stanislav240330,11958 V,tp 13,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
12073 Vtp 19East49-50,DVB-S275005/6,,North Telecom,,0-3,,6.5,,N Stanislav240119,12073 V,tp 19,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
12073 Vtp 19East49-50,DVB-S275005/6,,North Telecom,,0-3,,6.5,,N Stanislav240119,12073 V,tp 19,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
12073 Vtp 19East49-50,DVB-S275005/6,,North Telecom,,0-3,,6.5,,N Stanislav240119,12073 V,tp 19,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
12073 Vtp 19East49-50,DVB-S275005/6,,North Telecom,,0-3,,6.5,,N Stanislav240119,12073 V,tp 19,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
12149 Vtp 23East49-50,DVB-S28PSK275003/4,,North Telecom,,,,7.9,,N Stanislav240317,12149 V,tp 23,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
12149 Vtp 23East49-50,DVB-S28PSK275003/4,,North Telecom,,,,7.9,,N Stanislav240317,12149 V,tp 23,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
12149 Vtp 23East49-50,DVB-S28PSK275003/4,,North Telecom,,,,7.9,,N Stanislav240317,12149 V,tp 23,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
12149 Vtp 23East49-50,DVB-S28PSK275003/4,,North Telecom,,,,7.9,,N Stanislav240317,12149 V,tp 23,49-50,,https://www.lyngsat.com/providers/de/North-Telecom.html,,
11766 Vtp 3East49-50,DVB-S275007/8,1,Vox 1,,MPEG-2/SD,101,102 Per,,,11766 V,tp 3,49-50,,,Vox 1,https://www.lyngsat.com/tvchannels/--/Vox-1.html
11766 Vtp 3East49-50,DVB-S275007/8,59,Ganj e Hozour TV,,MPEG-2/SD,5910,5920 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,59,Ganj e Hozour TV,,MPEG-2/SD,5910,5920 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,59,Ganj e Hozour TV,,MPEG-2/SD,5910,5920 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,59,Ganj e Hozour TV,,MPEG-2/SD,5910,5920 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,59,Ganj e Hozour TV,,MPEG-2/SD,5910,5920 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,59,Ganj e Hozour TV,,MPEG-2/SD,5910,5920 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,59,Ganj e Hozour TV,,MPEG-2/SD,5910,5920 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,59,Ganj e Hozour TV,,MPEG-2/SD,5910,5920 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,77,Ganj e Hozour TV,,MPEG-2/SD,7710,7720 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,77,Ganj e Hozour TV,,MPEG-2/SD,7710,7720 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,77,Ganj e Hozour TV,,MPEG-2/SD,7710,7720 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,77,Ganj e Hozour TV,,MPEG-2/SD,7710,7720 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,77,Ganj e Hozour TV,,MPEG-2/SD,7710,7720 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,77,Ganj e Hozour TV,,MPEG-2/SD,7710,7720 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,77,Ganj e Hozour TV,,MPEG-2/SD,7710,7720 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,77,Ganj e Hozour TV,,MPEG-2/SD,7710,7720 Per,,,11766 V,tp 3,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11958 Vtp 13East49-50,DVB-S275007/8,24,Ganj e Hozour TV,,MPEG-2/SD,2410,2420 Per,,,11958 V,tp 13,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11958 Vtp 13East49-50,DVB-S275007/8,24,Ganj e Hozour TV,,MPEG-2/SD,2410,2420 Per,,,11958 V,tp 13,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11958 Vtp 13East49-50,DVB-S275007/8,24,Ganj e Hozour TV,,MPEG-2/SD,2410,2420 Per,,,11958 V,tp 13,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11958 Vtp 13East49-50,DVB-S275007/8,24,Ganj e Hozour TV,,MPEG-2/SD,2410,2420 Per,,,11958 V,tp 13,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11958 Vtp 13East49-50,DVB-S275007/8,24,Ganj e Hozour TV,,MPEG-2/SD,2410,2420 Per,,,11958 V,tp 13,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11958 Vtp 13East49-50,DVB-S275007/8,24,Ganj e Hozour TV,,MPEG-2/SD,2410,2420 Per,,,11958 V,tp 13,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11958 Vtp 13East49-50,DVB-S275007/8,24,Ganj e Hozour TV,,MPEG-2/SD,2410,2420 Per,,,11958 V,tp 13,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11958 Vtp 13East49-50,DVB-S275007/8,24,Ganj e Hozour TV,,MPEG-2/SD,2410,2420 Per,,,11958 V,tp 13,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
12073 Vtp 19East49-50,DVB-S275005/6,47,Ganj e Hozour TV,,MPEG-2/SD,4710,4720 Per,,,12073 V,tp 19,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
12073 Vtp 19East49-50,DVB-S275005/6,47,Ganj e Hozour TV,,MPEG-2/SD,4710,4720 Per,,,12073 V,tp 19,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
12073 Vtp 19East49-50,DVB-S275005/6,47,Ganj e Hozour TV,,MPEG-2/SD,4710,4720 Per,,,12073 V,tp 19,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
12073 Vtp 19East49-50,DVB-S275005/6,47,Ganj e Hozour TV,,MPEG-2/SD,4710,4720 Per,,,12073 V,tp 19,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
12073 Vtp 19East49-50,DVB-S275005/6,47,Ganj e Hozour TV,,MPEG-2/SD,4710,4720 Per,,,12073 V,tp 19,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
12073 Vtp 19East49-50,DVB-S275005/6,47,Ganj e Hozour TV,,MPEG-2/SD,4710,4720 Per,,,12073 V,tp 19,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
12073 Vtp 19East49-50,DVB-S275005/6,47,Ganj e Hozour TV,,MPEG-2/SD,4710,4720 Per,,,12073 V,tp 19,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
12073 Vtp 19East49-50,DVB-S275005/6,47,Ganj e Hozour TV,,MPEG-2/SD,4710,4720 Per,,,12073 V,tp 19,49-50,,,Ganj e Hozour TV,https://www.lyngsat.com/tvchannels/us/Ganj-e-Hozour-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,60,Vox 2,,MPEG-2/SD,6010,6020 Per,,,11766 V,tp 3,49-50,,,Vox 2,https://www.lyngsat.com/tvchannels/--/Vox-2.html
11766 Vtp 3East49-50,DVB-S275007/8,61,Yas TV,,MPEG-2/SD,6110,6120 Per,,,11766 V,tp 3,49-50,,,Yas TV,https://www.lyngsat.com/tvchannels/--/Yas-TV.html
11766 Vtp 3East49-50,DVB-S275007/8,62,Kanal Jadid,,MPEG-2/SD,6210,6220 Per,,,11766 V,tp 3,49-50,,,Kanal Jadid,https://www.lyngsat.com/tvchannels/se/Kanal-Jadid.html
11766 Vtp 3East49-50,DVB-S275007/8,62,Kanal Jadid,,MPEG-2/SD,6210,6220 Per,,,11766 V,tp 3,49-50,,,Kanal Jadid,https://www.lyngsat.com/tvchannels/se/Kanal-Jadid.html
11766 Vtp 3East49-50,DVB-S275007/8,62,Kanal Jadid,,MPEG-2/SD,6210,6220 Per,,,11766 V,tp 3,49-50,,,Kanal Jadid,https://www.lyngsat.com/tvchannels/se/Kanal-Jadid.html
11766 Vtp 3East49-50,DVB-S275007/8,62,Kanal Jadid,,MPEG-2/SD,6210,6220 Per,,,11766 V,tp 3,49-50,,,Kanal Jadid,https://www.lyngsat.com/tvchannels/se/Kanal-Jadid.html
12149 Vtp 23East49-50,DVB-S28PSK275003/4,78,Kanal Jadid,,MPEG-4/HD,7810,7820 Per,,,12149 V,tp 23,49-50,,,Kanal Jadid,https://www.lyngsat.com/tvchannels/se/Kanal-Jadid.html
12149 Vtp 23East49-50,DVB-S28PSK275003/4,78,Kanal Jadid,,MPEG-4/HD,7810,7820 Per,,,12149 V,tp 23,49-50,,,Kanal Jadid,https://www.lyngsat.com/tvchannels/se/Kanal-Jadid.html
12149 Vtp 23East49-50,DVB-S28PSK275003/4,78,Kanal Jadid,,MPEG-4/HD,7810,7820 Per,,,12149 V,tp 23,49-50,,,Kanal Jadid,https://www.lyngsat.com/tvchannels/se/Kanal-Jadid.html
12149 Vtp 23East49-50,DVB-S28PSK275003/4,78,Kanal Jadid,,MPEG-4/HD,7810,7820 Per,,,12149 V,tp 23,49-50,,,Kanal Jadid,https://www.lyngsat.com/tvchannels/se/Kanal-Jadid.html
11766 Vtp 3East49-50,DVB-S275007/8,63,C++,,MPEG-2/SD,6310,6320,,,11766 V,tp 3,49-50,,,C++,https://www.lyngsat.com/tvchannels/--/C--.html
11766 Vtp 3East49-50,DVB-S275007/8,64,Ruby Music,,MPEG-2/SD,6410,6420,,,11766 V,tp 3,49-50,,,Ruby Music,https://www.lyngsat.com/tvchannels/--/Ruby-Music.html
11766 Vtp 3East49-50,DVB-S275007/8,65,Toosheh TV,,MPEG-2/SD,6510,6520 Per6530 Per,,,11766 V,tp 3,49-50,,,Toosheh TV,https://www.lyngsat.com/tvchannels/us/Toosheh-TV.html
