Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
11720 Htp 1North America Ku0,DSS200002/3,,DirecTV USA,,,,,Videoguard,P Smith110215,11720 H,tp 1,0,Videoguard,,,
11840 Htp 7North America Ku0,DSS200002/3,,DirecTV USA,,,,,Videoguard,P Smith110215,11840 H,tp 7,0,Videoguard,,,
11900 Htp 10North America Ku0,DSS200002/3,,DirecTV USA,,,,,Videoguard,P Smith110215,11900 H,tp 10,0,Videoguard,,,
11930 Htp 12North America Ku0,DSS200002/3,,DirecTV USA,,,,,Videoguard,P Smith110215,11930 H,tp 12,0,Videoguard,,,
11960 Htp 13North America Ku0,DSS200002/3,,DirecTV USA,,,,,Videoguard,P Smith110215,11960 H,tp 13,0,Videoguard,,,
11990 Htp 15North America Ku0,DSS200002/3,,DirecTV USA,,,,,Videoguard,P Smith110215,11990 H,tp 15,0,Videoguard,,,
12140 Htp 22North America Ku0,DSS200002/3,,DirecTV USA,,,,,Videoguard,P Smith110215,12140 H,tp 22,0,Videoguard,,,
12110 Htp 21North America Ku,DVB-S2220,,(Azteca feeds),,,,,,B Leblanc131024,12110 H,tp 21,,,,,
12121 Htp 21North America Ku0,DVB-S28PSK26535/6,65535-1,Once México,,65535-1MPEG-4/HD,101,9.4 256 Spa,,Mike 4220108,12121 H,tp 21,0,,,,
,,,,,,,,,,,,,,,DVB-S28PSK26535/6,
,,,,,,,,,,,,,,,DVB-S28PSK26535/6,
