Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
10714 Htp 41UK0,DVB-S220005/6,,Sky UK,,2-2041,,6.5,,J Robinson180807,,False,
10936 Vtp 56UK0,DVB-S220005/6,,Sky UK,,2-2056,,6.5,,R EckendorffJ Robinson220629,,False,
11386 Htp 113UK0,DVB-S2QPSK295008/9,,Sky UK,,2-2113,,6.2,Videoguard,J RobinsonR Eckendorff240318,,False,
11386 Vtp 114UK0,DVB-S2QPSK295008/9,,Sky UK,,2-2114,,6.2,Videoguard,DX Bozóth240319,,False,
11426 Vtp 116UK0,DVB-S2QPSK295008/9,,Sky UK,,2-2116,,6.2,,J Robinson240304,,False,
11758 Htp 3Europe Ku0,DVB-S28PSK275002/3,,Sky UK,,2-2003,,6.6,Videoguard,J RobinsonR Eckendorff240125,,False,
11836 Htp 7Europe Ku0,DVB-S275005/6,,Sky UK,,2-2007,,6.5,Videoguard,J RobinsonR Eckendorff240103,,False,
11856 Vtp 8Europe Ku0,DVB-S28PSK275002/3,,Sky UK,,2-2008,,6.6,Videoguard,J Robinson240305,,False,
11914 Htp 11Europe Ku0,DVB-S275005/6,,Sky UK,,2-2011,,6.5,Videoguard,J RobinsonR Eckendorff240103,,False,
11934 Vtp 12Europe Ku0,DVB-S275005/6,,Sky UK,,2-2012,,6.5,Videoguard,J Robinson240213,,False,
12012 Vtp 16Europe Ku0,DVB-S28PSK275002/3,,Sky UK,,2-2016,,6.6,Videoguard,J Robinson240305,,False,
12070 Htp 19Europe Ku0,DVB-S275005/6,,Sky UK,,2-2019,,6.5,Videoguard,R EckendorffM Al-Taie240106,,False,
12090 Vtp 20Europe Ku0,DVB-S28PSK275002/3,,Sky UK,,2-2020,,6.6,Videoguard,J Robinson240213,,False,
12363 Vtp 34UK0,DVB-S28PSK275002/3,,Sky UK,,2-2034,,6.6,Videoguard,J Robinson240219,,False,
10714 Htp 41UK0,DVB-S220005/6,9211.0,Channel 4 London,,MPEG-2/SD,2315.0,2316 Eng,,,,False,
10714 Htp 41UK0,DVB-S220005/6,9212.0,Channel 4 South & East,,MPEG-2/SD,2327.0,2328 Eng,,,,False,
12363 Vtp 34UK0,DVB-S28PSK275002/3,5202.0,Channel 4 South & East,,MPEG-4/HD,518.0,652 Eng,,,,False,
10714 Htp 41UK0,DVB-S220005/6,9213.0,Channel 4 Midlands,,MPEG-2/SD,2332.0,2333 Eng,,,,False,
10714 Htp 41UK0,DVB-S220005/6,9214.0,Channel 4 North,,MPEG-2/SD,2337.0,2338 Eng,,,,False,
10714 Htp 41UK0,DVB-S220005/6,9216.0,Channel 4 Scotland,,MPEG-2/SD,2347.0,2348 Eng,,,,False,
12363 Vtp 34UK0,DVB-S28PSK275002/3,5248.0,Channel 4 Scotland,,MPEG-4/HD,514.0,649 Eng,,,,False,
10714 Htp 41UK0,DVB-S220005/6,9220.0,Film 4 UK,,MPEG-2/SD,2353.0,2354 Eng,,,,False,
10714 Htp 41UK0,DVB-S220005/6,9230.0,More 4 UK +1,,MPEG-2/SD,2367.0,2368 Eng,,,,False,
10714 Htp 41UK0,DVB-S220005/6,9241.0,E4 UK,,MPEG-2/SD,2372.0,2373 Eng,,,,False,
10773 Htp 45UK0,DVB-S28PSK230003/4,,Freesat,,2-2045,,7.9,,J Robinson231031,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10773 Htp 45UK0,DVB-S28PSK230003/4,,Freesat,,2-2045,,7.9,,J Robinson231031,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10773 Htp 45UK0,DVB-S28PSK230003/4,,Freesat,,2-2045,,7.9,,J Robinson231031,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10773 Htp 45UK0,DVB-S28PSK230003/4,,Freesat,,2-2045,,7.9,,J Robinson231031,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10773 Htp 45UK0,DVB-S28PSK230003/4,,Freesat,,2-2045,,7.9,,J Robinson231031,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10788 Vtp 46UK0,DVB-S28PSK230003/4,,Freesat,,2-2046,,7.9,,J RobinsonR Eckendorff231031,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10788 Vtp 46UK0,DVB-S28PSK230003/4,,Freesat,,2-2046,,7.9,,J RobinsonR Eckendorff231031,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10788 Vtp 46UK0,DVB-S28PSK230003/4,,Freesat,,2-2046,,7.9,,J RobinsonR Eckendorff231031,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10788 Vtp 46UK0,DVB-S28PSK230003/4,,Freesat,,2-2046,,7.9,,J RobinsonR Eckendorff231031,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10788 Vtp 46UK0,DVB-S28PSK230003/4,,Freesat,,2-2046,,7.9,,J RobinsonR Eckendorff231031,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10818 Vtp 48UK0,DVB-S28PSK230003/4,,Freesat,,2-2048,,7.9,,J RobinsonR Eckendorff231101,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10818 Vtp 48UK0,DVB-S28PSK230003/4,,Freesat,,2-2048,,7.9,,J RobinsonR Eckendorff231101,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10818 Vtp 48UK0,DVB-S28PSK230003/4,,Freesat,,2-2048,,7.9,,J RobinsonR Eckendorff231101,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10818 Vtp 48UK0,DVB-S28PSK230003/4,,Freesat,,2-2048,,7.9,,J RobinsonR Eckendorff231101,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10818 Vtp 48UK0,DVB-S28PSK230003/4,,Freesat,,2-2048,,7.9,,J RobinsonR Eckendorff231101,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10847 Vtp 50UK0,DVB-S28PSK230003/4,,Freesat,,2-2050,,7.9,,R Eckendorff230224,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10847 Vtp 50UK0,DVB-S28PSK230003/4,,Freesat,,2-2050,,7.9,,R Eckendorff230224,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10847 Vtp 50UK0,DVB-S28PSK230003/4,,Freesat,,2-2050,,7.9,,R Eckendorff230224,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10847 Vtp 50UK0,DVB-S28PSK230003/4,,Freesat,,2-2050,,7.9,,R Eckendorff230224,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10847 Vtp 50UK0,DVB-S28PSK230003/4,,Freesat,,2-2050,,7.9,,R Eckendorff230224,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10891 Htp 53UK0,DVB-S220005/6,,Freesat,,2-2053,,6.5,,J RobinsonR Eckendorff240116,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10891 Htp 53UK0,DVB-S220005/6,,Freesat,,2-2053,,6.5,,J RobinsonR Eckendorff240116,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10891 Htp 53UK0,DVB-S220005/6,,Freesat,,2-2053,,6.5,,J RobinsonR Eckendorff240116,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10891 Htp 53UK0,DVB-S220005/6,,Freesat,,2-2053,,6.5,,J RobinsonR Eckendorff240116,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10891 Htp 53UK0,DVB-S220005/6,,Freesat,,2-2053,,6.5,,J RobinsonR Eckendorff240116,https://www.lyngsat.com/providers/uk/Freesat.html,True,Freesat
10773 Htp 45UK0,DVB-S28PSK230003/4,6308.0,BBC Parliament,,MPEG-4/HD,5400.0,5401 Eng,,,,False,Freesat
10773 Htp 45UK0,DVB-S28PSK230003/4,6311.0,BBC One North East & Cumbria,,MPEG-4/HD,5500.0,5501 Eng,,,,False,Freesat
10773 Htp 45UK0,DVB-S28PSK230003/4,6312.0,BBC Two Northern Ireland,,MPEG-4/HD,5300.0,5301 Eng,,,,False,Freesat
