Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,,Nigerian mux,,1-2,,5.2,,M Hajdú201229,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,201.0,Lagos TV,,MPEG-4/SD,273.0,274 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,202.0,MITV,,MPEG-4/SD,289.0,290 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,203.0,Silverbird TV,,MPEG-4/SD,305.0,306 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,204.0,TVC News,,MPEG-4/SD,321.0,322 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,205.0,TVC,,MPEG-4/SD,337.0,338 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,206.0,Sunna TV (Nigeria),,MPEG-4/SD,353.0,354 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,207.0,Wazobia TV,,MPEG-4/SD,369.0,370 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,208.0,Trybe TV,,MPEG-4/SD,385.0,386 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,209.0,Spice,,MPEG-4/SD,401.0,402 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,210.0,Televista,,MPEG-4/SD,513.0,514 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,211.0,OnMax,,MPEG-4/SD,529.0,530 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,212.0,Soundcity TV,,MPEG-4/SD,545.0,546 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,213.0,Wazobia Max TV Lagos,,MPEG-4/SD,561.0,562 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,214.0,Arewa 24,,MPEG-4/SD,577.0,578 Hau,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,215.0,Lumen Christi Catholic TV,,MPEG-4/SD,593.0,594 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,1.0,Rhythm,,,,44 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,8.0,Ray Power FM,,,,41 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,202.0,Naija FM Lagos,,,,291 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,207.0,Wazobia FM Lagos,,,,371 Eng,,,,False,
3751 Rtp SZD11Sub-Sahara0,DVB-S2QPSK183155/6,257.0,Star FM 101.5,,,,39 Eng,,,,False,
3764 Rtp SZD11Sub-Sahara0,DVB-S28PSK26042/3,,Uganda mux,,0-1,,6.6,,DX Bozóth180111,,False,
3778 Rtp SZD11Sub-Sahara0,DVB-S28PSK57203/4,,Uganda mux,,,,7.9,,DX Bozóth171202,,False,
3764 Rtp SZD11Sub-Sahara0,DVB-S28PSK26042/3,1.0,NTV Uganda,,MPEG-4/SD,111.0,112 Eng,,,,False,
3764 Rtp SZD11Sub-Sahara0,DVB-S28PSK26042/3,2.0,Spark TV,,MPEG-4/SD,121.0,122 Eng,,,,False,
3767 Rtp SZD11Sub-Sahara0,DVB-S23153/4,1.0,Eswatini TV,,0-1MPEG-4/SD,111.0,5.5 112 Eng,,Onacila170210,,False,
3771 Rtp SZD11Sub-Sahara0,DVB-S50003/4,,ZNBC,,0-1,,5.5,,DX Bozóth240204,https://www.lyngsat.com/providers/zm/ZNBC.html,True,ZNBC
3771 Rtp SZD11Sub-Sahara0,DVB-S50003/4,1.0,ZNBC TV 2,,MPEG-2/SD,39.0,40 Eng,,,,False,ZNBC
3771 Rtp SZD11Sub-Sahara0,DVB-S50003/4,2.0,ZNBC TV 1,,MPEG-2/SD,33.0,36 Eng,,,,False,ZNBC
