Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
11455 HMiddle East,DVB-S28PSK50002/3,,(feeds),,,,,,Roli220929,,False,
11461 HMiddle East,DVB-S28PSK50002/3,,(feeds),,,,,,Roli220929,,False,
11467 HMiddle East,DVB-S28PSK45003/4,,(feeds),,,,,,Roli201004,,False,
11481 HMiddle East,DVB-S28PSK38753/4,,(feeds),,,,,,Marcel 2180327,,False,
11487 HMiddle East,DVB-S2QPSK38755/6,,(feeds),,,,,,Roli200905,,False,
11502 HMiddle East,DVB-S22225/6,,(feeds),,,,,,Roli191124,,False,
11516 HMiddle East,DVB-S28PSK20005/6,,(feeds),,,,,,Janlakomcik231109,,False,
11542 HMiddle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240310,,False,
11551 HMiddle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240324,,False,
11625 Htp 11Middle East,DVB-S28PSK10005/6,,(feeds),,,,,,N Stanislav211107,,False,
11663 Htp 12Middle East,DVB-S297003/4,,(feeds),,,,,,Stanley_cassidy230917,,False,
11672 Htp 12Middle East,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230907,,False,
11680 Htp 12Middle East,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy231031,,False,
11681 Vtp 12Europe,DVB-S28PSK22005/6,,(feeds),,,,,,Roli230309,,False,
11689 Htp 12Middle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli231201,,False,
12548 HEurope,DVB-S28PSK36003/4,,(feeds),,,,,,Roli231103,,False,
12560 HEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230318,,False,
12567 HEurope,DVB-S28PSK50003/4,,(feeds),,,,,,Roli240310,,False,
12578 HEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230318,,False,
12629 HEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Roli201121,,False,
12632 HEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Roli201121,,False,
12637 HEurope,DVB-S28PSK50005/6,,(feeds),,,,,,Roli230505,,False,
12643 HEurope,DVB-S28PSK50005/6,,(feeds),,,,,,Roli200912,,False,
12682 Htp 23Europe,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220417,,False,
12693 Htp 23Europe,DVB-S293702/3,,(feeds),,,,,,Stanley_cassidy220406,,False,
12714 Htp 24Europe,DVB-S28PSK72003/4,,(feeds),,,,,,Roli220413,,False,
12719 Htp 24Europe,DVB-S15805/6,,(feeds),,,,,,Stanley_cassidyRoli210526,,False,
12721 VEurope,DVB-S28PSK15805/6,,(feeds),,,,,,Stanley_cassidyRoli210526,,False,
12731 VEurope,DVB-S28PSK15805/6,,(feeds),,,,,,Stanley_cassidyRoli210526,,False,
12737 Htp 24Europe,DVB-S28PSK50003/4,,(feeds),,,,,,Roli221015,,False,
12743 Htp 24Europe,DVB-S28PSK50003/4,,(feeds),,,,,,Roli221015,,False,
11510 HMiddle East50-52,DVB-S28PSK44443/4,1.0,Media Office,,?-1MPEG-4/HD,33.0,7.9  34 Ara,,N Stanislav221203,,False,
12439 HEurope46-48,DVB-S28PSK44443/4,1.0,Media Office,,65535-1MPEG-4/HD,33.0,7.9  34 Ara,,N Stanislav220707,,False,
11514 HMiddle East50-52,DVB-S28PSK21425/6,1.0,Alsumaria,,1-0MPEG-4/HD,512.0,9.44112 Ara,,D Lita210227,,False,
11514 HMiddle East50-52,DVB-S28PSK21425/6,1.0,Sumer FM,,,,4128 Ara,,,,False,
12117 HEurope46-48,DVB-S28PSK300005/6,,A1 Bulgaria,,926-177,,9.4,Conax,S Günes240309,,False,
12137 VEurope46-48,DVB-S28PSK300005/6,,A1 Bulgaria,,926-178,,9.4,Conax,S Günes240309,,False,
12309 HEurope46-48,DVB-S28PSK300005/6,,A1 Bulgaria,,926-2833,,9.4,ConaxNagravision,S Günes240309,,False,
12117 HEurope46-48,DVB-S28PSK300005/6,131.0,The Voice TV,,HEVC,4101.0,4102 Bul,,,,False,
12271 HEurope46-48,DVB-S300007/8,1015.0,The Voice TV,,MPEG-2/SD,848.0,849 Bul,,,,False,
12156 HEurope46-48,DVB-S28PSK300005/6,,Bulsatcom,,1-7,,9.4,BulcryptConaxNagravision,M Al-Taie240102,,False,
12194 HEurope46-48,DVB-S300007/8,,Bulsatcom,,1-2,,7.2,BulcryptConaxNagravision,M Al-Taie240122,,False,
12213 VEurope46-48,DVB-S300007/8,,Bulsatcom,,1-4,,7.2,BulcryptConaxNagravision,M Al-Taie240212,,False,
12271 HEurope46-48,DVB-S300007/8,,Bulsatcom,,1-1,,7.2,BulcryptConaxNagravision,M Al-Taie240212,,False,
12463 HEurope46-48,DVB-S28PSK300005/6,,Bulsatcom,,1-5,,9.4,BulcryptConaxNagravision,Lexzie240327,,False,
12482 VEurope46-48,DVB-S300007/8,,Bulsatcom,,1-3,,7.2,BulcryptConaxNagravision,EnoSat220710,,False,
12524 HEurope46-48,DVB-S300007/8,,Bulsatcom,,1-6,,7.2,BulcryptConaxNagravision,M Al-Taie240212,,False,
12175 VEurope46-48,DVB-S300007/8,,Orange România,,28-15,,7.2,ViaccessVideoguard,M Al-Taie240328,,False,
12251 VEurope46-48,DVB-S28PSK300003/4,,Orange România,,167-5228,,7.9,ViaccessVideoguard,M Al-Taie240130,,False,
12290 VEurope46-48,DVB-S28PSK300003/4,,Orange România,,28-1,,7.9,ViaccessVideoguard,M Al-Taie231127,,False,
12328 VEurope46-48,DVB-S28PSK300003/4,,Orange România,,28-2,,7.9,ViaccessVideoguard,S Günes240309,,False,
12367 VEurope46-48,DVB-S28PSK300003/4,,Orange România,,28-3,,7.9,ViaccessVideoguard,M Al-Taie240130,,False,
12405 VEurope46-48,DVB-S300007/8,,Orange România,,28-18,,7.2,ViaccessVideoguard,M Al-Taie240130,,False,
12524 VEurope46-48,DVB-S300007/8,,Orange România,,28-13,,7.2,ViaccessVideoguard,M Al-Taie240130,,False,
12565 VEurope46-48,DVB-S300007/8,,Orange România,,28-14,,7.2,ViaccessVideoguard,M Al-Taie231127,,False,
12606 VEurope46-48,DVB-S28PSK300003/4,,Orange România,,167-5233,,7.9,ViaccessVideoguard,M Al-Taie231127,,False,
12647 VEurope46-48,DVB-S300007/8,,Orange România,,28-16,,7.2,ViaccessVideoguard,M Al-Taie231127,,False,
12688 VEurope46-48,DVB-S300007/8,,Orange România,,28-17,,7.2,ViaccessVideoguard,M Al-Taie240130,,False,
12194 HEurope46-48,DVB-S300007/8,50.0,Radio 1 Rock,,,,877 Bul,,,,False,
12194 HEurope46-48,DVB-S300007/8,51.0,NRJ Bulgaria,,,,879 Bul,,,,False,
12194 HEurope46-48,DVB-S300007/8,52.0,BG Radio,,,,882 Bul,,,,False,
12194 HEurope46-48,DVB-S300007/8,53.0,Darik Radio,,,,885 Bul,,,,False,
12194 HEurope46-48,DVB-S300007/8,54.0,Tangra Mega Rock,,,,8.8 Bul,,,,False,
12194 HEurope46-48,DVB-S300007/8,55.0,Radio Payner,,,,891 Bul,,,,False,
12213 VEurope46-48,DVB-S300007/8,115.0,Fen Folk,,MPEG-2/SD,616.0,617 Bul,,,,False,
12213 VEurope46-48,DVB-S300007/8,119.0,Folklor TV,,MPEG-2/SD,632.0,633 Bul,,,,False,
12213 VEurope46-48,DVB-S300007/8,121.0,Fen TV,,MPEG-2/SD,640.0,641 Bul,,,,False,
12213 VEurope46-48,DVB-S300007/8,123.0,Balkanika Music TV,,MPEG-2/SD,648.0,649 Bul,,,,False,
12224 HEurope46-48,DVB-S2QPSK133813/4,,ERT,,8492-2,,4.0,,Lexzie230826,https://www.lyngsat.com/providers/gr/ERT.html,True,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,9.0,Vouli TV,,MPEG-4/SD,137.0,640 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,10.0,ERT 1,,MPEG-4/SD,138.0,650 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,40.0,ERT 1,,MPEG-4/HD,141.0,680 Gre 690 Qaa,,,,False,ERT
12242 HEurope46-48,DVB-S2QPSK133813/4,3.0,ERT 1,,MPEG-4/SD,130.0,670 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,20.0,ERT 2,,MPEG-4/SD,139.0,660 Gre,,,,False,ERT
12242 HEurope46-48,DVB-S2QPSK133813/4,1.0,ERT 2,,MPEG-4/HD,128.0,650 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,35.0,ERT 3,,MPEG-4/SD,142.0,691 Gre,,,,False,ERT
12242 HEurope46-48,DVB-S2QPSK133813/4,2.0,ERT 3,,MPEG-4/HD,129.0,660 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,41.0,ERT News,,MPEG-4/HD,143.0,695 Gre,,,,False,ERT
12242 HEurope46-48,DVB-S2QPSK133813/4,7.0,ERT News,,MPEG-4/SD,134.0,701 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,11.0,Proto Programma,,,,652 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,12.0,Kosmos,,,,653 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,13.0,Trito Maestro,,,,676 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,14.0,Deftero Paradosiaka,,,,677 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,21.0,Trito Programma,,,,661 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,22.0,Deftero Programma,,,,662 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,23.0,Deftero Laika,,,,675 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,31.0,ERA Spor,,,,671 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,32.0,I Foni tis Elladas,,,,672,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,33.0,Zeppelin 106.7,,,,673 Gre,,,,False,ERT
12224 HEurope46-48,DVB-S2QPSK133813/4,34.0,Kosmos Jazz,,,,674 Gre,,,,False,ERT
12242 HEurope46-48,DVB-S2QPSK133813/4,,,,8492-1,,4.0,,M Al-Taie230829,,False,ERT
12242 HEurope46-48,DVB-S2QPSK133813/4,4.0,RIK Sat,,MPEG-4/SD,131.0,680 Gre,,,,False,ERT
12242 HEurope46-48,DVB-S2QPSK133813/4,5.0,TV5Monde Europe,,MPEG-4/SD,132.0,690 Fre,,,,False,ERT
12242 HEurope46-48,DVB-S2QPSK133813/4,6.0,BBC News Europe,,MPEG-4/SD,133.0,700 Eng,,,,False,ERT
12271 HEurope46-48,DVB-S300007/8,1004.0,Magic TV (Bulgaria),,MPEG-2/SD,792.0,793 Bul,,,,False,ERT
12338 HEurope46-48,DVB-S28PSK115682/3,,Digea,,8492-101,,6.6,BISS,N Stanislav220604,https://www.lyngsat.com/providers/gr/Digea.html,True,Digea
