Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
11003 H,DVB-S2QPSK288002/3,,MySat,,,,3.1,,C Sutton240302,https://www.lyngsat.com/providers/au/MySat.html,True,MySat
11003 H,DVB-S2QPSK288002/3,1.0,Rai Italia Australia,,MPEG-4/SD,412.0,413 Ita,,,,False,MySat
11003 H,DVB-S2QPSK288002/3,4.0,Mediaset Italia,,MPEG-4/SD,427.0,428 Ita,,,,False,MySat
11003 H,DVB-S2QPSK288002/3,15.0,Alpha Sat,,MPEG-4/SD,457.0,458 Gre,,,,False,MySat
11003 H,DVB-S2QPSK288002/3,16.0,ERT World,,MPEG-4/SD,462.0,463 Gre,,,,False,MySat
11003 H,DVB-S2QPSK288002/3,18.0,Ant1 Pacific,,MPEG-4/SD,442.0,443 Gre,,,,False,MySat
11003 H,DVB-S2QPSK288002/3,19.0,Greek Cinema,,MPEG-4/SD,447.0,448 Gre,,,,False,MySat
11003 H,DVB-S2QPSK288002/3,20.0,SportPlus (Greece),,MPEG-4/SD,452.0,453 Gre,,,,False,MySat
11003 H,DVB-S2QPSK288002/3,140.0,Al Jadeed,,MPEG-4/SD,516.0,690 Ara,,,,False,MySat
11003 H,DVB-S2QPSK288002/3,197.0,LBC International,,MPEG-4/SD,525.0,753 Ara,,,,False,MySat
11003 H,DVB-S2QPSK288002/3,204.0,NourSat,,MPEG-4/SD,530.0,790 Ara,,new,,False,MySat
11003 H,DVB-S2QPSK288002/3,206.0,MBC Maser,,MPEG-4/SD,532.0,810 Ara,,,,False,MySat
11003 H,DVB-S2QPSK288002/3,300.0,MTV (Lebanon),,MPEG-4/SD,302.0,303 Ara,,,,False,MySat
11003 H,DVB-S2QPSK288002/3,389.0,Aljazeera Channel,,MPEG-4/SD,562.0,563 Ara,,,,False,MySat
11061 H,DVB-S28PSK75005/6,,(feeds),,,,,,C Sutton230501,,False,MySat
11061 V,DVB-S28PSK75005/6,,(feeds),,,,,,C Sutton230416,,False,MySat
11078 H,DVB-S28PSK7500,,(feeds),,,,,,C Sutton230719,,False,MySat
11079 V,DVB-S27500,,(feeds),,,,,,C Sutton230430,,False,MySat
11087 H,DVB-S28PSK7500,,(feeds),,,,,,C Sutton230719,,False,MySat
11131 V,DVB-S28PSK7500,,(feeds),,,,,,C Sutton230416,,False,MySat
11251 V,DVB-S230000,,(feeds),,,,,,C Sutton230415,,False,MySat
11274 H,DVB-S28PSK75005/6,,(feeds),,,,,,C Sutton230507,,False,MySat
11283 H,DVB-S28PSK75005/6,,(feeds),,,,,,C Sutton230501,,False,MySat
11292 H,DVB-S28PSK75005/6,,(feeds),,,,,,C Sutton230507,,False,MySat
11301 H,DVB-S28PSK75003/4,,(feeds),,,,,,C Sutton230520,,False,MySat
11340 H,DVB-S28PSK75003/4,,(feeds),,,,,,C Sutton230607,,False,MySat
12274 H,DVB-S28PSK75005/6,,(feeds),,,,,,C Sutton230501,,False,MySat
