Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
3659 Htp 11America,DVB-S6666,,(feeds),,,,,,A Camargo080406,,False,
3668 Htp 11America,DVB-S6666,,(feeds),,,,,,A Camargo080406,,False,
3948 Htp 16America,DVB-S4440,,(feeds),,,,,,N Chaves100131,,False,
3942 Vtp 6America0,DVB-S28PSK50003/4,,SBT Rio Grande,,,,7.9,BISS,Wilkherdasilva191105,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,True,SBT Rio Grande
3942 Vtp 6America0,DVB-S28PSK50003/4,,SBT Rio Grande,,MPEG-4/1seg,257.0,258 Por,,,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,True,SBT Rio Grande
3942 Vtp 6America0,DVB-S28PSK50003/4,51776.0,SBT Rio Grande,,MPEG-4/HD,1110.0,1211 Por,BISS,,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,True,SBT Rio Grande
3960 Htp 16America0,DVB-S28PSK37502/3,,Assembleia Legislativa TV,,MPEG-2/HD,337.0,6.6 340 Por,,Edinho fta230723,,False,SBT Rio Grande
3970 Htp 16America0,DVB-S28PSK98752/3,,Grupo Vierci,,,,6.6,BISS,Edinho fta230723,https://www.lyngsat.com/providers/py/Grupo-Vierci.html,True,Grupo Vierci
3970 Htp 16America0,DVB-S28PSK98752/3,,E40 TV,,MPEG-4/SD,5408.0,512 Spa,BISS,,,False,Grupo Vierci
3970 Htp 16America0,DVB-S28PSK98752/3,1.0,Telefuturo (Paraguay),,MPEG-4/SD,101.0,501 Spa,BISS,,,False,Grupo Vierci
3970 Htp 16America0,DVB-S28PSK98752/3,2.0,Latele (Paraguay),,MPEG-4/SD,201.0,601 Spa,BISS,,,False,Grupo Vierci
3970 Htp 16America0,DVB-S28PSK98752/3,4.0,N PY,,MPEG-4/SD,301.0,701 Spa,BISS,,,False,Grupo Vierci
3970 Htp 16America0,DVB-S28PSK98752/3,5.0,Canal Pro,,MPEG-4/HD,105.0,5152 Spa,,,,False,Grupo Vierci
