Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,,RTRS 1,,8835-1,,3.1,,N Stanislav230905,https://www.lyngsat.com/providers/ru/RTRS-1.html,True,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1010.0,Perviy kanal,,MPEG-4/SD,1011.0,1012 Rus,GoSTcrypt,,,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1030.0,Match!,,MPEG-4/SD,1031.0,1032 Rus,GoSTcrypt,,,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1040.0,NTV,,MPEG-4/SD,1041.0,1042 Rus,,,,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1050.0,5 Kanal,,MPEG-4/SD,1051.0,1052 Rus,,,,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1060.0,Rossiya K,,MPEG-4/SD,1061.0,1062 Rus,,,,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1080.0,Karusel,,MPEG-4/SD,1081.0,1082 Rus,,,,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1100.0,TV Centr,,MPEG-4/SD,1101.0,1102 Rus,,,,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1110.0,Vesti FM,,,,1111 Rus,,,,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1120.0,Radio Mayak,,,,1122 Rus,,,,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 1,,RTRS,,8835-1,,3.1,,N Stanislav230905,https://www.lyngsat.com/providers/ru/RTRS.html,True,RTRS
3720 L,DVB-S2QPSK257602/3T2-MIPLP 1,1020.0,Rossiya 1,,MPEG-4/SD,1021.0,1022 Rus,GoSTcrypt,,,False,RTRS
3720 L,DVB-S2QPSK257602/3T2-MIPLP 1,1070.0,Rossiya 24,,MPEG-4/SD,1071.0,1072 Rus,,,,False,RTRS
3720 L,DVB-S2QPSK257602/3T2-MIPLP 1,1090.0,OTR,,MPEG-4/SD,1091.0,1092 Rus,,,,False,RTRS
3720 L,DVB-S2QPSK257602/3T2-MIPLP 1,1130.0,Radio Rossii,,,,1132 Rus,,,,False,RTRS
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,,RTRS 2,,8835-11,,3.1,,N Stanislav230609,https://www.lyngsat.com/providers/ru/RTRS-2.html,True,RTRS 2
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2010.0,REN TV,,MPEG-4/SD,2011.0,2012 Rus,,,,False,RTRS 2
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2020.0,Telekanal Spas,,MPEG-4/SD,2021.0,2022 Rus,,,,False,RTRS 2
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2030.0,STS,,MPEG-4/SD,2031.0,2032 Rus,,,,False,RTRS 2
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2040.0,Domashniy,,MPEG-4/SD,2041.0,2042 Rus,,,,False,RTRS 2
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2050.0,TV 3,,MPEG-4/SD,2051.0,2052 Rus,,,,False,RTRS 2
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2060.0,Pyatnitsa!,,MPEG-4/SD,2061.0,2062 Rus,,,,False,RTRS 2
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2070.0,Telekanal Zvezda,,MPEG-4/SD,2071.0,2072 Rus,,,,False,RTRS 2
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2080.0,Mir,,MPEG-4/SD,2081.0,2082 Rus,,,,False,RTRS 2
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2090.0,TNT,,MPEG-4/SD,2091.0,2092 Rus,,,,False,RTRS 2
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2100.0,Muz TV,,MPEG-4/SD,2101.0,2102 Rus,,,,False,RTRS 2
