Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
11731 Htp 2Ku,DVB-S28PSK150005/6,,(feeds),,,,,,F Miata161016,,False,
11749 Htp 2Ku,DVB-S28PSK130005/6,,(feeds),,,,,,F Miata161016,,False,
11756 Vtp 3Ku,DVB-S61133/4,,(feeds),,,,,,W Frankson080825,,False,
11766 Vtp 3Ku,DVB-S4411,,(feeds),,,,,,W Frankson080831,,False,
11766 Htp 4Ku,DVB-S61133/4,,(feeds),,,,,,W Frankson091031,,False,
11800 Vtp 5Ku,DVB-S292685/6,,(feeds),,,,,,F Miata161016,,False,
11830 Vtp 7Ku,DVB-S6620,,(feeds),,,,,,W Frankson080825,,False,
11834 Htp 6Ku,DVB-S13235,,(feeds),,,,,,W Frankson091030,,False,
11845 Vtp 7Ku,DVB-S61103/4,,(feeds),,,,,,F Miata161016,,False,
11887 Htp 10Ku,DVB-S28PSK75005/6,,(feeds),,,,,,F Miata161016,,False,
11896 Htp 10Ku,DVB-S28PSK75005/6,,(feeds),,,,,,F Miata161016,,False,
11904 Htp 10Ku,DVB-S28PSK75003/4,,(feeds),,,,,,F Miata161016,,False,
11931 Htp 12Ku,DVB-S28PSK130003/4,,(feeds),,,,,,F Miata161016,,False,
11949 Htp 12Ku,DVB-S130003/4,,(feeds),,,,,,F Miata161016,,False,
12000 Vtp 15Ku,DVB-S28PSK292685/6,,(feeds),,,,,,F Miata161016,,False,
12036 Vtp 17Ku,DVB-S28PSK75005/6,,(feeds),,,,,,F Miata161016,,False,
12095 Htp 20Ku,DVB-S39793/4,,(New York Lottery feeds),,,,,,D Dragos170706,,False,
12173 Vtp 23Ku,DVB-S2QPSK66343/5,,(feeds),,,,,,F Miata161016,,False,
