Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
12224 Rtp 1Conus,DVB-S8PSK215002/3,,Dish USA,,4102-201,,8.1,Nagravision,B Eckart230713,,False,
12239 Ltp 2Conus,DVB-S8PSK215002/3,,Dish USA,,4102-202,,8.1,Nagravision,B Eckart230713,,False,
12253 Rtp 3Conus,DVB-S8PSK215002/3,,Dish USA,,4102-203,,8.1,Nagravision,B Eckart230713,,False,
12282 Rtp 5Conus,DVB-S8PSK215002/3,,Dish USA,,4102-205,,8.1,Nagravision,B Eckart230713,,False,
12297 Ltp 6Conus,DVB-S8PSK215002/3,,Dish USA,,4102-206,,8.1,Nagravision,A Flores180307,,False,
12311 Rtp 7Conus,DVB-S8PSK Turbo215002/3,,Dish USA,,4102-207,,,Nagravision,A Flores180307,,False,
12326 Ltp 8Conus,DVB-S8PSK215002/3,,Dish USA,,4102-208,,8.1,Nagravision,B Eckart230713,,False,
12341 Rtp 9Conus,DVB-S8PSK215002/3,,Dish USA,,4102-209,,8.1,Nagravision,B Eckart230713,,False,
12341 Rtp 9Conus,DVB-S8PSK215002/3,500.0,Dish PPV Guide,,MPEG-4/SD,,Eng,,,,False,
12355 Ltp 10Conus,DVB-S8PSK215002/3,,Dish USA,,4102-210,,8.1,Nagravision,C Kvasnovsky231015,,False,
12355 Ltp 10Conus,DVB-S8PSK215002/3,9598.0,What's on Dish promo,,MPEG-4/SD,6434.0,6435 Eng,,,,False,
12370 Rtp 11Conus,DVB-S8PSK215002/3,,Dish USA,,4102-211,,8.1,Nagravision,A Flores181014,,False,
12399 Rtp 13Conus,DVB-S8PSK Turbo215002/3,,Dish USA,,4102-213,,,Nagravision,B Eckart230713,,False,
12414 Ltp 14Conus,DVB-S8PSK215002/3,,Dish USA,,4102-214,,8.1,Nagravision,A Flores200330,,False,
12428 Rtp 15Conus,DVB-S8PSK215002/3,,Dish USA,,4102-215,,8.1,Nagravision,A Flores200326,,False,
12443 Ltp 16Conus,DVB-S8PSK215002/3,,Dish USA,,4102-216,,8.1,Nagravision,B Eckart230713,,False,
12486 Rtp 19Conus,DVB-S8PSK Turbo215002/3,,Dish USA,,4102-219,,,Nagravision,A Flores200326,,False,
12516 Rtp 21Conus,DVB-S8PSK215002/3,,Dish USA,,4102-221,,8.1,Nagravision,B Eckart230713,,False,
12530 Ltp 22Conus,DVB-S8PSK Turbo215002/3,,Dish USA,,4102-222,,,Nagravision,A Flores180216,,False,
12559 Ltp 24Conus,DVB-S8PSK215002/3,,Dish USA,,4102-224,,8.1,Nagravision,A Flores200330,,False,
