Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240109,,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240109,,False,
10812 Vtp 3VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-503,,9.4,Videoguard,Josh231108,,False,
10852 Vtp 4VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-504,,9.4,Videoguard,Josh231108,,False,
10892 Vtp 5VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-505,,9.4,Videoguard,Josh231108,,False,
10932 Vtp 6VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-506,,9.4,Videoguard,Anonymous231012,,False,
11775 Vtp 8VBMalaysia0,DVB-S28PSK300003/4,,Astro,,2176-302,,7.9,Videoguard,Josh221030,,False,
11895 Vtp 11VBMalaysia0,DVB-S28PSK300003/4,,Astro,,2176-305,,7.9,Videoguard,Josh230823,,False,
12276 Htp 13KHSouth Asia,DVB-S28PSK340003/4,,Sun Direct,,18-21,,7.9,Irdeto,Robiul221018,,False,
12316 Htp 14KHSouth Asia,DVB-S300005/6,,Sun Direct,,18-11,,6.5,Irdeto,DX Bozóth221224,,False,
12316 Htp 14KHSouth Asia,DVB-S300005/6,21.0,Sun Direct promo,,MPEG-4/SD,94.0,90,,,,False,
12436 Htp 17KHSouth Asia,DVB-S320003/4,,Sun Direct,,,,5.5,Irdeto,DX Bozóth221224,,False,
12476 Htp 18KHSouth Asia,DVB-S320005/6,,Sun Direct,,,,6.5,Irdeto,DX Bozóth221228,,False,
12523 Vtp 7KVSouth Asia,DVB-S28PSK320003/4,,Sun Direct,,,,7.9,Irdeto,Robiul221018,,False,
12563 Vtp 8KVSouth Asia,DVB-S320005/6,,Sun Direct,,,,6.5,Irdeto,DX Bozóth230404,,False,
12563 HIndonesia,DVB-S28PSK310002/3,,K Vision,,,,6.6,ConaxNeotion SHL,Albert I240229,,False,
12563 HIndonesia,DVB-S28PSK310002/3,44.0,On Channel,,MPEG-4/SD,1794.0,1792 Ind,,new,,False,
12603 Vtp 9KVSouth Asia,DVB-S320005/6,,Sun Direct,,,,6.5,Irdeto,DX Bozóth230322,,False,
12603 VIndonesia,DVB-S28PSK300003/5,,Transvision,,1-9,,5.5,IrdetoStreamGuard,Albert I240312,,False,
12603 VIndonesia,DVB-S28PSK300003/5,1204.0,Dunia Lain,,MPEG-4/SD,211.0,212 Ind,,,,False,
12603 VIndonesia,DVB-S28PSK300003/5,1205.0,Eat N Go,,MPEG-4/HD,215.0,216 Ind,,,,False,
12603 VIndonesia,DVB-S28PSK300003/5,1211.0,Bioskop Indonesia,,MPEG-4/SD,232.0,233 Ind,,,,False,
12603 VIndonesia,DVB-S28PSK300003/5,1212.0,!nsert,,MPEG-4/SD,235.0,236 Ind,,,,False,
12603 VIndonesia,DVB-S28PSK300003/5,1214.0,Khazanah,,MPEG-4/SD,241.0,242 Ind,,,,False,
12603 VIndonesia,DVB-S28PSK300003/5,1215.0,Dunia Anak,,MPEG-4/SD,244.0,245 Ind,,,,False,
