Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
3718 VC37-39,DVB-S28PSK120003/5,,Dunya Media Group,,,,5.5,,N Stanislav230416,https://www.lyngsat.com/providers/pk/Dunya-Media-Group.html,True,Dunya Media Group
3718 VC37-39,DVB-S28PSK120003/5,1,Dunya News,,MPEG-4/HD,101.0,102 Urd,,,,False,Dunya Media Group
3718 VC37-39,DVB-S28PSK120003/5,2,Lahore News,,MPEG-4/HD,201.0,202,,,,False,Dunya Media Group
3718 VC37-39,DVB-S28PSK120003/5,4,Dunya Entertainment,,MPEG-4/SD,401.0,402,,,,False,Dunya Media Group
3730 VC37-39,,,,,,,,,DX Bozóth240222,,False,Dunya Media Group
3740 VC37-39,DVB-S28PSK72003/5,,,,,,5.5,,DX Bozóth240218,,False,Dunya Media Group
3770 VC37-39,DVB-S28PSK77003/4,,,,1-1,,7.9,,DX Bozóth240130,,False,Dunya Media Group
3792 VC37-39,DVB-S28PSK40003/4,,,,,,7.9,BISS 1,DX Bozóth240130,,False,Dunya Media Group
3834 HC37-39,DVB-S28PSK65003/4,,,,,,7.9,,DX Bozóth230318,,False,Dunya Media Group
4024 HC37-39,,,,,,,,,N Stanislav240302,,False,Dunya Media Group
4047 VC37-39,,,,,,,,,T.F.K240208,,False,Dunya Media Group
4064 VC37-39,DVB-S28PSK32005/6,,,,,,9.4,,DX Bozóth230318,,False,Dunya Media Group
4074 VC37-39,DVB-S28PSK61503/4,,,,0-0,,7.9,,DX Bozóth221021,,False,Dunya Media Group
4101 VC37-39,DVB-S28PSK28003/4,,,,.-.,,7.9,,DX Bozóth230526,,False,Dunya Media Group
4115 VC37-39,DVB-S28PSK48005/6,,,,1-1,,9.4,,DX Bozóth200618,,False,Dunya Media Group
4120 VC37-39,DVB-S28PSK24903/5,,,,65535-0,,5.5,,N Stanislav220409,,False,Dunya Media Group
4181 VC37-39,DVB-S28PSK50003/4,,,,65535-1,,7.9,,DX Bozóth230810,,False,Dunya Media Group
4186 VC37-39,,,,,,,,,N Stanislav240202,,False,Dunya Media Group
3740 VC37-39,DVB-S28PSK72003/5,1,92 News,,MPEG-4/HD,92.0,192,,,,False,Dunya Media Group
3740 VC37-39,DVB-S28PSK72003/5,2,11 News,,MPEG-4/SD,93.0,193,,,,False,Dunya Media Group
3740 VC37-39,DVB-S28PSK72003/5,3,92 Entertainment,,MPEG-2/SD,94.0,194,,,,False,Dunya Media Group
3745 VC37-39,DVB-S28PSK15005/6,1,9 News HD,,?-?MPEG-4/HD,33.0,9.4  34,,N Stanislav240306,,False,Dunya Media Group
3754 VC37-39,DVB-S28PSK75003/4,,VU TV Network,,,,7.9,,DX Bozóth240130,https://www.lyngsat.com/providers/pk/VU-TV-Network.html,True,VU TV Network
3754 VC37-39,DVB-S28PSK75003/4,1,VU TV Network 1,,MPEG-4/SD,33.0,36 Urd,,,,False,VU TV Network
3754 VC37-39,DVB-S28PSK75003/4,2,VU TV Network 2,,MPEG-4/SD,35.0,37 Urd,,,,False,VU TV Network
3754 VC37-39,DVB-S28PSK75003/4,3,VU TV Network 3,,MPEG-4/SD,40.0,41 Urd,,,,False,VU TV Network
3754 VC37-39,DVB-S28PSK75003/4,4,VU TV Network 4,,MPEG-4/SD,66.0,67 Urd,,,,False,VU TV Network
3760 HC37-39,DVB-S10031/2,,Suno FM,,1-1,,2.7,,DX Bozóth200306,https://www.lyngsat.com/providers/pk/Suno-FM.html,True,Suno FM
3760 HC37-39,DVB-S10031/2,257,Suno FM,,,,258,,,https://www.lyngsat.com/providers/pk/Suno-FM.html,True,Suno FM
3760 HC37-39,DVB-S10031/2,258,Suno FM GB,,,,259,,,,False,Suno FM
3762 VC37-39,DVB-S28PSK41003/5,1,Suno News HD,,?-?MPEG-4/HD,33.0,5.5  34 Urd,,N Ahmad 2230807,,False,Suno FM
3770 VC37-39,DVB-S28PSK77003/4,1,24 News HD,,MPEG-4/SD,257.0,258,,,,False,Suno FM
3770 VC37-39,DVB-S28PSK77003/4,2,City 42,,MPEG-4/SD,261.0,262 Urd,,,,False,Suno FM
3770 VC37-39,DVB-S28PSK77003/4,3,City 41,,MPEG-4/SD,266.0,267 Urd,,,,False,Suno FM
3770 VC37-39,DVB-S28PSK77003/4,4,Rohi TV,,MPEG-4/SD,271.0,272 Lah,,,,False,Suno FM
3770 VC37-39,DVB-S28PSK77003/4,6,City 21,,MPEG-4/SD,281.0,282,,,,False,Suno FM
3778 VC37-39,DVB-S26003/4,,AJK TV,,MPEG-2/SD,308.0,5.5 256,,DX Bozóth230317,,False,Suno FM
3783 VC37-39,DVB-S28PSK63483/5,1,Green Entertainment,,?-1MPEG-4/HD,101.0,5.5 102,,DX Bozóth230513,,False,Suno FM
3792 VC37-39,DVB-S28PSK40003/4,1,Aan TV,,MPEG-4/HD,106.0,102,,,,False,Suno FM
3792 VC37-39,DVB-S28PSK40003/4,2,Planet 6 tests,,MPEG-4/SD,36.0,37,BISS 1,,,False,Suno FM
3792 VC37-39,DVB-S28PSK40003/4,3,M-News,,MPEG-4/SD,33.0,34,,,,False,Suno FM
3792 VC37-39,DVB-S28PSK40003/4,4,M-Life,,HEVC/SD,39.0,40,BISS 1,,,False,Suno FM
3792 VC37-39,DVB-S28PSK40003/4,5,M-Sports,,HEVC/SD,42.0,43,BISS 1,,,False,Suno FM
3792 VC37-39,DVB-S28PSK40003/4,6,Me TV,,HEVC/SD,45.0,46,BISS 1,,,False,Suno FM
3799 VC37-39,DVB-S28PSK55003/4,,TeleNest,,1-1,,7.9,,DX Bozóth240218,https://www.lyngsat.com/providers/pk/TeleNest.html,True,TeleNest
3799 VC37-39,DVB-S28PSK55003/4,,TeleNest,,1-1,,7.9,,DX Bozóth240218,https://www.lyngsat.com/providers/pk/TeleNest.html,True,TeleNest
3969 VC37-39,DVB-S28PSK69443/4,,TeleNest,,,,7.9,,DX Bozóth240222,https://www.lyngsat.com/providers/pk/TeleNest.html,True,TeleNest
3969 VC37-39,DVB-S28PSK69443/4,,TeleNest,,,,7.9,,DX Bozóth240222,https://www.lyngsat.com/providers/pk/TeleNest.html,True,TeleNest
3799 VC37-39,DVB-S28PSK55003/4,15,Kohenoor News,,MPEG-4/SD,156.0,157 Urd,,,,False,TeleNest
3799 VC37-39,DVB-S28PSK55003/4,20,V Entertainment,,MPEG-4/SD,261.0,262,,,,False,TeleNest
3799 VC37-39,DVB-S28PSK55003/4,25,Filmazia Punjabi,,MPEG-4/SD,266.0,267,,,,False,TeleNest
3799 VC37-39,DVB-S28PSK55003/4,30,Filmazia Pashto,,MPEG-4/SD,271.0,272 Pus,,,,False,TeleNest
3799 VC37-39,DVB-S28PSK55003/4,35,Filmazia,,MPEG-4/SD,276.0,277,,,,False,TeleNest
3799 VC37-39,DVB-S28PSK55003/4,40,Filmazia Gaane,,MPEG-4/SD,281.0,282,,,,False,TeleNest
3799 VC37-39,DVB-S28PSK55003/4,50,Pakistan 1,,MPEG-4/SD,291.0,292,,,,False,TeleNest
3799 VC37-39,DVB-S28PSK55003/4,55,South Asia Global TV,,MPEG-4/SD,296.0,297 Eng,,,,False,TeleNest
3799 VC37-39,DVB-S28PSK55003/4,60,[Hadi TV 1 info card],,MPEG-4/SD,302.0,303,,,,False,TeleNest
3813 VC37-39,DVB-S28PSK168553/5,,Geo TV Network,,,,5.5,Conax,NOC Paksat 1R210608,https://www.lyngsat.com/providers/pk/Geo-TV-Network.html,True,Geo TV Network
3813 VC37-39,DVB-S28PSK168553/5,1050,Geo News,,MPEG-4/HD,101.0,201 Urd,,,,False,Geo TV Network
3813 VC37-39,DVB-S28PSK168553/5,1060,Geo TV,,MPEG-4/HD,102.0,202 Urd,Conax,,,False,Geo TV Network
3813 VC37-39,DVB-S28PSK168553/5,1070,Geo Kahani,,MPEG-4/HD,103.0,203,Conax,,,False,Geo TV Network
3813 VC37-39,DVB-S28PSK168553/5,1080,Geo Super,,MPEG-4/HD,104.0,204 Urd,Conax,,,False,Geo TV Network
3813 VC37-39,DVB-S28PSK168553/5,1090,Geo Tez,,MPEG-4/HD,105.0,205 Urd,,,,False,Geo TV Network
3813 VC37-39,DVB-S28PSK168553/5,1100,Geo Middle East,,MPEG-4/HD,106.0,206 Urd,Conax,,,False,Geo TV Network
3832 VC37-39,DVB-S28PSK40003/5,,Gourmet News Network,,MPEG-4/HD,33.0,5.5  34 Urd,,N Idris230126,,False,Geo TV Network
3834 HC37-39,DVB-S28PSK65003/4,16,Apna Channel,,MPEG-4/HD,33.0,34,,,,False,Geo TV Network
3834 HC37-39,DVB-S28PSK65003/4,32,8XM,,MPEG-4/HD,49.0,50,,,,False,Geo TV Network
3834 HC37-39,DVB-S28PSK65003/4,48,Abb Takk,,MPEG-4/HD,65.0,66,,,,False,Geo TV Network
3834 HC37-39,DVB-S28PSK65003/4,64,Jalwa,,MPEG-4/HD,81.0,82,,,,False,Geo TV Network
3838 VC37-39,DVB-S28PSK48003/4,,Express,,,,7.9,,DX Bozóth240130,https://www.lyngsat.com/providers/pk/Express.html,True,Express
3838 VC37-39,DVB-S28PSK48003/4,2,Express Entertainment,,MPEG-4/HD,513.0,661 Urd,,,,False,Express
3838 VC37-39,DVB-S28PSK48003/4,3,Express News,,MPEG-4/HD,514.0,671 Urd,,,,False,Express
3846 VC37-39,DVB-S28PSK66003/4,,SS Creative Solutions,,,,7.9,,DX Bozóth240130,https://www.lyngsat.com/providers/ae/SS-Creative-Solutions.html,True,SS Creative Solutions
3846 VC37-39,DVB-S28PSK66003/4,,SS Creative Solutions,,,,7.9,,DX Bozóth240130,https://www.lyngsat.com/providers/ae/SS-Creative-Solutions.html,True,SS Creative Solutions
3846 VC37-39,DVB-S28PSK66003/4,,SS Creative Solutions,,,,7.9,,DX Bozóth240130,https://www.lyngsat.com/providers/ae/SS-Creative-Solutions.html,True,SS Creative Solutions
3846 VC37-39,DVB-S28PSK66003/4,,SS Creative Solutions,,,,7.9,,DX Bozóth240130,https://www.lyngsat.com/providers/ae/SS-Creative-Solutions.html,True,SS Creative Solutions
4023 VC37-39,DVB-S28PSK48003/4,,SS Creative Solutions,,,,7.9,,DX Bozóth240218,https://www.lyngsat.com/providers/ae/SS-Creative-Solutions.html,True,SS Creative Solutions
