Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
4520 HBeam 5,DVB-S28PSK300002/3,,,,,,6.6,,Robiul240103,,False,
4552 VBeam 5,DVB-S28PSK100004/5,,,,,,,Videoguard,Robiul221121,,False,
4600 HBeam 5,DVB-S28PSK300002/3,,,,1001-1001,,6.6,,Robiul240125,,False,
4680 HBeam 5,DVB-S28PSK300002/3,,,,,,6.6,,Robiul231012,,False,
4720 HBeam 5,DVB-S28PSK300003/4,,,,,,7.9,,Robiul240126,,False,
4520 HBeam 5,DVB-S28PSK300002/3,301.0,Desh TV,,MPEG-4/SD,827.0,927 Ben,,,,False,
4520 HBeam 5,DVB-S28PSK300002/3,302.0,Mohona TV,,MPEG-4/HD,833.0,933 Ben,,,,False,
4520 HBeam 5,DVB-S28PSK300002/3,303.0,ATN News (Bangladesh),,MPEG-4/HD,308.0,723 Ben,,,,False,
4520 HBeam 5,DVB-S28PSK300002/3,304.0,Ananda TV (Bangladesh),,MPEG-2/SD,824.0,924 Ben,,,,False,
4520 HBeam 5,DVB-S28PSK300002/3,306.0,Nagorik TV,,MPEG-4/HD,808.0,708 Ben,Cryptoguard 1,,,False,
4520 HBeam 5,DVB-S28PSK300002/3,307.0,Ekushey TV,,MPEG-2/SD,828.0,928 Ben,,,,False,
4520 HBeam 5,DVB-S28PSK300002/3,310.0,Jamuna TV,,MPEG-2/SD,831.0,731 Ben,,,,False,
4520 HBeam 5,DVB-S28PSK300002/3,311.0,My TV (Bangladesh),,MPEG-4/HD,834.0,734 Ben,,,,False,
4525 VBeam 5,DVB-S28PSK24006/7,,Bangladesh Betar,,,,,,Robiul220808,https://www.lyngsat.com/providers/bd/Bangladesh-Betar.html,True,Bangladesh Betar
4525 VBeam 5,DVB-S28PSK24006/7,1000.0,Bangladesh Betar Home,,,,101 Ben,,,,False,Bangladesh Betar
4680 HBeam 5,DVB-S28PSK300002/3,1000.0,Bangladesh Betar Home,,,,101 Ben,,,,False,Bangladesh Betar
4525 VBeam 5,DVB-S28PSK24006/7,2000.0,Bangladesh Betar External,,,,201 Ben,,,,False,Bangladesh Betar
4680 HBeam 5,DVB-S28PSK300002/3,2000.0,Bangladesh Betar External,,,,201 Ben,,,,False,Bangladesh Betar
4525 VBeam 5,DVB-S28PSK24006/7,3000.0,Bangladesh Betar Traffic,,,,301 Ben,,,,False,Bangladesh Betar
4680 HBeam 5,DVB-S28PSK300002/3,3000.0,Bangladesh Betar Traffic,,,,301 Ben,,,,False,Bangladesh Betar
4525 VBeam 5,DVB-S28PSK24006/7,4000.0,Bangladesh Betar Commercial,,,,401 Ben,,,,False,Bangladesh Betar
4680 HBeam 5,DVB-S28PSK300002/3,4000.0,Bangladesh Betar Commercial,,,,401 Ben,,,,False,Bangladesh Betar
4533 VBeam 5,DVB-S28PSK80002/3,1001.0,[test card],,?-?MPEG-4/HD,1004.0,6.61005,,Robiul240125,,False,Bangladesh Betar
4545 HBeam 5,DVB-S28PSK41602/3,1.0,Independent TV,,2-1MPEG-4/SD,200.0,6.6 201 Ben,,N MorshedMahbubulmaksud190918,,False,Bangladesh Betar
4550 HBeam 5,DVB-S28PSK41582/3,210.0,Duronto TV,,?-?MPEG-4/HD,518.0,6.6 718 Ben,BISS,Mahbubulmaksud190919,,False,Bangladesh Betar
4552 VBeam 5,DVB-S28PSK100004/5,1890.0,Star Plus India,,MPEG-4/SD,450.0,451 Hin,Videoguard,,,False,Bangladesh Betar
4552 VBeam 5,DVB-S28PSK100004/5,1891.0,Star Gold India,,MPEG-4/SD,452.0,453 Hin,Videoguard,,,False,Bangladesh Betar
4552 VBeam 5,DVB-S28PSK100004/5,1892.0,Star Bharat India,,MPEG-4/SD,454.0,455 Hin,Videoguard,,,False,Bangladesh Betar
4552 VBeam 5,DVB-S28PSK100004/5,1893.0,Star Jalsha,,MPEG-4/SD,456.0,457 Ben,Videoguard,,,False,Bangladesh Betar
4552 VBeam 5,DVB-S28PSK100004/5,1894.0,Jalsha Movies,,MPEG-4/SD,458.0,459 Ben,Videoguard,,,False,Bangladesh Betar
4552 VBeam 5,DVB-S28PSK100004/5,1895.0,National Geographic India,,MPEG-4/SD,460.0,461 Ben,Videoguard,,,False,Bangladesh Betar
4552 VBeam 5,DVB-S28PSK100004/5,1896.0,National Geographic Wild India,,MPEG-4/SD,462.0,463 Eng,Videoguard,,,False,Bangladesh Betar
4552 VBeam 5,DVB-S28PSK100004/5,1897.0,Star Life India,,MPEG-4/SD,464.0,465 Ben,Videoguard,,,False,Bangladesh Betar
4555 HBeam 5,DVB-S28PSK48002/3,1.0,Maasranga TV,,1-1MPEG-4/HD,33.0,6.6  34 Ben,,Mahbubulmaksud210522,,False,Bangladesh Betar
4561 HBeam 5,DVB-S28PSK48002/3,1.0,Somoy News TV,,?-?MPEG-4/HD,512.0,6.64112 Ben,,Mahbubulmaksud210522,,False,Bangladesh Betar
4567 HBeam 5,DVB-S28PSK47852/3,1.0,Channel 9,,?-?MPEG-4/HD,101.0,6.6 256 Ben,,Mahbubulmaksud191016,,False,Bangladesh Betar
4575 HBeam 5,DVB-S28PSK48002/3,1.0,Deepto TV,,?-?MPEG-4/HD,817.0,6.6 917 Ben,,Mahbubulmaksud200313,,False,Bangladesh Betar
4600 HBeam 5,DVB-S28PSK300002/3,101.0,ATN Bangla,,MPEG-4/HD,308.0,701 Ben,,,,False,Bangladesh Betar
4600 HBeam 5,DVB-S28PSK300002/3,102.0,Bangla TV (Bangladesh),,MPEG-4/HD,802.0,902 Ben,,,,False,Bangladesh Betar
4600 HBeam 5,DVB-S28PSK300002/3,103.0,Bangla Vision,,MPEG-4/HD,803.0,703 Ben,,,,False,Bangladesh Betar
4600 HBeam 5,DVB-S28PSK300002/3,104.0,Channel I (Bangladesh),,MPEG-4/HD,804.0,704 Ben,,,,False,Bangladesh Betar
4600 HBeam 5,DVB-S28PSK300002/3,105.0,Ekattor TV,,MPEG-4/HD,805.0,705 Ben,,,,False,Bangladesh Betar
4600 HBeam 5,DVB-S28PSK300002/3,106.0,Gaan Bangla,,MPEG-4/HD,806.0,706 Ben,,,,False,Bangladesh Betar
4600 HBeam 5,DVB-S28PSK300002/3,107.0,NTV (Bangladesh),,MPEG-2/SD,807.0,707 Ben,,,,False,Bangladesh Betar
4600 HBeam 5,DVB-S28PSK300002/3,108.0,DBC News,,MPEG-4/HD,826.0,926 Ben,,,,False,Bangladesh Betar
4600 HBeam 5,DVB-S28PSK300002/3,109.0,News 24 (Bangladesh),,MPEG-4/HD,809.0,709 Ben,,,,False,Bangladesh Betar
4625 HBeam 5,DVB-S28PSK48002/3,11.0,Gazi TV,,1-1MPEG-4/HD,201.0,6.6 301 Ben Ben,ABV,Robiul230618,,False,Bangladesh Betar
4646 VBeam 5,DVB-S28PSK48002/3,11.0,Gazi TV,,?-?MPEG-4/HD,201.0,6.6 301 Ben,ABV,Robiul230809,,False,Bangladesh Betar
4660 VBeam 5,DVB-S28PSK175004/5,,Bangladesh TV,,,,,,Robiul230408,https://www.lyngsat.com/providers/bd/Bangladesh-TV.html,True,Bangladesh TV
4660 VBeam 5,DVB-S28PSK175004/5,,Bangladesh TV,,,,,,Robiul230408,https://www.lyngsat.com/providers/bd/Bangladesh-TV.html,True,Bangladesh TV
11725 VBeam 1,DVB-S2QPSK175003/4,,Bangladesh TV,,,,4.0,,Robiul240126,https://www.lyngsat.com/providers/bd/Bangladesh-TV.html,True,Bangladesh TV
11725 VBeam 1,DVB-S2QPSK175003/4,,Bangladesh TV,,,,4.0,,Robiul240126,https://www.lyngsat.com/providers/bd/Bangladesh-TV.html,True,Bangladesh TV
4660 VBeam 5,DVB-S28PSK175004/5,201.0,BTV Chattogram,,MPEG-4/SD,501.0,502 Ben,,,,False,Bangladesh TV
4720 HBeam 5,DVB-S28PSK300003/4,201.0,BTV Chattogram,,MPEG-2/SD,512.0,4112 Ben,,,,False,Bangladesh TV
11725 VBeam 1,DVB-S2QPSK175003/4,201.0,BTV Chattogram,,MPEG-4/SD,512.0,4112 Ben,,,,False,Bangladesh TV
4660 VBeam 5,DVB-S28PSK175004/5,204.0,BTV National,,MPEG-4/HD,308.0,202 Ben,,,,False,Bangladesh TV
4720 HBeam 5,DVB-S28PSK300003/4,204.0,BTV National,,MPEG-4/HD,812.0,712 Ben,,,,False,Bangladesh TV
11725 VBeam 1,DVB-S2QPSK175003/4,204.0,BTV National,,MPEG-4/HD,308.0,202 Ben,,,,False,Bangladesh TV
4660 VBeam 5,DVB-S28PSK175004/5,205.0,BTV World,,MPEG-4/SD,301.0,302 Ben,,,,False,Bangladesh TV
4720 HBeam 5,DVB-S28PSK300003/4,205.0,BTV World,,MPEG-2/SD,301.0,302 Ben,,,,False,Bangladesh TV
11725 VBeam 1,DVB-S2QPSK175003/4,205.0,BTV World,,MPEG-2/SD,301.0,302 Ben,,,,False,Bangladesh TV
