Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
11559 HSouth America0,DVB-S28PSK300002/3,,INTV,,,,6.6,ConaxIrdeto,C de Berazategui231110,,False,
11559 HSouth America0,DVB-S28PSK300002/3,105.0,Fox Sports 2 Argentina,,MPEG-4/HD,4938.0,4939 Spa,,,,False,
11599 HSouth America0,DVB-S230000,,INTV,,,,,Conax,C de Berazategui240303,,False,
11599 HSouth America0,DVB-S230000,565.0,UCL,,MPEG-4/SD,5530.0,5531 Spa,,,,False,
11639 HSouth America0,DVB-S28PSK300002/3,,INTV,,,,6.6,ConaxIrdeto,Edinho fta231001,,False,
11639 HSouth America0,DVB-S28PSK300002/3,2.0,Somos,,MPEG-4/SD,4689.0,4690 Spa,,,,False,
11639 HSouth America0,DVB-S28PSK300002/3,952.0,Radio Nacional Argentina,,,,1024,,,,False,
11639 HSouth America0,DVB-S28PSK300002/3,954.0,Cadena 3,,,,1025,,,,False,
11679 HSouth America0,DVB-S28PSK300002/3,,INTV,,,,6.6,ConaxIrdeto,O Ponce240104,,False,
11679 HSouth America0,DVB-S28PSK300002/3,50.0,INTV promo,,MPEG-4/HD,256.0,257 Spa,,,,False,
11679 HSouth America0,DVB-S28PSK300002/3,950.0,Mitre,,,,1026 Spa,,,,False,
11679 HSouth America0,DVB-S28PSK300002/3,951.0,La 100,,,,1027 Spa,,,,False,
11679 VSouth America0,DVB-S28PSK300001/2,,INTV,,,,,Conax,C de Berazategui230916,,False,
11738 VSouth America,DVB-S27200,,(feeds),,,,,,C de Berazategui211030,,False,
11746 VSouth America,DVB-S23710,,(feeds),,,,,,C de Berazategui211030,,False,
11750 VSouth America,DVB-S23710,,(feeds),,,,,,C de Berazategui211030,,False,
