Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
10956 Htp 123Wide,DVB-S28PSK48003/4,,(feeds),,,,,,Roli211230,,False,
10962 Htp 123Wide,DVB-S248003/4,,(feeds),,,,,,Roli211205,,False,
10968 Htp 123Wide,DVB-S248003/4,,(feeds),,,,,,Stanley_cassidy180519,,False,
10974 Htp 123Wide,DVB-S248003/4,,(feeds),,,,,,Stanley_cassidy180519,,False,
10985 Htp 123Wide,DVB-S28PSK25003/4,,(feeds),,,,,,Roli240329,,False,
10988 Htp 123Wide,DVB-S28PSK25003/4,,(feeds),,,,,,Roli240217,,False,
10999 Htp 125Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Jamie A240106,,False,
11008 Htp 125Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240105,,False,
11017 Htp 125Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240105,,False,
11022 Vtp 126Wide,DVB-S28PSK88882/3,,(feeds),,,,,,Roli211009,,False,
11028 Htp 125Wide,DVB-S28PSK48003/4,,(feeds),,,,,,Roli230924,,False,
11040 Htp 127Wide,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220402,,False,
11047 Vtp 126Wide,DVB-S28PSK75003/4,,(feeds),,,,,,Roli210703,,False,
11049 Htp 127Wide,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220402,,False,
11059 Htp 127Wide,DVB-S2QPSK72003/4,,(feeds),,,,,,Roli240119,,False,
11068 Htp 127Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240104,,False,
11083 Htp 129Wide,DVB-S28PSK75003/4,,(feeds),,,,,,Roli230317,,False,
11088 Vtp 128Wide,DVB-S28PSK75005/6,,(feeds),,,,,,Roli211210,,False,
11091 Htp 129Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Roli220905,,False,
11098 Htp 129Wide,DVB-S231663/4,,(feeds),,,,,,Roli220909,,False,
11100 Vtp 130Wide,DVB-S28PSK31662/3,,(feeds),,,,,,Roli230114,,False,
11103 Htp 129Wide,DVB-S28PSK31663/4,,(feeds),,,,,,Roli220919,,False,
11105 Vtp 130Wide,DVB-S28PSK36005/6,,(feeds),,,,,,Roli230501,,False,
11107 Htp 129Wide,DVB-S231663/4,,(feeds),,,,,,Roli220909,,False,
11111 Htp 129Wide,DVB-S231663/4,,(feeds),,,,,,Roli220909,,False,
11120 Vtp 130Wide,DVB-S33333/4,,(feeds),,,,,,Roli210514,,False,
11122 Htp 131Wide,DVB-S28PSK48003/4,,(feeds),,,,,,Roli230402,,False,
11128 Htp 131Wide,DVB-S28PSK44443/4,,(feeds),,,,,,Roli231015,,False,
11129 Vtp 130Wide,DVB-S28PSK96003/4,,(feeds),,,,,,Roli211127,,False,
11141 Htp 131Wide,DVB-S248003/4,,(feeds),,,,,,Roli230325,,False,
11148 Vtp 132Wide,DVB-S237503/4,,(feeds),,,,,,Stanley_cassidy191102,,False,
11149 Htp 131Wide,DVB-S296003/4,,(feeds),,,,,,Stanley_cassidy220122,,False,
