Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
3706 HGlobal,DVB-S2QPSK75002/3,1,UNTV,,4-4248MPEG-4/SD,36.0,3.1  35 Tgl,,C Sutton240329,,False,
3706 HGlobal,DVB-S2QPSK75002/3,2,Radio La Verdad,,,,101 Tgl,,,,False,
3706 HGlobal,DVB-S2QPSK75002/3,3,Wish 107.5,,,,201 Tgl,,,,False,
3714 HGlobal,DVB-S42871/2,1,Ang Dating Daan,,0-1MPEG-2/SD,55.0,2.7  56 Tgl,Viewcrypt,C Sutton240328,,False,
3734 Vtp 1CGlobal,DVB-S2QPSK3255,,(feeds),,,,,,C Sutton221128,,False,
3864 VGlobal,DVB-S28PSK44442/3,,RTM Sabah,,,,6.6,,Albert I240127,https://www.lyngsat.com/providers/my/RTM-Sabah.html,True,RTM Sabah
3864 VGlobal,DVB-S28PSK44442/3,1,(RTM Sabah feeds),,,101.0,102,,,,False,RTM Sabah
3864 VGlobal,DVB-S28PSK44442/3,302,[RTM Sabah test card],,MPEG-2/SD,200.0,201,,,,False,RTM Sabah
3864 VGlobal,DVB-S28PSK44442/3,302,Sabah FM,,,,201 May,,,,False,RTM Sabah
3864 VGlobal,DVB-S28PSK44442/3,502,Sabah FM,,,,401 May,,,,False,RTM Sabah
3880 VGlobal,DVB-S28PSK124002/3,1013,Sabah FM,,,,1302 May,,,,False,RTM Sabah
3864 VGlobal,DVB-S28PSK44442/3,402,Sabah V FM,,,,301 May,,,,False,RTM Sabah
3880 VGlobal,DVB-S28PSK124002/3,1011,Sabah V FM,,,,1102 May,,,,False,RTM Sabah
3880 VGlobal,DVB-S28PSK124002/3,1014,Sabah V FM,,,,1402 May,,,,False,RTM Sabah
11062 Vtp A3Malaysia0,DVB-S300007/8,155,Sabah V FM,,,,191,,,,False,RTM Sabah
3870 VGlobal,DVB-S28PSK44442/3,,RTM Sarawak,,,,6.6,,Albert I240127,https://www.lyngsat.com/providers/my/RTM-Sarawak.html,True,RTM Sarawak
3870 VGlobal,DVB-S28PSK44442/3,1001,(RTM Sarawak feeds),,,100.0,101,,,,False,RTM Sarawak
3870 VGlobal,DVB-S28PSK44442/3,1002,[RTM Sarawak test card],,MPEG-2/SD,401.0,402,,,,False,RTM Sarawak
3870 VGlobal,DVB-S28PSK44442/3,1002,Sarawak FM,,,,402 May,,,,False,RTM Sarawak
3880 VGlobal,DVB-S28PSK124002/3,1015,Sarawak FM,,,,1502 May,,,,False,RTM Sarawak
3870 VGlobal,DVB-S28PSK44442/3,1003,Wai FM,,,,502 May,,,,False,RTM Sarawak
3880 VGlobal,DVB-S28PSK124002/3,1005,Wai FM,,,,502 May,,,,False,RTM Sarawak
3880 VGlobal,DVB-S28PSK124002/3,1012,Wai FM,,,,.202 May,,,,False,RTM Sarawak
3880 VGlobal,DVB-S28PSK124002/3,1016,Wai FM,,,,1602 May,,,,False,RTM Sarawak
