Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
10925 Vtp 13Russia0,DVB-S2ACM34288,,@ KiteNet,,,,,,N Stanislav210529,,False,
10962 Vtp 1Southern,DVB-S259265/6,,TPA,,,,,,Emil McAlister230124,https://www.lyngsat.com/providers/ao/TPA.html,True,TPA
10962 Vtp 1Southern,DVB-S259265/6,1.0,TPA 1,,,308.0,257 Por,,,,False,TPA
10962 Vtp 1Southern,DVB-S259265/6,2.0,TPA 2,,,309.0,261 Por,,,,False,TPA
10984 Vtp 1Southern,DVB-S28PSK91005/6,,Telemedia,,,,9.4,,Emil McAlister230124,https://www.lyngsat.com/providers/za/Telemedia.html,True,Telemedia
10984 Vtp 1Southern,DVB-S28PSK91005/6,,Gallop TV 2,,,101.0,102 Eng,,,,False,Telemedia
10984 Vtp 1Southern,DVB-S28PSK91005/6,,Gallop TV,,,3004.0,3003 Eng,,,,False,Telemedia
10984 Vtp 1Southern,DVB-S28PSK91005/6,13.0,Biafra TV,,MPEG-2/SD,256.0,257 Eng,,,,False,Telemedia
10984 Vtp 1Southern,DVB-S28PSK91005/6,,Biafra Human Rights & Freedom Radio,,,,482 Eng,,,,False,Telemedia
10984 Vtp 1Southern,DVB-S28PSK91005/6,14.0,Radio Biafra,,,,192 Eng,,,,False,Telemedia
11056 Htp 2AEurope,DVB-S2QPSK100003/4,,Gazprom Space Systems,,1-9,,4.0,,N Stanislav240208,https://www.lyngsat.com/providers/ru/Gazprom-Space-Systems.html,True,Gazprom Space Systems
11056 Htp 2AEurope,DVB-S2QPSK100003/4,,Gazprom Space Systems,,1-9,,4.0,,N Stanislav240208,https://www.lyngsat.com/providers/ru/Gazprom-Space-Systems.html,True,Gazprom Space Systems
11056 Htp 2AEurope,DVB-S2QPSK100003/4,,Gazprom Space Systems,,1-9,,4.0,,N Stanislav240208,https://www.lyngsat.com/providers/ru/Gazprom-Space-Systems.html,True,Gazprom Space Systems
