Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
3890 Vtp 5BNCBrazil C0,DVB-S40005/6,1.0,TV Tapajós,,?-?MPEG-2/SD,256.0,6.5 768 Por,,C de Berazategui221201,,False,
3890 Vtp 5BNCBrazil C0,DVB-S40005/6,2.0,94 FM (Santarém),,,,769 Por,,,,False,
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,TV Mirante,,,,7.9,,Edinho fta210814,https://www.lyngsat.com/providers/br/TV-Mirante.html,True,TV Mirante
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,TV Mirante Imperatriz,,MPEG-4/1seg,101.0,102 Por,,,,False,TV Mirante
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,TV Mirante Imperatriz,,MPEG-4/HD,1001.0,1002 Por,,,,False,TV Mirante
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,TV Educação MA,,MPEG-4/HD,265.0,272 Por,,,,False,TV Mirante
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,TV Mirante Cocais,,MPEG-4/HD,273.0,274 Por,,,,False,TV Mirante
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,Mirante FM,,,,1010 Por,,,,False,TV Mirante
3918 Htp 6ANCBrazil C0,DVB-S28PSK82323/4,,,,,,7.9,,Edinho fta220312,,False,TV Mirante
3918 Htp 6ANCBrazil C0,DVB-S28PSK82323/4,,Rede Clube,,MPEG-4/1seg,101.0,102 Por,,,,False,TV Mirante
3918 Htp 6ANCBrazil C0,DVB-S28PSK82323/4,,Rede Clube,,MPEG-4/HD,273.0,274 Por,,,,False,TV Mirante
3918 Htp 6ANCBrazil C0,DVB-S28PSK82323/4,,Canal Educação Piauí,,MPEG-4/HD,301.0,302 Por,,,,False,TV Mirante
3918 Htp 6ANCBrazil C0,DVB-S28PSK82323/4,,TV Alvorada,,MPEG-4/HD,1001.0,1002 Por,,,,False,TV Mirante
3925 Htp 6ANCBrazil C0,DVB-S28PSK46655/6,,TV Encontro das Águas,,,,9.4,,Edinho fta220312,https://www.lyngsat.com/providers/br/TV-Encontro-das-Aguas.html,True,TV Encontro das Águas
3925 Htp 6ANCBrazil C0,DVB-S28PSK46655/6,,TV Encontro das Águas,,MPEG-4/1seg,101.0,102 Por,,,https://www.lyngsat.com/providers/br/TV-Encontro-das-Aguas.html,True,TV Encontro das Águas
3925 Htp 6ANCBrazil C0,DVB-S28PSK46655/6,,TV Encontro das Águas,,MPEG-4/HD,1001.0,1002 Por,,,https://www.lyngsat.com/providers/br/TV-Encontro-das-Aguas.html,True,TV Encontro das Águas
3925 Htp 6ANCBrazil C0,DVB-S28PSK46655/6,,TV Encontro das Águas 2.2,,MPEG-4/HD,2001.0,2002 Por,,,,False,TV Encontro das Águas
3925 Htp 6ANCBrazil C0,DVB-S28PSK46655/6,,TV Encontro das Águas 2.3,,MPEG-4/HD,3001.0,3002 Por,,,,False,TV Encontro das Águas
3925 Htp 6ANCBrazil C0,DVB-S28PSK46655/6,,TV Encontro das Águas 2.4,,MPEG-4/HD,4001.0,4002 Por,,,,False,TV Encontro das Águas
3925 Htp 6ANCBrazil C0,DVB-S28PSK46655/6,,Rádio Encontro das Águas,,,,1003 Por,,,,False,TV Encontro das Águas
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,,Rede Massa,,,,7.9,BISS,C de Berazategui230225,https://www.lyngsat.com/providers/br/Rede-Massa.html,True,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,1.0,TV Iguaçu,,MPEG-4/HD,110.0,120 Por,BISS,,,False,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,2.0,TV Iguaçu,,MPEG-4/1seg,160.0,161 Por,BISS,,,False,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,3.0,TV Cidade Londrina,,MPEG-4/HD,210.0,220 Por,BISS,,,False,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,4.0,TV Cidade Londrina,,MPEG-4/1seg,260.0,261 Por,BISS,,,False,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,5.0,TV Tibagi,,MPEG-4/HD,310.0,320 Por,BISS,,,False,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,6.0,TV Tibagi,,MPEG-4/1seg,360.0,361 Por,BISS,,,False,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,7.0,TV Naipi,,MPEG-4/HD,410.0,4.0 Por,BISS,,,False,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,8.0,TV Naipi,,MPEG-4/1seg,460.0,461 Por,BISS,,,False,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,9.0,TV Guará,,MPEG-4/HD,510.0,520 Por,BISS,,,False,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,10.0,TV Guará,,MPEG-4/1seg,560.0,561 Por,BISS,,,False,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,11.0,Massa FM,,,,32 Por,,,,False,Rede Massa
3966 Htp 7ANCBrazil C0,DVB-S28PSK142353/4,12.0,Massa FM Curitiba,,,,33 Por,,,,False,Rede Massa
3966 Vtp 7BNCBrazil C,DVB-S25000,,(feeds),,,,,,C de Berazategui230408,,False,Rede Massa
3974 Vtp 7BNCBrazil C,DVB-S28PSK8570,,(feeds),,,,,,C de Berazategui230202,,False,Rede Massa
3984 Htp 8ANCBrazil C0,DVB-S28PSK50003/4,,TV Cultura do Pará,,,,7.9,,C de Berazategui221201,https://www.lyngsat.com/providers/br/TV-Cultura-do-Para.html,True,TV Cultura do Pará
3984 Htp 8ANCBrazil C0,DVB-S28PSK50003/4,38464.0,TV Cultura do Pará,,MPEG-4/HD,1001.0,1002 Por,,,https://www.lyngsat.com/providers/br/TV-Cultura-do-Para.html,True,TV Cultura do Pará
3984 Htp 8ANCBrazil C0,DVB-S28PSK50003/4,38488.0,TV Cultura do Pará,,MPEG-4/1seg,101.0,102 Por,,,https://www.lyngsat.com/providers/br/TV-Cultura-do-Para.html,True,TV Cultura do Pará
4020 Vtp 8BNCBrazil C0,DVB-S216APSK342804/5,,Canais Globo,,,,,PowerVu,Edinho fta220312,,False,TV Cultura do Pará
4100 Vtp 10BNCBrazil C0,DVB-S216APSK342804/5,,Canais Globo,,,,,PowerVu,Edinho fta220313,,False,TV Cultura do Pará
4045 Vtp 9BNCBrazil C0,DVB-S28PSK50003/4,,TV Assembléia Piauí,,,,7.9,,Wilkherdasilva200205,https://www.lyngsat.com/providers/br/TV-Assembleia-Piaui.html,True,TV Assembléia Piauí
4045 Vtp 9BNCBrazil C0,DVB-S28PSK50003/4,,TV Assembléia Piauí,,MPEG-4/HD,273.0,274 Por,,,https://www.lyngsat.com/providers/br/TV-Assembleia-Piaui.html,True,TV Assembléia Piauí
4045 Vtp 9BNCBrazil C0,DVB-S28PSK50003/4,,TV Assembléia Piauí,,MPEG-4/1seg,529.0,530 Por,,,https://www.lyngsat.com/providers/br/TV-Assembleia-Piaui.html,True,TV Assembléia Piauí
4077 Vtp 9BNCBrazil C0,DVB-S8003/4,,Rádio Imaculada Conceição,,,,5.5  44 Por,,Wilkherdasilva191209,,False,TV Assembléia Piauí
