Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
3915 VC,DVB-S2QPSK48003/4,,(feeds),,,,,,C Sutton231124,,False,
12276 Htp 2Ku,DVB-S232APSK70823/4,,(TV Asahi feeds),,,,,,T Kameda170718,,False,
12293 Htp 2Ku,DVB-S232APSK70823/4,,(TV Asahi feeds),,,,,,T Kameda170718,,False,
12302 Htp 2Ku,DVB-S232APSK70823/4,,(TV Asahi feeds),,,,,,T Kameda170718,,False,
12310 Htp 2Ku,DVB-S28PSK35163/4,,(feeds),,,,,,T Kameda161003,,False,
12356 Htp 4Ku,DVB-S232APSK70823/4,,(TV Asahi feeds),,,,,,T Kameda170718,,False,
12364 Htp 4Ku,DVB-S2QPSK80582/3,200.0,TV Asahi,,?-?HEVC/HD,513.0,3.11296 Jpn,,T Kameda200714,,False,
12367 Vtp 3Ku,DVB-S2QPSK,2.0,Sound of Hope,,,,3001 Chi,,,,False,
12367 Vtp 3Ku,DVB-S2QPSK,2200.0,NTD TV China,,?-?MPEG-4/SD,2202.0,4.02203 Chi,,T Kameda211225,,False,
12373 Htp 4Ku,DVB-S232APSK70823/4,,(TV Asahi feeds),,,,,,T Kameda170718,,False,
12403 Htp 6Ku,DVB-S216APSK122223/4,1.0,Cable 4K,,?-?HEVC/UHD,768.0,257 Jpn,,T Kameda170717,,False,
12436 Htp 6Ku,DVB-S30963/4,2.0,[JCSAT 2B test card],,?-?MPEG-2/SD,32.0,5.5  33,,T Kameda161003,,False,
12496 Htp 8Ku,DVB-S48213/4,10.0,Shinnyo-en (09-17),,?-?MPEG-4/HD,258.0,5.5 259 Jpn,,T Kameda170720,,False,
12505 Htp 8Ku,DVB-S28PSK28562/3,42.0,Worldmate,,1-1MPEG-4/HD,200.0,6.61010,BISS,T Kameda170717,,False,
12696 Htp 16Ku,DVB-S2QPSK100001/2,,AOL Internet,,,,1.0,,T Kameda180904,,False,
12729 Vtp 15Ku,DVB-S30963/4,2.0,[JCSAT 2B test card],,?-?MPEG-2/SD,32.0,5.5  33,,T Kameda161003,,False,
