Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,,,,,,1.0,,DX Bozóth230811,,False,
3819 Vtp 3CAfrica & Europe,,,,,,,,,N Stanislav240201,,False,
3823 Vtp 3CAfrica & Europe,,,,,,,,,DX Bozóth240119,,False,
3827 Htp 15CAfrica & Europe,,,,,,,,,N Stanislav240205,,False,
3940 Htp 18CAfrica & Europe,,,,,,,,,N Stanislav240205,,False,
3945 Vtp 6CAfrica & Europe,,,,,,,,,N Stanislav240205,,False,
3995 Vtp 8CAfrica & Europe,,,,,,,,,N Stanislav240205,,False,
11104 Vtp 8KCentral Asia,,,,,,,,,N Stanislav240117,,False,
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,257.0,Wailing Women Worldwide TV,,,257.0,258 Eng,,,,False,
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,531.0,MFM TV,,,532.0,533 Eng,,,,False,
4148 Vtp 11CAfrica & Europe,DVB-S28PSK24003/5,1.0,MFM TV,,?-?MPEG-4/HD,33.0,5.5  34 Eng,,N Stanislav240205,,False,
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,513.0,Zodiak Radio,,,,51. Eng,,,,False,
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,514.0,Capital FM (Malawi),,,,521 Eng,,,,False,
3817 Htp 4CAfrica & Europe,DVB-S2QPSK33331/2,517.0,Nyami Nyami FM,,,,525 Eng,,,,False,
3827 Vtp 3CAfrica & Europe,DVB-S2QPSK14004/5,1.0,Kameme TV,,?-?MPEG-4/SD,258.0,4.7 257 Eng,,N Stanislav240205,,False,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,,Kenyan mux,,,,7.9,,DX Bozóth230719,,False,
4138 Vtp 11CAfrica & Europe,DVB-S2QPSK13045/6,,Kenyan mux,,,,5.2,,Zelda220716,,False,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,11.0,Lulu FM,,,,400,,,,False,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,12.0,Trace FM Kenya,,,,401 Eng,,,,False,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,13.0,Sidai FM,,,,402,,,,False,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,14.0,Soundcity Radio 88.5 Nairobi,,,,403 Eng,,,,False,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,15.0,Sang'u FM,,,,52,,,,False,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,16.0,Getu FM,,,,54 Som,,,,False,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,17.0,Inka FM,,,,56,,,,False,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,18.0,Gichichio FM,,,,58,,,,False,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,19.0,Kayu FM,,,,60 Eng,,,,False,
3834 Htp 16CAfrica & Europe,DVB-S28PSK15853/4,20.0,Mwangaza wa Neno FM,,,,62,,,,False,
4117 Vtp 11CAfrica & Europe,DVB-S28PSK11663/4,512.0,Mwangaza wa Neno FM,,,,513,,,,False,
3836 Htp 16CAfrica & Europe,DVB-S28PSK12503/4,1003.0,Thunder TV,,?-?MPEG-4/SD,34.0,7.9  35 Eng,,N Stanislav240205,,False,
3838 Htp 16CAfrica & Europe,DVB-S28PSK12502/3,257.0,Christ Mandate TV,,?-?MPEG-4/SD,257.0,6.6 258 Eng,,N Stanislav240205,,False,
3840 Htp 16CAfrica & Europe,DVB-S28PSK15003/4,101.0,Rapid TV,,?-?MPEG-4/SD,33.0,7.9  34 Eng,,N Stanislav230604,,False,
3842 Htp 16CAfrica & Europe,DVB-S28PSK15822/3,1.0,Salt TV,,?-?MPEG-2/SD,308.0,6.6 256 Eng,,DX Bozóth220827,,False,
3842 Htp 16CAfrica & Europe,DVB-S28PSK15822/3,2.0,Salt FM,,,,257 Eng,,,,False,
3863 Htp 16CAfrica & Europe,DVB-S28PSK23803/5,1.0,AfroSport TV,,?-?MPEG-4/HD,257.0,5.5 258 Eng,,N Stanislav240205,,False,
3866 Htp 16CAfrica & Europe,DVB-S2QPSK25005/6,1.0,News Central TV,,?-?MPEG-4/SD,273.0,5.2 274 Eng,,N Stanislav220626,,False,
3869 Htp 16CAfrica & Europe,DVB-S2QPSK12503/5,100.0,Joy Gospel TV,,?-?MPEG-4/SD,257.0,2.2 258 Eng,,N Stanislav240205,,False,
3874 Htp 17CAfrica & Europe,DVB-S28PSK12503/5,1.0,Jehova Jire TV,,?-?,256.0,5.5 257 Eng,,N Stanislav230604,,False,
3915 Vtp 6CAfrica & Europe,DVB-S272003/4,,(feeds),,,,,,DX Bozóth230312,,False,
3944 Htp 18CAfrica & Europe,DVB-S22223/4,,(feeds),,,,,,DX Bozóth221114,,False,
3955 Vtp 7CAfrica & Europe,DVB-S28PSK37503/4,,(feeds),,,,,,DX Bozóth221124,,False,
10958 Htp 1KCentral Asia,DVB-S28PSK33335/6,,(feeds),,,,,,N Stanislav230826,,False,
10960 Vtp 2KCentral Asia,DVB-S28PSK75005/6,,(feeds),,,,,,Roli231203,,False,
10998 Vtp 4KEurope,DVB-S28PSK29625/6,,(feeds),,,,,,Roli200301,,False,
11007 Vtp 4KEurope,DVB-S28PSK100005/6,,(feeds),,,,,,Roli191204,,False,
11017 Htp 3KEurope,DVB-S28PSK58323/4,,(feeds),,,,,,Stanley_cassidyRoli240317,,False,
11024 Htp 3KEurope,DVB-S2QPSK58323/4,,(feeds),,,,,,Stanley_cassidyRoli240317,,False,
11030 Htp 3KEurope,DVB-S251853/4,,(feeds),,,,,,Stanley_cassidy240317,,False,
11037 Vtp 6KCentral Asia,DVB-S225005/6,,(feeds),,,,,,Stanley_cassidy211014,,False,
11042 Htp 5KEurope,DVB-S28PSK33335/6,,(feeds),,,,,,Roli180826,,False,
11042 Vtp 6KCentral Asia,DVB-S28PSK25005/6,,(feeds),,,,,,Roli220715,,False,
11046 Htp 5KEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Jamie A180622,,False,
11048 Vtp 6KCentral Asia,DVB-S28PSK24805/6,,(feeds),,,,,,Roli220715,,False,
11049 Htp 5KEurope,DVB-S28PSK33335/6,,(feeds),,,,,,Roli180418,,False,
11058 Htp 5KEurope,DVB-S28PSK75005/6,,(feeds),,,,,,Roli240119,,False,
11060 Vtp 6KCentral Asia,DVB-S28PSK50005/6,,(feeds),,,,,,N Stanislav220514,,False,
11071 Htp 5KEurope,DVB-S28PSK33333/4,,(feeds),,,,,,Roli240305,,False,
11071 Vtp 6KCentral Asia,DVB-S28PSK33305/6,,(feeds),,,,,,Roli220612,,False,
