Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
11046 Htp B5MENA Ku51,DVB-S28PSK275002/3,,Aljazeera,,224-1010,,6.6,,K Berkes201019,https://www.lyngsat.com/providers/qa/Aljazeera.html,True,Aljazeera
11604 Htp D7MENA Ku51,DVB-S275003/4,,Aljazeera,,224-1050,,5.5,,DX Bozóth231109,https://www.lyngsat.com/providers/qa/Aljazeera.html,True,Aljazeera
11046 Htp B5MENA Ku51,DVB-S28PSK275002/3,10101.0,Aljazeera Channel,,MPEG-4/HD,601.0,810 Ara,,,,False,Aljazeera
11604 Htp D7MENA Ku51,DVB-S275003/4,10501.0,Aljazeera Channel,,MPEG-2/SD,512.0,650 Ara,,,,False,Aljazeera
11046 Htp B5MENA Ku51,DVB-S28PSK275002/3,10102.0,Aljazeera Mubasher,,MPEG-4/HD,602.0,820 Ara,,,,False,Aljazeera
11046 Htp B5MENA Ku51,DVB-S28PSK275002/3,10105.0,Aljazeera Mubasher,,MPEG-4/HD,605.0,850 Ara,,,,False,Aljazeera
11604 Htp D7MENA Ku51,DVB-S275003/4,10502.0,Aljazeera Mubasher,,MPEG-2/SD,513.0,660 Ara,,,,False,Aljazeera
11604 Htp D7MENA Ku51,DVB-S275003/4,10505.0,Aljazeera Mubasher,,MPEG-2/SD,520.0,730 Ara,,,,False,Aljazeera
11046 Htp B5MENA Ku51,DVB-S28PSK275002/3,10103.0,Aljazeera English,,MPEG-4/HD,603.0,830 Eng 831 Eng,,,,False,Aljazeera
11604 Htp D7MENA Ku51,DVB-S275003/4,10503.0,Aljazeera English,,MPEG-2/SD,514.0,670 Eng,,,,False,Aljazeera
11046 Htp B5MENA Ku51,DVB-S28PSK275002/3,10104.0,Aljazeera Documentary,,MPEG-4/HD,604.0,840 Ara,,,,False,Aljazeera
11604 Htp D7MENA Ku51,DVB-S275003/4,10504.0,Aljazeera Documentary,,MPEG-2/SD,517.0,700 Ara,,,,False,Aljazeera
11068 Htp B7MENA Ku,DVB-S2QPSK16663/4,,(feeds),,,,,,N Stanislav231119,,False,Aljazeera
11071 Htp B7MENA Ku,DVB-S2QPSK16663/4,,(feeds),,,,,,N Stanislav231119,,False,Aljazeera
11670 Htp D11MENA Ku,DVB-S28PSK33332/3,,(feeds),,,,,,N Stanislav231110,,False,Aljazeera
11674 Htp D11MENA Ku,DVB-S28PSK33332/3,,(feeds),,,,,,N Stanislav231110,,False,Aljazeera
11678 Htp D11MENA Ku,DVB-S28PSK33332/3,,(feeds),,,,,,N Stanislav231110,,False,Aljazeera
11682 Htp D11MENA Ku,DVB-S32005/6,,(feeds),,,,,,N Stanislav231110,,False,Aljazeera
11686 Htp D11MENA Ku,DVB-S37503/4,,(feeds),,,,,,N Stanislav231110,,False,Aljazeera
11180 Vtp B12MENA Ku51,,,,,,,,,N Stanislav240223,,False,Aljazeera
21420 Vtp KQ2MENA Ka,DVB-S28PSK275002/3,,,,622-20000,,6.6,,N Stanislav240102,,False,Aljazeera
11604 Htp D7MENA Ku51,DVB-S275003/4,10506.0,[test card],,MPEG-2/SD,521.0,740,,,,False,Aljazeera
11649 Vtp D12MENA Ku51,DVB-S28PSK22443/4,1.0,Bedaya TV,,?-?MPEG-4/HD,512.0,7.94112 Ara,,N Stanislav240201,,False,Aljazeera
21420 Vtp KQ2MENA Ka,DVB-S28PSK275002/3,102.0,Sorec TV,,MPEG-4/HD,102.0,103,,,,False,Aljazeera
21420 Vtp KQ2MENA Ka,DVB-S28PSK275002/3,104.0,Sloog,,MPEG-4/HD,1041.0,1042 Fre,,,,False,Aljazeera
21420 Vtp KQ2MENA Ka,DVB-S28PSK275002/3,105.0,L'Match,,MPEG-4/HD,1051.0,1052 Fre,,,,False,Aljazeera
21420 Vtp KQ2MENA Ka,DVB-S28PSK275002/3,106.0,Sisal Loterie Nationale,,MPEG-4/HD,1061.0,1062 Fre,,,,False,Aljazeera
