Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
3826 Rtp 3CC40,DVB-S2QPSK138304/5,,,,1918-8031,,4.7,,Edinho fta220522,,False,
3911 Ltp 6CC40,,,,,,,,,N Stanislav240102,,False,
11137 Htp BEM9MENA51-52,DVB-S28PSK275005/6,,,,42-1,,9.4,Verimatrix (B),R Cervi231114,,False,
11137 Vtp BEM10MENA51-52,DVB-S28PSK275003/4,,,,2048-73,,7.9,,Lexzie240209,,False,
11179 Vtp BEM12MENA51-52,DVB-S275005/6,,,,2048-74,,6.5,,M Al-Taie231204,,False,
11512 Vtp DAE4East52,,,,,,,,,Hadowooalsatan240317,,False,
3826 Rtp 3CC40,DVB-S2QPSK138304/5,361.0,Tele Congo,,MPEG-4/SD,138.0,139 Fre,,,,False,
3977 Rtp 7CC40,DVB-S28PSK34102/3,108.0,Tele Congo,,65535-1MPEG-4/SD,138.0,6.6 139 Fre,,N Stanislav240128,,False,
3826 Rtp 3CC40,DVB-S2QPSK138304/5,364.0,Equidia Pro 1,,MPEG-4/SD,1511.0,1521 Fre1531 Eng1541 Ger,Viaccess,,,False,
3826 Rtp 3CC40,DVB-S2QPSK138304/5,362.0,Radio Congo,,,,1139 Fre,,,,False,
3977 Rtp 7CC40,DVB-S28PSK34102/3,108.0,Radio Congo,,,,1139 Fre,,,,False,
3832 Ltp 4CC40,DVB-S28PSK75852/3,,CRTV,,1-1,,6.6,,Zelda230909,https://www.lyngsat.com/providers/cm/CRTV.html,True,CRTV
3832 Ltp 4CC40,DVB-S28PSK75852/3,1.0,CRTV,,MPEG-4/SD,125.0,135 Fre,,,https://www.lyngsat.com/providers/cm/CRTV.html,True,CRTV
3832 Ltp 4CC40,DVB-S28PSK75852/3,2.0,CRTV News,,MPEG-4/HD,225.0,235 Fre,,,,False,CRTV
3832 Ltp 4CC40,DVB-S28PSK75852/3,3.0,CRTV Sports and Entertainment,,MPEG-4/HD,325.0,335 Fre,,,,False,CRTV
3832 Ltp 4CC40,DVB-S28PSK75852/3,1.0,CRTV National Radio,,,,145 Fre,,,,False,CRTV
3840 Ltp 4CC,DVB-S2QPSK50005/6,,(CRTV feeds),,,,,,N Stanislav230702,,False,CRTV
3850 Rtp 3CC40,DVB-S28PSK163303/4,,TopStar,,136-8,,7.9,,N Stanislav231202,https://www.lyngsat.com/providers/zm/TopStar.html,True,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,3.0,Mozo TV,,MPEG-4/SD,1000.0,2000 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,6.0,Zanis TV,,HEVC/SD,1006.0,2006 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,9.0,ZNBC TV 4,,MPEG-4/SD,2009.0,1009 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,88.0,Revelation TV (Zambia),,MPEG-4/SD,1088.0,2088 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,89.0,Crown TV (Zambia),,MPEG-4/SD,4098.0,4097 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,91.0,Sun FM TV,,MPEG-4/SD,1091.0,2091 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,92.0,Beats TV,,MPEG-4/SD,1092.0,2092 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,95.0,Millennium TV (Zambia),,MPEG-4/SD,1095.0,2095 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,98.0,Q TV (Zambia),,MPEG-4/SD,1098.0,2098 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,101.0,ZNBC TV 1,,MPEG-4/SD,2101.0,1101 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,102.0,ZNBC TV 2,,MPEG-4/SD,2102.0,1102 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,103.0,ZNBC TV 3,,MPEG-4/SD,2103.0,1103 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,107.0,ABN TV (Zambia),,MPEG-4/SD,1107.0,2107 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,112.0,Parliament TV (Zambia),,MPEG-4/SD,2112.0,1112 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,113.0,Healing Center TV,,MPEG-4/SD,1113.0,2113 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,116.0,Chipata TV,,MPEG-4/SD,1116.0,2116 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,118.0,North West TV,,MPEG-4/SD,1118.0,2118 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,150.0,KBN TV,,MPEG-4/SD,1150.0,2150 Eng,,,,False,TopStar
3850 Rtp 3CC40,DVB-S28PSK163303/4,301.0,Prime TV (Zambia),,MPEG-4/SD,1301.0,2301 Eng,,,,False,TopStar
