Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
10719 Vtp 110Wide44-46,DVB-S28PSK275003/4,,Platforma Canal +,,318-11000,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,P Piotrowski231229,https://www.lyngsat.com/providers/pl/Platforma-Canal--.html,True,Platforma Canal +
10796 Vtp 114Wide44-46,DVB-S28PSK275003/4,,Platforma Canal +,,318-11400,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,P Piotrowski231120,https://www.lyngsat.com/providers/pl/Platforma-Canal--.html,True,Platforma Canal +
11411 Htp 11Wide44-46,DVB-S28PSK275003/4,,Platforma Canal +,,318-1100,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,F Dibba221031,https://www.lyngsat.com/providers/pl/Platforma-Canal--.html,True,Platforma Canal +
11449 Htp 13Wide44-46,DVB-S28PSK275003/4,,Platforma Canal +,,318-1300,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,M Al-Taie221010,https://www.lyngsat.com/providers/pl/Platforma-Canal--.html,True,Platforma Canal +
11488 Htp 15Wide44-46,DVB-S28PSK275003/4,,Platforma Canal +,,318-1500,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,T Viererbe240104,https://www.lyngsat.com/providers/pl/Platforma-Canal--.html,True,Platforma Canal +
10719 Vtp 110Wide44-46,DVB-S28PSK275003/4,4409,TVP Info,,MPEG-4/HD,168.0,112 Pol,,,,False,Platforma Canal +
10758 Vtp 112Wide44-46,DVB-S28PSK275003/4,,Polsat Box,,318-11200,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,P Piotrowski240124,,False,Platforma Canal +
10911 Vtp 120Wide44-46,DVB-S28PSK275003/4,,Polsat Box,,318-12000,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,EnoSat230529,,False,Platforma Canal +
11117 Vtp 130Wide44-46,DVB-S28PSK275003/4,,Polsat Box,,318-13000,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,N Schlammer220903,,False,Platforma Canal +
11158 Vtp 132Wide44-46,DVB-S28PSK275003/4,,Polsat Box,,113-13200,,7.9,ConaxIrdetoNagravisionViaccess,P Piotrowski220120,,False,Platforma Canal +
12015 Htp 65Wide44-46,DVB-S28PSK275003/4,,Polsat Box,,318-6500,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,S Günes240214,,False,Platforma Canal +
12188 Vtp 74Wide44-46,DVB-S28PSK275003/4,,Polsat Box,,113-7400,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,P PiotrowskiM Al-TaieDXAndy240110,,False,Platforma Canal +
12265 Vtp 78Wide44-46,DVB-S28PSK275003/4,,Polsat Box,,113-7800,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,M Al-Taie211212,,False,Platforma Canal +
12284 Htp 79Wide44-46,DVB-S28PSK275003/4,,Polsat Box,,113-7900,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,P PiotrowskiM Al-TaieDXAndy240110,,False,Platforma Canal +
10758 Vtp 112Wide44-46,DVB-S28PSK275003/4,17023,Stars TV,,MPEG-4/SD,291.0,547 Pol,,,,False,Platforma Canal +
10758 Vtp 112Wide44-46,DVB-S28PSK275003/4,17037,4 Fun TV,,MPEG-4/SD,265.0,521 Pol,,,,False,Platforma Canal +
10758 Vtp 112Wide44-46,DVB-S28PSK275003/4,17038,4 Fun Kids,,MPEG-4/SD,276.0,532 Pol,,,,False,Platforma Canal +
10758 Vtp 112Wide44-46,DVB-S28PSK275003/4,17039,4 Fun Dance,,MPEG-4/SD,280.0,536 Pol,,,,False,Platforma Canal +
10796 Vtp 114Wide44-46,DVB-S28PSK275003/4,15704,TVS,,MPEG-4/SD,163.0,92 Pol,,,,False,Platforma Canal +
10796 Vtp 114Wide44-46,DVB-S28PSK275003/4,15715,Red Carpet,,MPEG-4/HD,174.0,138 Pol,,,,False,Platforma Canal +
10815 Htp 115Wide44-46,DVB-S275005/6,,Eutelsat,,318-11500,,6.5,,DXAndy230807,https://www.lyngsat.com/providers/fr/Eutelsat.html,True,Eutelsat
10815 Htp 115Wide44-46,DVB-S275005/6,,Eutelsat,,318-11500,,6.5,,DXAndy230807,https://www.lyngsat.com/providers/fr/Eutelsat.html,True,Eutelsat
12322 Htp 81Wide44-46,DVB-S275003/4,,Eutelsat,,318-8100,,5.5,,T Viererbe240323,https://www.lyngsat.com/providers/fr/Eutelsat.html,True,Eutelsat
12322 Htp 81Wide44-46,DVB-S275003/4,,Eutelsat,,318-8100,,5.5,,T Viererbe240323,https://www.lyngsat.com/providers/fr/Eutelsat.html,True,Eutelsat
10815 Htp 115Wide44-46,DVB-S275005/6,17311,MY 5,,MPEG-4/HD,2011.0,3011 Uzb,,,,False,Eutelsat
10815 Htp 115Wide44-46,DVB-S275005/6,17312,GNC Evropa,,MPEG-2/SD,2012.0,3012 Rus,,,,False,Eutelsat
10815 Htp 115Wide44-46,DVB-S275005/6,17317,TBN Rossiya,,MPEG-2/SD,2017.0,3017 Rus,,,,False,Eutelsat
10815 Htp 115Wide44-46,DVB-S275005/6,17373,The Word Network,,MPEG-2/SD,2073.0,3073 Eng,,,,False,Eutelsat
10815 Htp 115Wide44-46,DVB-S275005/6,17374,Perviy kanal Eurasia,,MPEG-2/SD,2074.0,3074 Rus,,,,False,Eutelsat
10815 Htp 115Wide44-46,DVB-S275005/6,17375,World Revival Mission,,MPEG-2/SD,2075.0,3075 Ukr,,,,False,Eutelsat
10815 Htp 115Wide44-46,DVB-S275005/6,17344,The Overcomer,,,,3044 Eng,,,,False,Eutelsat
10911 Vtp 120Wide44-46,DVB-S28PSK275003/4,0,[test card],,MPEG-4/HD,261.0,517,,,,False,Eutelsat
11034 Vtp 126Wide44-46,DVB-S275003/4,1703,[test card],,MPEG-2/SD,320.0,330,,,,False,Eutelsat
10930 Htp 121Wide44-46,DVB-S28PSK300002/3,,,,318-12100,,6.6,ConaxIrdetoMediaguardNagravisionViaccess,M Al-Taie240321,,False,Eutelsat
11240 Vtp 2Wide44-46,,,,,,,,,Francesco 2240312,,False,Eutelsat
11373 Htp 9Wide44-46,DVB-S28PSK275003/4,,,,318-900,,7.9,,F Dibba240321,,False,Eutelsat
12380 Vtp 84Wide44-46,DVB-S28PSK300005/6,,,,318-8400,,9.4,,F Dibba240112,,False,Eutelsat
12577 Htp 93Wide44-46,DVB-S28PSK275003/4,,,,318-9300,,7.9,,DXAndy240204,,False,Eutelsat
