Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,is_Provider,Provider
3750 H,DVB-S104903/4,,Hunan mux,,0-1,,5.5,,T Kameda121013,,False,
3750 H,DVB-S104903/4,1,Hunan TV,,MPEG-2/SD,257.0,258 Chi,,,,False,
3750 H,DVB-S104903/4,2,Golden Eagle Cartoon,,MPEG-2/SD,513.0,514 Chi,,,,False,
3750 H,DVB-S104903/4,5,Hunan People's Satellite Radio,,,,1282 Chi,,,,False,
3750 H,DVB-S104903/4,81,Hunan Traffic Channel,,,,1297 Chi,,,,False,
3750 H,DVB-S104903/4,82,Hunan Economic Radio,,,,1313 Chi,,,,False,
3750 H,DVB-S104903/4,83,Hunan Culture Radio,,,,1329 Chi,,,,False,
3750 H,DVB-S104903/4,87,Golden Eagle 955,,,,1393 Chi,,,,False,
3770 H,DVB-S28PSK123603/5,,CGTN,,2184-24,,5.5,,T Kameda170730,https://www.lyngsat.com/providers/cn/CGTN.html,True,CGTN
3770 H,DVB-S28PSK123603/5,872,CGTN,,MPEG-4/HD,513.0,660 Eng,,,https://www.lyngsat.com/providers/cn/CGTN.html,True,CGTN
4116 H,DVB-S213743/4,402,CGTN,,MPEG-2/SD,1260.0,1220 Eng,,,https://www.lyngsat.com/providers/cn/CGTN.html,True,CGTN
3770 H,DVB-S28PSK123603/5,873,CGTN Documentary,,MPEG-4/HD,514.0,670 Eng,,,,False,CGTN
4116 H,DVB-S213743/4,407,CGTN Documentary,,MPEG-2/SD,1760.0,1720 Eng,,,,False,CGTN
3780 V,DVB-S28PSK323003/4,,,,,,7.9,Tongfang,Harold240120,,False,CGTN
3950 H,DVB-S114065/6,,,,1-1,,6.5,,B CristC Sutton231226,,False,CGTN
4020 V,DVB-S28PSK288003/4,,,,2184-51,,7.9,TongfangVideoguard,Harold240120,,False,CGTN
4030 H,DVB-S109203/4,,,,1-1,,5.5,,C Sutton231214,,False,CGTN
4075 V,,,,,,,,,Albert I240127,,False,CGTN
3780 V,DVB-S28PSK323003/4,3,CCTV 6,,MPEG-2/SD,769.0,770 Chi,Tongfang,,,False,CGTN
3880 H,DVB-S275003/4,503,CCTV 6,,MPEG-2/SD,514.0,670 Chi,Videoguard,,,False,CGTN
3780 V,DVB-S28PSK323003/4,3490,CHC Action Movies,,AVS+/HD,257.0,258 Chi,Tongfang,,,False,CGTN
3780 V,DVB-S28PSK323003/4,18017,Flash TV (China),,MPEG-2/SD,1057.0,1058 Chi,Tongfang,,,False,CGTN
3780 V,DVB-S28PSK323003/4,36320,Martial Arts World,,AVS+/HD,1313.0,1314 Chi,Tongfang,,,False,CGTN
3780 V,DVB-S28PSK323003/4,36385,Liyuan TV,,AVS+/HD,1297.0,1298 Chi,Tongfang,,,False,CGTN
3780 V,DVB-S28PSK323003/4,36416,Cultural Treasure Channel,,AVS+/HD,1329.0,1330 Chi,Tongfang,,,False,CGTN
3780 V,DVB-S28PSK323003/4,40416,Vanguard 2 Badminton Channel,,MPEG-2/SD,1121.0,1122 Chi,Tongfang,,,False,CGTN
3787 H,DVB-S28PSK75003/4,100,Qinghai TV,,1-36AVS+/HD,101.0,7.9 102 Chi,Irdeto,Caribbean kelp210403,,False,CGTN
4158 H,DVB-S86803/4,1010,Qinghai TV,,MPEG-2/SD,4113.0,4114 Chi,,,,False,CGTN
3796 H,DVB-S69301/2,1-1,Guizhou TV,,1-1MPEG-2/SD,38.0,2.7  39 Chi,,T Kameda121013,,False,CGTN
3796 H,DVB-S69301/2,2,Guizhou News Radio,,,,257 Chi,,,,False,CGTN
3796 H,DVB-S69301/2,7,Guizhou News Radio,,,,49 Chi,,,,False,CGTN
3796 H,DVB-S69301/2,3,Guizhou Economic Radio,,,,258 Chi,,,,False,CGTN
3796 H,DVB-S69301/2,3,Guizhou Metropolis Radio,,,,258 Chi,,,,False,CGTN
3796 H,DVB-S69301/2,4,Guizhou Music Radio,,,,259 Chi,,,,False,CGTN
3796 H,DVB-S69301/2,5,Guizhou Traffic Radio,,,,260 Chi,,,,False,CGTN
3796 H,DVB-S69301/2,6,Guizhou Story Radio,,,,261 Chi,,,,False,CGTN
3796 H,DVB-S69301/2,6,Guizhou City Radio,,,,261 Chi,,,,False,CGTN
3807 V,DVB-S60003/4,1,Chongqing TV,,1-101MPEG-2/SD,1800.0,5.51801 Yue,,T Kameda200922,,False,CGTN
3807 V,DVB-S60003/4,2,Chongqing News Radio,,,,1810 Yue,,,,False,CGTN
3807 V,DVB-S60003/4,3,Chongqing Music Radio,,,,1820 Yue,,,,False,CGTN
3807 V,DVB-S60003/4,5,Chongqing Economic Radio,,,,1830 Yue,,,,False,CGTN
3807 V,DVB-S60003/4,6,Chongqing City Radio,,,,1835 Yue,,,,False,CGTN
3807 V,DVB-S60003/4,7,Chongqing Story Radio,,,,1840 Yue,,,,False,CGTN
3808 H,DVB-S88003/4,,Shanghai Media Group,,1-1,,5.5,,Anonymous120826,https://www.lyngsat.com/providers/cn/Shanghai-Media-Group.html,True,Shanghai Media Group
3808 H,DVB-S88003/4,1,Toonmax TV,,MPEG-2/SD,6496.0,6499,,,,False,Shanghai Media Group
3808 H,DVB-S88003/4,2,Dragon TV (China),,MPEG-2/SD,6480.0,6483 Chi,,,,False,Shanghai Media Group
3808 H,DVB-S88003/4,1,Shanghai CBN Radio,,,,6501 Chi,,,,False,Shanghai Media Group
3808 H,DVB-S88003/4,2,Radio Shanghai,,,,6485 Chi,,,,False,Shanghai Media Group
3808 H,DVB-S88003/4,2,East City FM 89.9,,,,6486 Chi,,,,False,Shanghai Media Group
3815 V,DVB-S44203/4,9,Heilongjiang TV,,9-9MPEG-2/SD,1110.0,5.51211 Chi,,DL Rose TVT Kameda140120,,False,Shanghai Media Group
3825 V,DVB-S67803/4,1,Zhejiang Satellite TV,,1-1MPEG-2/SD,32.0,5.5  33 Chi,,M Cheung170122,,False,Shanghai Media Group
3834 V,DVB-S54003/4,1,Shandong TV,,1-3MPEG-2/SD,32.0,5.5  33 Chi,,Albert I161016,,False,Shanghai Media Group
3834 V,DVB-S54003/4,11,Shandong People Channel,,,,257 Chi,,,,False,Shanghai Media Group
3834 V,DVB-S54003/4,12,Shandong Economy Channel,,,,258 Chi,,,,False,Shanghai Media Group
3834 V,DVB-S54003/4,13,Shandong Life Channel,,,,259 Chi,,,,False,Shanghai Media Group
3834 V,DVB-S54003/4,14,Shandong Literature Channel,,,,260 Chi,,,,False,Shanghai Media Group
3834 V,DVB-S54003/4,15,Shandong Traffic Channel,,,,261 Chi,,,,False,Shanghai Media Group
3834 V,DVB-S54003/4,16,Shandong City FM,,,,262 Chi,,,,False,Shanghai Media Group
3840 H,DVB-S275003/4,,CCTV,,2184-3,,5.5,,HaroldViu190801,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
3840 H,DVB-S275003/4,,CCTV,,2184-3,,5.5,,HaroldViu190801,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
3840 H,DVB-S275003/4,,CCTV,,2184-3,,5.5,,HaroldViu190801,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
3840 H,DVB-S275003/4,,CCTV,,2184-3,,5.5,,HaroldViu190801,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
3880 H,DVB-S275003/4,,CCTV,,2184-5,,5.5,Videoguard,N Kawano120801,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
3880 H,DVB-S275003/4,,CCTV,,2184-5,,5.5,Videoguard,N Kawano120801,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
3880 H,DVB-S275003/4,,CCTV,,2184-5,,5.5,Videoguard,N Kawano120801,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
3880 H,DVB-S275003/4,,CCTV,,2184-5,,5.5,Videoguard,N Kawano120801,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
3920 H,DVB-S275003/4,,CCTV,,,,5.5,Videoguard,T KamedaC Sutton211022,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
3920 H,DVB-S275003/4,,CCTV,,,,5.5,Videoguard,T KamedaC Sutton211022,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
3920 H,DVB-S275003/4,,CCTV,,,,5.5,Videoguard,T KamedaC Sutton211022,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
3920 H,DVB-S275003/4,,CCTV,,,,5.5,Videoguard,T KamedaC Sutton211022,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
4116 H,DVB-S213743/4,,CCTV,,2184-4,,5.5,,N Kawano110205,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
4116 H,DVB-S213743/4,,CCTV,,2184-4,,5.5,,N Kawano110205,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
4116 H,DVB-S213743/4,,CCTV,,2184-4,,5.5,,N Kawano110205,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV
