Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3614 RAfrica C,DVB-S26075/6,,OBN Gaammee,,MPEG-4/HD,512.0,6.54112 Orm,,Best gamer210824,3614 R,,,,,,,False,
3617 RAfrica C,DVB-S28PSK22603/4,,(feeds),,,,,,N Stanislav231006,3617 R,,,,,,,False,
3624 RAfrica C,DVB-S28PSK26073/4,,(feeds),,,,,,N Stanislav240314,3624 R,,,,,,,False,
3642 RAfrica C,DVB-S28PSK17773/4,,(feeds),,,,,,N Stanislav231006,3642 R,,,,,,,False,
3634 RAfrica C,DVB-S48105/6,1.0,OBN (Ethiopia),,?-?MPEG-4/HD,512.0,6.54112 Orm,,N Stanislav220418,3634 R,,,,,,,False,
3645 RAfrica C,DVB-S49155/6,1.0,Debub TV,,?-?MPEG-2/SD,308.0,6.5 256 Amh,,A Zapara191128,3645 R,,,,,,,False,
3718 RAfrica C,DVB-S28PSK179503/4,,EBC,,?-1,,7.9,,N Stanislav240212,3718 R,,,,https://www.lyngsat.com/providers/et/EBC.html,,,True,EBC
3718 RAfrica C,DVB-S28PSK179503/4,1.0,ETV News,,MPEG-4/HD,512.0,258 Amh,,,3718 R,,,,,ETV News,https://www.lyngsat.com/tvchannels/et/ETV-News.html,False,EBC
3718 RAfrica C,DVB-S28PSK179503/4,2.0,ETV Entertainment,,MPEG-4/HD,513.0,261 Amh,,,3718 R,,,,,ETV Entertainment,https://www.lyngsat.com/tvchannels/et/ETV-Entertainment.html,False,EBC
3718 RAfrica C,DVB-S28PSK179503/4,3.0,ETV Languages,,MPEG-4/HD,514.0,259 Amh,,,3718 R,,,,,ETV Languages,https://www.lyngsat.com/tvchannels/et/ETV-Languages.html,False,EBC
3718 RAfrica C,DVB-S28PSK179503/4,4.0,ETV Afaan Oromoo,,MPEG-4/HD,515.0,267 Orm,,,3718 R,,,,,ETV Afaan Oromoo,https://www.lyngsat.com/tvchannels/et/ETV-Afaan-Oromoo.html,False,EBC
3718 RAfrica C,DVB-S28PSK179503/4,5.0,ETV Yelijochalem,,MPEG-4/HD,516.0,270 Amh,,,3718 R,,,,,ETV Yelijochalem,https://www.lyngsat.com/tvchannels/et/ETV-Yelijochalem.html,False,EBC
