Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3712 HEast hemi41,DVB-S2QPSK51652/3,1.0,Tchad 24,,?-?MPEG-4/HD,481.0,3.1 482 Fre,,N Stanislav240223,3712 H,,41.0,,,,,False,
3942 VEast hemi41,DVB-S28PSK16663/4,1.0,Channels TV,,?-?MPEG-2/HD,308.0,7.9 256 Eng,,N Stanislav240127,3942 V,,41.0,,,,,False,
3954 VWest hemi,DVB-S28PSK34132/3,,Rede Brasil de Comunicação,,MPEG-4/HD,264.0,6.6 265 Por,,Edinho fta230606,3954 V,,,,,,,False,
3954 VWest hemi,DVB-S28PSK34132/3,,RBC Rádio,,,,768 Por,,,3954 V,,,,,RBC Rádio,https://www.lyngsat.com/radiochannels/br/RBC-Radio.html,False,
3954 VWest hemi,DVB-S28PSK34132/3,,RBC Rádio,,,,768 Por,,,3954 V,,,,,RBC Rádio,https://www.lyngsat.com/radiochannels/br/RBC-Radio.html,False,
3960 VWest hemi,DVB-S28PSK37502/3,,TV Assembleia Legislativa do Tocantins,,MPEG-4/HD,102.0,6.6 103 Por,,Edinho fta230629,3960 V,,,,,,,False,
3962 HWest hemi,DVB-S28PSK72003/4,,IMPD TV,,,,7.9,,Wilkherdasilva190831,3962 H,,,,https://www.lyngsat.com/providers/br/IMPD-TV.html,IMPD TV,https://www.lyngsat.com/tvchannels/br/IMPD-TV.html,True,IMPD TV
3962 HWest hemi,DVB-S28PSK72003/4,,IMPD TV,,,,7.9,,Wilkherdasilva190831,3962 H,,,,https://www.lyngsat.com/providers/br/IMPD-TV.html,IMPD TV,https://www.lyngsat.com/tvchannels/br/IMPD-TV.html,True,IMPD TV
3962 HWest hemi,DVB-S28PSK72003/4,,IMPD TV,,,,7.9,,Wilkherdasilva190831,3962 H,,,,https://www.lyngsat.com/providers/br/IMPD-TV.html,IMPD TV,https://www.lyngsat.com/tvchannels/br/IMPD-TV.html,True,IMPD TV
3962 HWest hemi,DVB-S28PSK72003/4,,IMPD TV,,,,7.9,,Wilkherdasilva190831,3962 H,,,,https://www.lyngsat.com/providers/br/IMPD-TV.html,IMPD TV,https://www.lyngsat.com/tvchannels/br/IMPD-TV.html,True,IMPD TV
