Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
11092 Vtp 1North America Extended Ku0,Digicipher 28PSK220008/9,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11092 V,tp 1,0.0,Digicipher,,,,False,
11092 Htp 9North America Extended Ku0,Digicipher 28PSK220008/9,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11092 H,tp 9,0.0,Digicipher,,,,False,
11122 Vtp 2North America Extended Ku0,Digicipher 28PSK220008/9,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11122 V,tp 2,0.0,Digicipher,,,,False,
11122 Htp 10North America Extended Ku0,Digicipher 28PSK220008/9,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11122 H,tp 10,0.0,Digicipher,,,,False,
11152 Vtp 3North America Extended Ku0,Digicipher 28PSK220008/9,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11152 V,tp 3,0.0,Digicipher,,,,False,
11152 Htp 11North America Extended Ku0,Digicipher 28PSK220008/9,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11152 H,tp 11,0.0,Digicipher,,,,False,
11183 Vtp 4North America Extended Ku0,Digicipher 28PSK220008/9,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11183 V,tp 4,0.0,Digicipher,,,,False,
11183 Htp 12North America Extended Ku0,Digicipher 28PSK220008/9,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11183 H,tp 12,0.0,Digicipher,,,,False,
11592 Vtp 5North America Extended Ku0,Digicipher 28PSK220005/6,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11592 V,tp 5,0.0,Digicipher,,,,False,
11592 Htp 13North America Extended Ku0,Digicipher 28PSK220008/9,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11592 H,tp 13,0.0,Digicipher,,,,False,
11622 Vtp 6North America Extended Ku0,Digicipher 28PSK220005/6,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11622 V,tp 6,0.0,Digicipher,,,,False,
11622 Htp 14North America Extended Ku0,Digicipher 28PSK220008/9,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11622 H,tp 14,0.0,Digicipher,,,,False,
11652 Vtp 7North America Extended Ku0,Digicipher 28PSK220005/6,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11652 V,tp 7,0.0,Digicipher,,,,False,
11652 Htp 15North America Extended Ku0,Digicipher 28PSK220005/6,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11652 H,tp 15,0.0,Digicipher,,,,False,
11683 Vtp 8North America Extended Ku0,Digicipher 28PSK220005/6,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11683 V,tp 8,0.0,Digicipher,,,,False,
11683 Htp 16North America Extended Ku0,Digicipher 28PSK205002/3,,Shaw Direct,,530-?,,,Digicipher,J Robson240228,11683 H,tp 16,0.0,Digicipher,,,,False,
11652 Vtp 7North America Extended Ku0,Digicipher 28PSK220005/6,1123.0,AMI-audio,,,,Eng,Digicipher,,11652 V,tp 7,0.0,Digicipher,,AMI-audio,https://www.lyngsat.com/radiochannels/ca/AMI-audio.html,False,
11652 Vtp 7North America Extended Ku0,Digicipher 28PSK220005/6,1123.0,AMI-audio,,,,Eng,Digicipher,,11652 V,tp 7,0.0,Digicipher,,AMI-audio,https://www.lyngsat.com/radiochannels/ca/AMI-audio.html,False,
11652 Vtp 7North America Extended Ku0,Digicipher 28PSK220005/6,1126.0,CKUA,,,,Eng,Digicipher,,11652 V,tp 7,0.0,Digicipher,,CKUA,https://www.lyngsat.com/radiochannels/ca/CKUA.html,False,
11652 Vtp 7North America Extended Ku0,Digicipher 28PSK220005/6,1126.0,CKUA,,,,Eng,Digicipher,,11652 V,tp 7,0.0,Digicipher,,CKUA,https://www.lyngsat.com/radiochannels/ca/CKUA.html,False,
12017 Vtp S8KSouth America Ku,,,,,,,,,C de Berazategui240312,12017 V,tp S8K,,,,,,False,
