Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
12428 Vtp 9Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-?,,5.5,Multi 2,Alimudin 328201127,12428 V,tp 9,0,Multi 2,,,,False,
12523 Htp 14Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-12308,,5.5,Multi 2,T Kameda141104,12523 H,tp 14,0,Multi 2,,,,False,
12568 Vtp 17Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,,,5.5,,T Kameda201209,12568 V,tp 17,0,,,,,False,
12583 Htp 18Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-?,,5.5,Multi 2,T Kameda201129,12583 H,tp 18,0,Multi 2,,,,False,
12598 Vtp 19Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-?,,5.5,Multi 2,Alimudin 328201205,12598 V,tp 19,0,Multi 2,,,,False,
12613 Htp 20Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-?,,5.5,Multi 2,T Kameda141104,12613 H,tp 20,0,Multi 2,,,,False,
12628 Vtp 21Ku0,DVB-S210963/4,,Sky PerfecTV!,,1-21,,5.5,Multi 2,T Kameda200506,12628 V,tp 21,0,Multi 2,,,,False,
12643 Htp 22Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-?,,5.5,,T Kameda200410,12643 H,tp 22,0,,,,,False,
12673 Htp 24Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-?,,5.5,Multi 2,T Kameda141104,12673 H,tp 24,0,Multi 2,,,,False,
12688 Vtp 25Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,,,5.5,Multi 2,T Kameda201209,12688 V,tp 25,0,Multi 2,,,,False,
12703 Htp 26Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-?,,5.5,Multi 2,T Kameda141104,12703 H,tp 26,0,Multi 2,,,,False,
12718 Vtp 27Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,,,5.5,Multi 2,T Kameda201130,12718 V,tp 27,0,Multi 2,,,,False,
12733 Htp 28Ku0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-12328,,5.5,Multi 2,T Kameda200409,12733 H,tp 28,0,Multi 2,,,,False,
12568 Vtp 17Ku0,DVB-S28PSK233033/5,33353.0,Sukachan 5,,MPEG-4/HD,4101.0,4165 Jpn,,,12568 V,tp 17,0,,,Sukachan 5,https://www.lyngsat.com/tvchannels/jp/Sukachan-5.html,False,
12583 Htp 18Ku0,DVB-S28PSK233033/5,33354.0,Sukachan 6,,MPEG-4/HD,4103.0,4167 Jpn,,,12583 H,tp 18,0,,,Sukachan 6,https://www.lyngsat.com/tvchannels/jp/Sukachan-6.html,False,
12643 Htp 22Ku0,DVB-S28PSK233033/5,33364.0,Sukachan 1,,HEVC/UHD,4111.0,4175 Jpn,,,12643 H,tp 22,0,,,Sukachan 1,https://www.lyngsat.com/tvchannels/jp/Sukachan-1.html,False,
12688 Vtp 25Ku0,DVB-S28PSK233033/5,33353.0,BS Sky PerfecTV!,,MPEG-4/HD,4098.0,4165 Jpn,,,12688 V,tp 25,0,,,BS Sky PerfecTV!,https://www.lyngsat.com/tvchannels/jp/BS-Sky-PerfecTV.html,False,
12718 Vtp 27Ku0,DVB-S28PSK233033/5,33355.0,Sukachan 7,,MPEG-4/HD,4103.0,4167 Jpn,,,12718 V,tp 27,0,,,Sukachan 7,https://www.lyngsat.com/tvchannels/jp/Sukachan-7.html,False,
