Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3662 RC,DVB-S28PSK83333/4,8.0,RT Español,,?-?MPEG-4/HD,536.0,7.9 537 Spa,,Edinho fta220312,3662 R,,,,,RT Español,https://www.lyngsat.com/tvchannels/ru/RT-Espanol.html,False,
11866 VKu FSS,DVB-S28PSK75003/4,100.0,RT Español,,MPEG-4/HD,536.0,537 Spa,,,11866 V,,,,,RT Español,https://www.lyngsat.com/tvchannels/ru/RT-Espanol.html,False,
3680 RC,DVB-S33003/4,,Bolivia TV 7.1,,MPEG-2/SD,308.0,5.5 256 Spa,,Edinho fta220130,3680 R,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,False,
3684 RC,DVB-S33003/4,,Bolivia TV 7.1,,MPEG-2/SD,33.0,5.5  36 Spa,,Edinho fta220130,3684 R,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,False,
11560 VKu FSS,DVB-S28PSK300003/4,7.0,Bolivia TV 7.1,,MPEG-4/SD,523.0,524 Spa,,,11560 V,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,False,
11503 HKu FSS,DVB-S2000,,(feeds),,,,,,OpcionFTA170627,11503 H,,,,,,,False,
11884 VKu FSS,DVB-S21700,,(feeds),,,,,,C de Berazategui230425,11884 V,,,,,,,False,
11520 VKu FSS,DVB-S28PSK300003/4,,Entel,,,,7.9,Verimatrix (B),C de Berazategui231128,11520 V,,,Verimatrix (B),,,,False,
11560 VKu FSS,DVB-S28PSK300003/4,,Entel,,,,7.9,Verimatrix (B),Edinho fta240119,11560 V,,,Verimatrix (B),,,,False,
11600 VKu FSS,DVB-S28PSK300003/4,,Entel,,,,7.9,Verimatrix (B),C de Berazategui231015,11600 V,,,Verimatrix (B),,,,False,
11640 VKu FSS,DVB-S28PSK300003/4,,Entel,,,,7.9,Verimatrix (B),O Ponce240104,11640 V,,,Verimatrix (B),,,,False,
11520 VKu FSS,DVB-S28PSK300003/4,4.0,RTP,,MPEG-4/SD,76.0,77 Spa,,,11520 V,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,False,
11520 VKu FSS,DVB-S28PSK300003/4,4.0,RTP,,MPEG-4/SD,76.0,77 Spa,,,11520 V,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,False,
12544 RKu BSS,DVB-S28PSK300005/6,450.0,RTP,,MPEG-4/HD,1106.0,1107 Spa,,,12544 R,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,False,
12544 RKu BSS,DVB-S28PSK300005/6,450.0,RTP,,MPEG-4/HD,1106.0,1107 Spa,,,12544 R,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,False,
11520 VKu FSS,DVB-S28PSK300003/4,17.0,TVU,,MPEG-4/SD,417.0,418 Spa,,,11520 V,,,,,TVU,https://www.lyngsat.com/tvchannels/bo/TVU.html,False,
11520 VKu FSS,DVB-S28PSK300003/4,17.0,TVU,,MPEG-4/SD,417.0,418 Spa,,,11520 V,,,,,TVU,https://www.lyngsat.com/tvchannels/bo/TVU.html,False,
11520 VKu FSS,DVB-S28PSK300003/4,33.0,Unitel Santa Cruz,,MPEG-4/SD,993.0,994 Spa,,,11520 V,,,,,Unitel Santa Cruz,https://www.lyngsat.com/tvchannels/bo/Unitel-Santa-Cruz.html,False,
11560 VKu FSS,DVB-S28PSK300003/4,2.0,Unitel La Paz,,MPEG-4/SD,353.0,354 Spa,,,11560 V,,,,,Unitel La Paz,https://www.lyngsat.com/tvchannels/bo/Unitel-La-Paz.html,False,
11560 VKu FSS,DVB-S28PSK300003/4,20.0,TV Culturas,,MPEG-4/SD,385.0,386 Spa,,,11560 V,,,,,TV Culturas,https://www.lyngsat.com/tvchannels/bo/TV-Culturas.html,False,
11560 VKu FSS,DVB-S28PSK300003/4,508.0,Radio Illimani,,,,1039 Spa,,,11560 V,,,,,Radio Illimani,https://www.lyngsat.com/radiochannels/bo/Radio-Illimani.html,False,
11560 VKu FSS,DVB-S28PSK300003/4,511.0,Radio Disney Bolivia,,,,4. Spa,,,11560 V,,,,,Radio Disney Bolivia,https://www.lyngsat.com/radiochannels/us/Radio-Disney-Bolivia.html,False,
11560 VKu FSS,DVB-S28PSK300003/4,511.0,Radio Disney Bolivia,,,,4. Spa,,,11560 V,,,,,Radio Disney Bolivia,https://www.lyngsat.com/radiochannels/us/Radio-Disney-Bolivia.html,False,
11560 VKu FSS,DVB-S28PSK300003/4,512.0,RPO's,,,,1289 Spa,,,11560 V,,,,,RPO's,https://www.lyngsat.com/radiochannels/bo/RPOs.html,False,
11640 VKu FSS,DVB-S28PSK300003/4,1.0,Entel TV HD,,/HD,4801.0,4802 Spa,,,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,False,
11640 VKu FSS,DVB-S28PSK300003/4,1.0,Entel TV HD,,/HD,4801.0,4802 Spa,,,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,False,
11640 VKu FSS,DVB-S28PSK300003/4,59.0,Entel TV HD,,/HD,256.0,257 Spa,,,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,False,
11640 VKu FSS,DVB-S28PSK300003/4,59.0,Entel TV HD,,/HD,256.0,257 Spa,,,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,False,
11760 VKu FSS,,,,,,,,,Edinho fta240227,11760 V,,,,,,,False,
11807 VKu FSS,,,,,,,,,Edinho fta240313,11807 V,,,,,,,False,
11866 VKu FSS,DVB-S28PSK75003/4,,ABE,,,,7.9,,Edinho fta240322,11866 V,,,,https://www.lyngsat.com/providers/bo/ABE.html,,,True,ABE
11866 VKu FSS,DVB-S28PSK75003/4,,ABE,,,,7.9,,Edinho fta240322,11866 V,,,,https://www.lyngsat.com/providers/bo/ABE.html,,,True,ABE
12544 RKu BSS,DVB-S28PSK300005/6,,ABE,,,,9.4,,Edinho fta240322,12544 R,,,,https://www.lyngsat.com/providers/bo/ABE.html,,,True,ABE
12544 RKu BSS,DVB-S28PSK300005/6,,ABE,,,,9.4,,Edinho fta240322,12544 R,,,,https://www.lyngsat.com/providers/bo/ABE.html,,,True,ABE
11866 VKu FSS,DVB-S28PSK75003/4,,Red Uno,,MPEG-4/HD,172.0,173 Spa,,new,11866 V,,,,,Red Uno,https://www.lyngsat.com/tvchannels/bo/Red-Uno.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,,Red Uno,,MPEG-4/HD,172.0,173 Spa,,new,11866 V,,,,,Red Uno,https://www.lyngsat.com/tvchannels/bo/Red-Uno.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,140.0,Red Uno,,MPEG-4/HD,322.0,323 Spa,,,12544 R,,,,,Red Uno,https://www.lyngsat.com/tvchannels/bo/Red-Uno.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,140.0,Red Uno,,MPEG-4/HD,322.0,323 Spa,,,12544 R,,,,,Red Uno,https://www.lyngsat.com/tvchannels/bo/Red-Uno.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,70.0,TV Off Travel,,MPEG-4/HD,72.0,73 Spa,,,11866 V,,,,,TV Off Travel,https://www.lyngsat.com/tvchannels/bo/TV-Off-Travel.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,90.0,ATB,,HEVC/HD,92.0,93 Spa,,,11866 V,,,,,ATB,https://www.lyngsat.com/tvchannels/bo/ATB.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,145.0,Seo TV,,HEVC/HD,266.0,267 Spa,,,11866 V,,,,,Seo TV,https://www.lyngsat.com/tvchannels/bo/Seo-TV.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,145.0,Seo TV,,HEVC/HD,266.0,267 Spa,,,11866 V,,,,,Seo TV,https://www.lyngsat.com/tvchannels/bo/Seo-TV.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,150.0,Poder de Dios TV,,MPEG-4/SD,4114.0,4115 Spa,,,11866 V,,,,,Poder de Dios TV,https://www.lyngsat.com/tvchannels/bo/Poder-de-Dios-TV.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,160.0,ABE TV Internacional,,MPEG-4/SD,4124.0,4125 Spa,,,11866 V,,,,,ABE TV Internacional,https://www.lyngsat.com/tvchannels/bo/ABE-TV-Internacional.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,430.0,Red AD Venir,,MPEG-4/HD,549.0,553 Spa,,,11866 V,,,,,Red AD Venir,https://www.lyngsat.com/tvchannels/bo/Red-AD-Venir.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,430.0,Red AD Venir,,MPEG-4/HD,549.0,553 Spa,,,11866 V,,,,,Red AD Venir,https://www.lyngsat.com/tvchannels/bo/Red-AD-Venir.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,200.0,Radio Panamericana,,,,902 Spa,,,11866 V,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,200.0,Radio Panamericana,,,,902 Spa,,,11866 V,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,200.0,Radio Panamericana,,,,902 Spa,,,11866 V,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,200.0,Radio Panamericana,,,,902 Spa,,,11866 V,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,,Radio Panamericana,,,,1331 Spa,,,12544 R,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,,Radio Panamericana,,,,1331 Spa,,,12544 R,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,,Radio Panamericana,,,,1331 Spa,,,12544 R,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,,Radio Panamericana,,,,1331 Spa,,,12544 R,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,210.0,Jerusalem Radio,,,,202 Spa,,,11866 V,,,,,Jerusalem Radio,https://www.lyngsat.com/radiochannels/--/Jerusalem-Radio.html,False,ABE
11866 VKu FSS,DVB-S28PSK75003/4,220.0,Radio Sol,,,,205 Spa,,,11866 V,,,,,Radio Sol,https://www.lyngsat.com/radiochannels/bo/Radio-Sol.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,120.0,Bolivia TV 7.2,,MPEG-4/HD,290.0,291 Spa,,,12544 R,,,,,Bolivia TV 7.2,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-72.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,130.0,Red Uno Santa Cruz,,MPEG-4/HD,306.0,307 Spa,,,12544 R,,,,,Red Uno Santa Cruz,https://www.lyngsat.com/tvchannels/bo/Red-Uno-Santa-Cruz.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,130.0,Red Uno Santa Cruz,,MPEG-4/HD,306.0,307 Spa,,,12544 R,,,,,Red Uno Santa Cruz,https://www.lyngsat.com/tvchannels/bo/Red-Uno-Santa-Cruz.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,150.0,TL Estrella,,MPEG-4/SD,338.0,339 Spa,,,12544 R,,,,,TL Estrella,https://www.lyngsat.com/tvchannels/bo/TL-Estrella.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,150.0,TL Estrella,,MPEG-4/SD,338.0,339 Spa,,,12544 R,,,,,TL Estrella,https://www.lyngsat.com/tvchannels/bo/TL-Estrella.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,160.0,F10,,MPEG-4/HD,354.0,355 Spa,,new,12544 R,,,,,F10,https://www.lyngsat.com/tvchannels/bo/F10.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,160.0,F10,,MPEG-4/HD,354.0,355 Spa,,new,12544 R,,,,,F10,https://www.lyngsat.com/tvchannels/bo/F10.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,170.0,Canal 11 TVU,,MPEG-4/HD,370.0,371 Spa,,,12544 R,,,,,Canal 11 TVU,https://www.lyngsat.com/tvchannels/bo/Canal-11-TVU.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,180.0,Católica TV,,MPEG-4/HD,386.0,387 Spa,,,12544 R,,,,,Católica TV,https://www.lyngsat.com/tvchannels/bo/Catolica-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,190.0,TVU Pando,,MPEG-4/HD,402.0,403 Spa,,,12544 R,,,,,TVU Pando,https://www.lyngsat.com/tvchannels/bo/TVU-Pando.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,195.0,Fap TV,,MPEG-4/SD,407.0,408 Spa,,,12544 R,,,,,Fap TV,https://www.lyngsat.com/tvchannels/bo/Fap-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,195.0,Fap TV,,MPEG-4/SD,407.0,408 Spa,,,12544 R,,,,,Fap TV,https://www.lyngsat.com/tvchannels/bo/Fap-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,210.0,Plus TLT,,MPEG-4/HD,530.0,531 Spa,,,12544 R,,,,,Plus TLT,https://www.lyngsat.com/tvchannels/bo/Plus-TLT.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,220.0,TV Universitaria,,MPEG-4/SD,546.0,547 Spa,,,12544 R,,,,,TV Universitaria,https://www.lyngsat.com/tvchannels/bo/TV-Universitaria.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,230.0,Palenque TV,,MPEG-4/SD,562.0,563 Spa,,,12544 R,,,,,Palenque TV,https://www.lyngsat.com/tvchannels/bo/Palenque-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,230.0,Palenque TV,,MPEG-4/SD,562.0,563 Spa,,,12544 R,,,,,Palenque TV,https://www.lyngsat.com/tvchannels/bo/Palenque-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,240.0,Cadena Sur,,MPEG-4/HD,578.0,579 Spa,,,12544 R,,,,,Cadena Sur,https://www.lyngsat.com/tvchannels/bo/Cadena-Sur.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,260.0,Xto TV,,MPEG-4/HD,610.0,611 Spa,,,12544 R,,,,,Xto TV,https://www.lyngsat.com/tvchannels/bo/Xto-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,270.0,GogoPlay TV,,MPEG-4/HD,626.0,627 Spa,,,12544 R,,,,,GogoPlay TV,https://www.lyngsat.com/tvchannels/bo/GogoPlay-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,270.0,GogoPlay TV,,MPEG-4/HD,626.0,627 Spa,,,12544 R,,,,,GogoPlay TV,https://www.lyngsat.com/tvchannels/bo/GogoPlay-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,280.0,PAT,,MPEG-4/SD,642.0,643 Spa,,,12544 R,,,,,PAT,https://www.lyngsat.com/tvchannels/bo/PAT.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,290.0,Sitel,,MPEG-4/SD,658.0,659 Spa,,,12544 R,,,,,Sitel,https://www.lyngsat.com/tvchannels/bo/Sitel.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,300.0,TEP,,MPEG-4/SD,770.0,771 Spa,,,12544 R,,,,,TEP,https://www.lyngsat.com/tvchannels/bo/TEP.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,310.0,Agenda Minera TV,,MPEG-4/HD,786.0,787 Spa,,,12544 R,,,,,Agenda Minera TV,https://www.lyngsat.com/tvchannels/bo/Agenda-Minera-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,320.0,Bethel TV Bolivia,,MPEG-4/SD,802.0,803 Spa,,,12544 R,,,,,Bethel TV Bolivia,https://www.lyngsat.com/tvchannels/pe/Bethel-TV-Bolivia.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,325.0,In TV (Bolivia),,MPEG-4/SD,807.0,808 Spa,,,12544 R,,,,,In TV (Bolivia),https://www.lyngsat.com/tvchannels/bo/In-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,325.0,In TV (Bolivia),,MPEG-4/SD,807.0,808 Spa,,,12544 R,,,,,In TV (Bolivia),https://www.lyngsat.com/tvchannels/bo/In-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,330.0,Red América TV,,MPEG-4/SD,818.0,819 Spa,,new,12544 R,,,,,Red América TV,https://www.lyngsat.com/tvchannels/bo/Red-America-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,330.0,Red América TV,,MPEG-4/SD,818.0,819 Spa,,new,12544 R,,,,,Red América TV,https://www.lyngsat.com/tvchannels/bo/Red-America-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,340.0,Gigavisión,,MPEG-4/HD,834.0,835 Spa,,,12544 R,,,,,Gigavisión,https://www.lyngsat.com/tvchannels/bo/Gigavision.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,370.0,Bolivisión,,MPEG-4/HD,882.0,883 Spa,,,12544 R,,,,,Bolivisión,https://www.lyngsat.com/tvchannels/bo/Bolivision.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,420.0,Cadena A,,MPEG-4/HD,1058.0,1059 Spa,,,12544 R,,,,,Cadena A,https://www.lyngsat.com/tvchannels/bo/Cadena-A.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,430.0,DTV,,MPEG-4/HD,1074.0,1075 Spa,,,12544 R,,,,,DTV,https://www.lyngsat.com/tvchannels/bo/DTV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,440.0,Abya Yala TV,,MPEG-4/SD,1090.0,1091 Spa,,,12544 R,,,,,Abya Yala TV,https://www.lyngsat.com/tvchannels/bo/Abya-Yala-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,440.0,Abya Yala TV,,MPEG-4/SD,1090.0,1091 Spa,,,12544 R,,,,,Abya Yala TV,https://www.lyngsat.com/tvchannels/bo/Abya-Yala-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,460.0,TV Nuevo Tiempo,,MPEG-4/HD,1122.0,1123 Spa,,,12544 R,,,,,TV Nuevo Tiempo,https://www.lyngsat.com/tvchannels/us/TV-Nuevo-Tiempo.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,460.0,TV Nuevo Tiempo,,MPEG-4/HD,1122.0,1123 Spa,,,12544 R,,,,,TV Nuevo Tiempo,https://www.lyngsat.com/tvchannels/us/TV-Nuevo-Tiempo.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,480.0,FM Bolivia TV,,MPEG-4/SD,1154.0,1155 Spa,,new,12544 R,,,,,FM Bolivia TV,https://www.lyngsat.com/tvchannels/bo/FM-Bolivia-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,480.0,FM Bolivia TV,,MPEG-4/SD,1154.0,1155 Spa,,new,12544 R,,,,,FM Bolivia TV,https://www.lyngsat.com/tvchannels/bo/FM-Bolivia-TV.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,500.0,ABE Educativo,,MPEG-4/HD,1282.0,1283 Spa,,,12544 R,,,,,ABE Educativo,https://www.lyngsat.com/tvchannels/bo/ABE-Educativo.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,,Radio Éxito,,,,1298 Spa,,,12544 R,,,,,Radio Éxito,https://www.lyngsat.com/radiochannels/bo/Radio-Exito.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,,Radio Éxito,,,,1298 Spa,,,12544 R,,,,,Radio Éxito,https://www.lyngsat.com/radiochannels/bo/Radio-Exito.html,False,ABE
12544 RKu BSS,DVB-S28PSK300005/6,,Radio Betania,,,,1314 Spa,,,12544 R,,,,,Radio Betania,https://www.lyngsat.com/radiochannels/bo/Radio-Betania.html,False,ABE
