Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3728 Htp 1AC,DVB-S28PSK24003/4,,(feeds),,,,,,Albert I201126,3728 H,tp 1A,,,,,,False,
3730 Vtp 1BC,DVB-S28PSK16505/6,,(feeds),,,,,,Bulek Sps180509,3730 V,tp 1B,,,,,,False,
3763 Htp 2AC,DVB-S28PSK12003/4,,(feeds),,,,,,Albert I170502,3763 H,tp 2A,,,,,,False,
3770 Htp 2AC,DVB-S2QPSK16003/4,,(feeds),,,,,,Anonymous191219,3770 H,tp 2A,,,,,,False,
3811 Vtp 3BC,DVB-S28PSK46003/4,,(feeds),,,,,,DX Bozóth200229,3811 V,tp 3B,,,,,,False,
3817 Vtp 3BC,DVB-S28PSK46003/4,,(feeds),,,,,,N Stanislav220729,3817 V,tp 3B,,,,,,False,
3828 Vtp 3BC,DVB-S28PSK75005/6,,(feeds),,,,,,Anonymous200218,3828 V,tp 3B,,,,,,False,
3858 HC,DVB-S28PSK69203/4,,(feeds),,,,,,Bulek Sps181130,3858 H,,,,,,,False,
3983 VC,DVB-S36003/4,,(feeds),,,,,,Anonymous191008,3983 V,,,,,,,False,
3995 VC,DVB-S7200,,(feeds),,,,,,A Zapara210219,3995 V,,,,,,,False,
4005 HC,DVB-S2QPSK37509/10,,(feeds),,,,,,DX Bozóth210207,4005 H,,,,,,,False,
4025 Htp 8AC,DVB-S12003/4,,(feeds),,,,,,T Kameda170407,4025 H,tp 8A,,,,,,False,
4028 Htp 8AC,DVB-S12003/4,,(feeds),,,,,,DX Bozóth171123,4028 H,tp 8A,,,,,,False,
4040 Htp 8AC,DVB-S28PSK20803/4,,(feeds),,,,,,DX Bozóth200515,4040 H,tp 8A,,,,,,False,
4043 Htp 8AC,DVB-S15005/6,,(feeds),,,,,,DX Bozóth171123,4043 H,tp 8A,,,,,,False,
4067 Htp 8AC,DVB-S2QPSK15005/6,,(feeds),,,,,,DX Bozóth150811,4067 H,tp 8A,,,,,,False,
4094 Htp 8AC,DVB-S28PSK10803/4,,(feeds),,,,,,DX Bozóth200120,4094 H,tp 8A,,,,,,False,
4096 Htp 8AC,DVB-S28PSK16003/4,,(feeds),,,,,,Anonymous191008,4096 H,tp 8A,,,,,,False,
4098 Htp 8AC,DVB-S28PSK16005/6,,(feeds),,,,,,DX Bozóth171123,4098 H,tp 8A,,,,,,False,
3774 Htp 2AC,DVB-S2QPSK18003/4,1.0,Yunnan Lancang-Mekong International Channel,,1-1MPEG-4/SD,256.0,4.0 258,,T Kameda200918,3774 H,tp 2A,,,,,,False,
3836 Vtp 3BC,DVB-S28PSK23005/6,,(BBTV Channel 7 feeds),,,,,,Anonymous200209,3836 V,tp 3B,,,,,,False,
4020 Vtp 7BC,DVB-S28PSK72003/4,,,,,,7.9,,N Stanislav231024,4020 V,tp 7B,,,,,,False,
4020 Vtp 7BC,DVB-S28PSK72003/4,1.0,Polimer,,MPEG-4/SD,1001.0,2001 Tam,,,4020 V,tp 7B,,,,Polimer,https://www.lyngsat.com/tvchannels/in/Polimer.html,False,
4020 Vtp 7BC,DVB-S28PSK72003/4,2.0,Polimer News,,MPEG-4/SD,1002.0,2002 Tam,,,4020 V,tp 7B,,,,Polimer News,https://www.lyngsat.com/tvchannels/in/Polimer-News.html,False,
4020 Vtp 7BC,DVB-S28PSK72003/4,3.0,Jothi TV,,MPEG-4/SD,1003.0,2003 Tam,,,4020 V,tp 7B,,,,Jothi TV,https://www.lyngsat.com/tvchannels/in/Jothi-TV.html,False,
4020 Vtp 7BC,DVB-S28PSK72003/4,4.0,Polimer Samachar,,MPEG-4/SD,1004.0,2004 Hin,,,4020 V,tp 7B,,,,Polimer Samachar,https://www.lyngsat.com/tvchannels/in/Polimer-Samachar.html,False,
4027 Vtp 7BC,DVB-S2QPSK37503/4,,(NBT TV feeds),,,,,,Albert I200213,4027 V,tp 7B,,,,,,False,
4032 Vtp 7BC,DVB-S37503/4,,(NBT TV feeds),,,,,,Anonymous200305,4032 V,tp 7B,,,,,,False,
4035 Htp 8AC,DVB-S2QPSK10733/4,,Voice of Strait,,65535-1,,4.0,,Onacila210319,4035 H,tp 8A,,,https://www.lyngsat.com/providers/cn/Voice-of-Strait.html,,,True,Voice of Strait
4035 Htp 8AC,DVB-S2QPSK10733/4,1.0,VOS Auto and Life FM 90.6,,,,301 Chi,,,4035 H,tp 8A,,,,VOS Auto and Life FM 90.6,https://www.lyngsat.com/radiochannels/cn/VOS-Auto-and-Life-FM-906.html,False,Voice of Strait
4035 Htp 8AC,DVB-S2QPSK10733/4,1.0,CHBC 107.1 FM,,,,302 Chi,,,4035 H,tp 8A,,,,CHBC 107.1 FM,https://www.lyngsat.com/radiochannels/cn/CHBC-1071-FM.html,False,Voice of Strait
4035 Htp 8AC,DVB-S2QPSK10733/4,1.0,VOS News AM 666,,,,303 Chi,,,4035 H,tp 8A,,,,VOS News AM 666,https://www.lyngsat.com/radiochannels/cn/VOS-News-AM-666.html,False,Voice of Strait
4035 Htp 8AC,DVB-S2QPSK10733/4,1.0,VOS Minnan Dialect AM 783,,,,304 Chi,,,4035 H,tp 8A,,,,VOS Minnan Dialect AM 783,https://www.lyngsat.com/radiochannels/cn/VOS-Minnan-Dialect-AM-783.html,False,Voice of Strait
4035 Htp 8AC,DVB-S2QPSK10733/4,1.0,VOS Sunshine FM 99.6,,,,305 Chi,,,4035 H,tp 8A,,,,VOS Sunshine FM 99.6,https://www.lyngsat.com/radiochannels/cn/VOS-Sunshine-FM-996.html,False,Voice of Strait
4140 VC,DVB-S28PSK288003/4,,Raj TV Network,,1-1,,7.9,,C Sutton240130,4140 V,,,,https://www.lyngsat.com/providers/in/Raj-TV-Network.html,,,True,Raj TV Network
4140 VC,DVB-S28PSK288003/4,1.0,Raj TV,,MPEG-4/SD,601.0,701 Tam,Irdeto,,4140 V,,,Irdeto,,Raj TV,https://www.lyngsat.com/tvchannels/in/Raj-TV.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,2.0,Raj Digital Plus,,MPEG-4/SD,602.0,702 Tam,Irdeto,,4140 V,,,Irdeto,,Raj Digital Plus,https://www.lyngsat.com/tvchannels/in/Raj-Digital-Plus.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,3.0,Raj News,,MPEG-4/SD,603.0,703 Tam,Irdeto,,4140 V,,,Irdeto,,Raj News,https://www.lyngsat.com/tvchannels/in/Raj-News.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,4.0,Raj Musix Tamil,,MPEG-4/SD,604.0,704 Tam,Irdeto,,4140 V,,,Irdeto,,Raj Musix Tamil,https://www.lyngsat.com/tvchannels/in/Raj-Musix-Tamil.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,5.0,Vissa,,MPEG-4/SD,605.0,705 Tel,,,4140 V,,,,,Vissa,https://www.lyngsat.com/tvchannels/in/Vissa.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,6.0,Raj Musix Kannada,,MPEG-4/SD,606.0,706 Kan,,,4140 V,,,,,Raj Musix Kannada,https://www.lyngsat.com/tvchannels/in/Raj-Musix-Kannada.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,7.0,Raj News Kannada,,MPEG-4/SD,607.0,707 Kan,,,4140 V,,,,,Raj News Kannada,https://www.lyngsat.com/tvchannels/in/Raj-News-Kannada.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,8.0,Raj Musix Telugu,,MPEG-4/SD,608.0,708 Tel,,,4140 V,,,,,Raj Musix Telugu,https://www.lyngsat.com/tvchannels/in/Raj-Musix-Telugu.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,9.0,Raj News Telugu,,MPEG-4/SD,609.0,709 Tel,,,4140 V,,,,,Raj News Telugu,https://www.lyngsat.com/tvchannels/in/Raj-News-Telugu.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,10.0,Raj News Malayalam,,MPEG-4/SD,610.0,710 Mal,,,4140 V,,,,,Raj News Malayalam,https://www.lyngsat.com/tvchannels/in/Raj-News-Malayalam.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,11.0,Raj Musix Malayalam,,MPEG-4/SD,611.0,711 Mal,,,4140 V,,,,,Raj Musix Malayalam,https://www.lyngsat.com/tvchannels/in/Raj-Musix-Malayalam.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,12.0,Raj Pariwar,,MPEG-4/SD,612.0,712 Hin,,,4140 V,,,,,Raj Pariwar,https://www.lyngsat.com/tvchannels/in/Raj-Pariwar.html,False,Raj TV Network
4140 VC,DVB-S28PSK288003/4,13.0,Raj Nagaichuvai,,MPEG-4/SD,613.0,713 Tam,,,4140 V,,,,,Raj Nagaichuvai,https://www.lyngsat.com/tvchannels/in/Raj-Nagaichuvai.html,False,Raj TV Network
4180 VC,DVB-S28PSK41673/5,1.0,Korean Central TV,,65281-1MPEG-4/HD,101.0,5.5 102 Kor,,T Kameda201010,4180 V,,,,,,,False,Raj TV Network
4180 VC,DVB-S28PSK41673/5,2.0,Voice of Korea,,,,202,,,4180 V,,,,,Voice of Korea,https://www.lyngsat.com/radiochannels/kp/Voice-of-Korea.html,False,Raj TV Network
