Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
12224 Rtp 1Canada0,DVB-S200007/8,,Bell TV,,256-1,,7.2,Nagravision,M Flores191227,12224 R,tp 1,0,Nagravision,,,,False,
12239 Ltp 2Canada0,DVB-S200007/8,,Bell TV,,256-2,,7.2,Nagravision,M Flores191227,12239 L,tp 2,0,Nagravision,,,,False,
12253 Rtp 3Canada0,DVB-S200007/8,,Bell TV,,256-3,,7.2,Nagravision,M Flores191227,12253 R,tp 3,0,Nagravision,,,,False,
12268 Ltp 4Canada0,DVB-S200007/8,,Bell TV,,256-4,,7.2,Nagravision,T Viererbe240103,12268 L,tp 4,0,Nagravision,,,,False,
12282 Rtp 5Canada0,DVB-S20000,,Bell TV,,256-5,,,Nagravision,NK210415,12282 R,tp 5,0,Nagravision,,,,False,
12297 Ltp 6Canada0,DVB-S200007/8,,Bell TV,,256-6,,7.2,Nagravision,M Flores191227,12297 L,tp 6,0,Nagravision,,,,False,
12311 Rtp 7Canada0,DVB-S200007/8,,Bell TV,,256-7,,7.2,Nagravision,M Flores191227,12311 R,tp 7,0,Nagravision,,,,False,
12326 Ltp 8Canada0,DVB-S200007/8,,Bell TV,,256-8,,7.2,Nagravision,NK170831,12326 L,tp 8,0,Nagravision,,,,False,
12341 Rtp 9Canada0,DVB-S200007/8,,Bell TV,,256-9,,7.2,Nagravision,NK200127,12341 R,tp 9,0,Nagravision,,,,False,
12355 Ltp 10Canada0,DVB-S200007/8,,Bell TV,,256-10,,7.2,Nagravision,NK170831,12355 L,tp 10,0,Nagravision,,,,False,
12370 Rtp 11Canada0,DVB-S200007/8,,Bell TV,,256-11,,7.2,Nagravision,M Flores191224,12370 R,tp 11,0,Nagravision,,,,False,
12384 Ltp 12Canada0,DVB-S200007/8,,Bell TV,,256-12,,7.2,Nagravision,NK130724,12384 L,tp 12,0,Nagravision,,,,False,
12399 Rtp 13Canada0,DVB-S200007/8,,Bell TV,,256-13,,7.2,Nagravision,NK170831,12399 R,tp 13,0,Nagravision,,,,False,
12414 Ltp 14Canada0,DVB-S200007/8,,Bell TV,,256-14,,7.2,Nagravision,M Flores191224,12414 L,tp 14,0,Nagravision,,,,False,
12428 Rtp 15Canada0,DVB-S200007/8,,Bell TV,,256-15,,7.2,Nagravision,J Robson210223,12428 R,tp 15,0,Nagravision,,,,False,
12443 Ltp 16Canada0,DVB-S200007/8,,Bell TV,,256-16,,7.2,Nagravision,M Flores191224,12443 L,tp 16,0,Nagravision,,,,False,
12457 Rtp 17Canada0,DVB-S200007/8,,Bell TV,,256-17,,7.2,Nagravision,M Flores191224,12457 R,tp 17,0,Nagravision,,,,False,
12472 Ltp 18Canada0,DVB-S200007/8,,Bell TV,,256-18,,7.2,Nagravision,NK200103,12472 L,tp 18,0,Nagravision,,,,False,
