Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3777 HIndia,DVB-S28PSK44005/6,,Doordarshan,,1-1,,9.4,,N Stanislav240124,3777 H,,,,https://www.lyngsat.com/providers/in/Doordarshan.html,,,True,Doordarshan
3777 HIndia,DVB-S28PSK44005/6,,Doordarshan,,1-1,,9.4,,N Stanislav240124,3777 H,,,,https://www.lyngsat.com/providers/in/Doordarshan.html,,,True,Doordarshan
3782 HIndia,DVB-S28PSK20003/4,,Doordarshan,,,,7.9,BISS,Robiul231114,3782 H,,,BISS,https://www.lyngsat.com/providers/in/Doordarshan.html,,,True,Doordarshan
3782 HIndia,DVB-S28PSK20003/4,,Doordarshan,,,,7.9,BISS,Robiul231114,3782 H,,,BISS,https://www.lyngsat.com/providers/in/Doordarshan.html,,,True,Doordarshan
3777 HIndia,DVB-S28PSK44005/6,5.0,DD Sports,,MPEG-4/SD,501.0,502 Hin,BISS,,3777 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan
3777 HIndia,DVB-S28PSK44005/6,5.0,DD Sports,,MPEG-4/SD,501.0,502 Hin,BISS,,3777 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan
3777 HIndia,DVB-S28PSK44005/6,5.0,DD Sports,,MPEG-4/SD,501.0,502 Hin,BISS,,3777 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan
3777 HIndia,DVB-S28PSK44005/6,6.0,DD Sports,,MPEG-4/HD,601.0,602 Hin,,,3777 H,,,,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan
3777 HIndia,DVB-S28PSK44005/6,6.0,DD Sports,,MPEG-4/HD,601.0,602 Hin,,,3777 H,,,,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan
3777 HIndia,DVB-S28PSK44005/6,6.0,DD Sports,,MPEG-4/HD,601.0,602 Hin,,,3777 H,,,,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan
3782 HIndia,DVB-S28PSK20003/4,4.0,DD Sports,,MPEG-4/SD,104.0,204 Hin,BISS,,3782 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan
3782 HIndia,DVB-S28PSK20003/4,4.0,DD Sports,,MPEG-4/SD,104.0,204 Hin,BISS,,3782 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan
3782 HIndia,DVB-S28PSK20003/4,4.0,DD Sports,,MPEG-4/SD,104.0,204 Hin,BISS,,3782 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan
3777 HIndia,DVB-S28PSK44005/6,7.0,DD Kisan,,MPEG-4/SD,701.0,702,,,3777 H,,,,,DD Kisan,https://www.lyngsat.com/tvchannels/in/DD-Kisan.html,False,Doordarshan
3777 HIndia,DVB-S28PSK44005/6,7.0,DD Kisan,,MPEG-4/SD,701.0,702,,,3777 H,,,,,DD Kisan,https://www.lyngsat.com/tvchannels/in/DD-Kisan.html,False,Doordarshan
