Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3792 Rtp WHR3West hemi0,DVB-S2QPSK20482/3,,@ Oceanic Broadband,,,,3.1,,T Waters100609,3792 R,tp WHR3,0,,,,,False,
4055 Ltp GLL7Global34-35,DVB-S2110001/2,,American Forces Network,,,,,PowerVuVerimatrix,Kai R181023,4055 L,tp GLL7,34-35,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,,,True,American Forces Network
4055 Ltp GLL7Global34-35,DVB-S2110001/2,202.0,AFN Prime Pacific,,MPEG-4/SD,1260.0,1126 Eng,PowerVuVerimatrix,,4055 L,tp GLL7,34-35,"PowerVu,Verimatrix",,AFN Prime Pacific,https://www.lyngsat.com/tvchannels/us/AFN-Prime-Pacific.html,False,American Forces Network
4055 Ltp GLL7Global34-35,DVB-S2110001/2,203.0,AFN News,,MPEG-4/SD,1360.0,1226 Eng,PowerVuVerimatrix,,4055 L,tp GLL7,34-35,"PowerVu,Verimatrix",,AFN News,https://www.lyngsat.com/tvchannels/us/AFN-News.html,False,American Forces Network
4055 Ltp GLL7Global34-35,DVB-S2110001/2,204.0,AFN Sports,,MPEG-4/SD,2060.0,2020 Eng,PowerVuVerimatrix,,4055 L,tp GLL7,34-35,"PowerVu,Verimatrix",,AFN Sports,https://www.lyngsat.com/tvchannels/us/AFN-Sports.html,False,American Forces Network
4055 Ltp GLL7Global34-35,DVB-S2110001/2,220.0,AFN The Eagle Japan,,,,17.5 Eng,PowerVuVerimatrix,,4055 L,tp GLL7,34-35,"PowerVu,Verimatrix",,AFN The Eagle Japan,https://www.lyngsat.com/radiochannels/us/AFN-The-Eagle-Japan.html,False,American Forces Network
4055 Ltp GLL7Global34-35,DVB-S2110001/2,221.0,AFN The Voice,,,,1520 Eng,PowerVuVerimatrix,,4055 L,tp GLL7,34-35,"PowerVu,Verimatrix",,AFN The Voice,https://www.lyngsat.com/radiochannels/us/AFN-The-Voice.html,False,American Forces Network
4055 Ltp GLL7Global34-35,DVB-S2110001/2,222.0,AFN Music Service 1,,,,1420 Eng,PowerVuVerimatrix,,4055 L,tp GLL7,34-35,"PowerVu,Verimatrix",,AFN Music Service 1,https://www.lyngsat.com/radiochannels/us/AFN-Music-Service-1.html,False,American Forces Network
4055 Ltp GLL7Global34-35,DVB-S2110001/2,223.0,AFN Music Service 2,,,,16.0 Eng,PowerVuVerimatrix,,4055 L,tp GLL7,34-35,"PowerVu,Verimatrix",,AFN Music Service 2,https://www.lyngsat.com/radiochannels/us/AFN-Music-Service-2.html,False,American Forces Network
4152 Rtp GLR10Global34-35,DVB-S2QPSK2127,11.0,KGTF (PBS - Agana),,?-?MPEG-4/SD,177.0,180 Eng,,Martin 4190104,4152 R,tp GLR10,34-35,,,,,False,American Forces Network
4192 Rtp GLR10Global34-35,DVB-S2QPSK26443/4,301.0,BYU TV Global,,?-?MPEG-4/SD,4864.0,4.04865 Eng4865 Chi,,R Torkelson180918,4192 R,tp GLR10,34-35,,,,,False,American Forces Network
,,,,,,,,,,,,,,,DVB-S2QPSK2127,,False,American Forces Network
,,,,,,,,,,,,,,,DVB-S2QPSK26443/4,,False,American Forces Network
