Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
10492 H,DVB-S2QPSK15004/5,1.0,Es'hailSat promo,,65535-43690MPEG-4/HD,257.0,4.7 258,,Lexzie200331,10492 H,,,,,,,False,
10730 HMENA50,DVB-S300003/4,,,,224-1090,,5.5,,Hadowooalsatan240215,10730 H,,50.0,,,,,False,
10890 VMENA50,,,,,,,,,N Stanislav240328,10890 V,,50.0,,,,,False,
10930 HMENA50,,,,,,,,,N Stanislav240119,10930 H,,50.0,,,,,False,
11310 Vtp E6MENA50,DVB-S28PSK300002/3,,,,224-2050,,6.6,,N Stanislav240128,11310 V,tp E6,50.0,,,,,False,
11430 HMENA50,,,,,,,,,N Stanislav240301,11430 H,,50.0,,,,,False,
10730 HMENA50,DVB-S300003/4,10903.0,Qatar Today,,MPEG-4/SD,931.0,932 Ara,,,10730 H,,50.0,,,Qatar Today,https://www.lyngsat.com/tvchannels/qa/Qatar-Today.html,False,
10730 HMENA50,DVB-S300003/4,10904.0,Al Mamlaka TV,,MPEG-2/SD,941.0,942 Ara,,,10730 H,,50.0,,,Al Mamlaka TV,https://www.lyngsat.com/tvchannels/jo/Al-Mamlaka-TV.html,False,
10730 HMENA50,DVB-S300003/4,10904.0,Al Mamlaka TV,,MPEG-2/SD,941.0,942 Ara,,,10730 H,,50.0,,,Al Mamlaka TV,https://www.lyngsat.com/tvchannels/jo/Al-Mamlaka-TV.html,False,
10730 HMENA50,DVB-S300003/4,10905.0,Al-Aqsa TV,,MPEG-4/HD,951.0,952 Ara,,,10730 H,,50.0,,,Al-Aqsa TV,https://www.lyngsat.com/tvchannels/ps/Al-Aqsa-TV.html,False,
10730 VMENA50,DVB-S28PSK275002/3,,Al Rayyan,,224-2070,,6.6,,K Berkes210427,10730 V,,50.0,,https://www.lyngsat.com/providers/qa/Al-Rayyan.html,Al Rayyan,https://www.lyngsat.com/tvchannels/qa/Al-Rayyan.html,True,Al Rayyan
10730 VMENA50,DVB-S28PSK275002/3,,Al Rayyan,,224-2070,,6.6,,K Berkes210427,10730 V,,50.0,,https://www.lyngsat.com/providers/qa/Al-Rayyan.html,Al Rayyan,https://www.lyngsat.com/tvchannels/qa/Al-Rayyan.html,True,Al Rayyan
10730 VMENA50,DVB-S28PSK275002/3,20701.0,Al Rayyan,,MPEG-4/HD,101.0,201 Ara,,,10730 V,,50.0,,https://www.lyngsat.com/providers/qa/Al-Rayyan.html,Al Rayyan,https://www.lyngsat.com/tvchannels/qa/Al-Rayyan.html,True,Al Rayyan
10730 VMENA50,DVB-S28PSK275002/3,20701.0,Al Rayyan,,MPEG-4/HD,101.0,201 Ara,,,10730 V,,50.0,,https://www.lyngsat.com/providers/qa/Al-Rayyan.html,Al Rayyan,https://www.lyngsat.com/tvchannels/qa/Al-Rayyan.html,True,Al Rayyan
10730 VMENA50,DVB-S28PSK275002/3,20702.0,Al Rayyan Al Qadeem,,MPEG-4/HD,102.0,202 Ara,,,10730 V,,50.0,,,Al Rayyan Al Qadeem,https://www.lyngsat.com/tvchannels/qa/Al-Rayyan-Al-Qadeem.html,False,Al Rayyan
10730 VMENA50,DVB-S28PSK275002/3,20703.0,Al Rayyan Radio,,,,203 Ara,,,10730 V,,50.0,,,Al Rayyan Radio,https://www.lyngsat.com/radiochannels/qa/Al-Rayyan-Radio.html,False,Al Rayyan
10730 VMENA50,DVB-S28PSK275002/3,20704.0,Sout Al Islam,,,,204 Ara,,,10730 V,,50.0,,,Sout Al Islam,https://www.lyngsat.com/radiochannels/qa/Sout-Al-Islam.html,False,Al Rayyan
10770 HMENA50,DVB-S28PSK275003/4,,Al Kass,,224-4137,,7.9,IrdetoVideoguard,M Al-Taie240212,10770 H,,50.0,"Irdeto,Videoguard",https://www.lyngsat.com/providers/qa/Al-Kass.html,,,True,Al Kass
10770 HMENA50,DVB-S28PSK275003/4,111.0,Al Kass Five,,MPEG-4/HD,203.0,303 Ara 403 Eng,,,10770 H,,50.0,,,Al Kass Five,https://www.lyngsat.com/tvchannels/qa/Al-Kass-Five.html,False,Al Kass
10770 HMENA50,DVB-S28PSK275003/4,112.0,Al Kass Six,,MPEG-4/HD,221.0,321 Ara 421 Eng,IrdetoVideoguard,,10770 H,,50.0,"Irdeto,Videoguard",,Al Kass Six,https://www.lyngsat.com/tvchannels/qa/Al-Kass-Six.html,False,Al Kass
10770 HMENA50,DVB-S28PSK275003/4,113.0,Al Kass Nine,,MPEG-4/HD,223.0,323 Ara 423 Eng,IrdetoVideoguard,,10770 H,,50.0,"Irdeto,Videoguard",,Al Kass Nine,https://www.lyngsat.com/tvchannels/qa/Al-Kass-Nine.html,False,Al Kass
10770 HMENA50,DVB-S28PSK275003/4,114.0,Al Kass Ten,,MPEG-4/HD,202.0,302 Ara 402 Eng,IrdetoVideoguard,,10770 H,,50.0,"Irdeto,Videoguard",,Al Kass Ten,https://www.lyngsat.com/tvchannels/qa/Al-Kass-Ten.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,,Qatari mux,,2-2,,7.9,,N Stanislav221220,10770 V,,50.0,,,,,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,1.0,Qatar TV,,MPEG-4/HD,401.0,402 Ara,,,10770 V,,50.0,,,Qatar TV,https://www.lyngsat.com/tvchannels/qa/Qatar-TV.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,1.0,Qatar TV,,MPEG-4/HD,401.0,402 Ara,,,10770 V,,50.0,,,Qatar TV,https://www.lyngsat.com/tvchannels/qa/Qatar-TV.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,2.0,Qatar TV 2,,MPEG-4/HD,201.0,202 Ara,,,10770 V,,50.0,,,Qatar TV 2,https://www.lyngsat.com/tvchannels/qa/Qatar-TV-2.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,2.0,Qatar TV 2,,MPEG-4/HD,201.0,202 Ara,,,10770 V,,50.0,,,Qatar TV 2,https://www.lyngsat.com/tvchannels/qa/Qatar-TV-2.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,3.0,Al Kass One,,MPEG-4/HD,210.0,310 Ara 410 Eng,,,10770 V,,50.0,,,Al Kass One,https://www.lyngsat.com/tvchannels/qa/Al-Kass-One.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,4.0,Al Kass Two,,MPEG-4/HD,204.0,304 Ara 404 Eng,,,10770 V,,50.0,,,Al Kass Two,https://www.lyngsat.com/tvchannels/qa/Al-Kass-Two.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,5.0,Al Kass Four,,MPEG-4/HD,205.0,305 Ara 405 Eng,,,10770 V,,50.0,,,Al Kass Four,https://www.lyngsat.com/tvchannels/qa/Al-Kass-Four.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,10.0,Sout al Khaleej 2,,,,7102 Ara,,,10770 V,,50.0,,,Sout al Khaleej 2,https://www.lyngsat.com/radiochannels/qa/Sout-al-Khaleej-2.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,11.0,Sout al Khaleej 3,,,,7202 Ara,,,10770 V,,50.0,,,Sout al Khaleej 3,https://www.lyngsat.com/radiochannels/qa/Sout-al-Khaleej-3.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,12.0,Sout al Khaleej 4,,,,7302 Ara,,,10770 V,,50.0,,,Sout al Khaleej 4,https://www.lyngsat.com/radiochannels/qa/Sout-al-Khaleej-4.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,13.0,Sout al Khaleej Europe,,,,7402 Ara,,,10770 V,,50.0,,,Sout al Khaleej Europe,https://www.lyngsat.com/radiochannels/qa/Sout-al-Khaleej-Europe.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,21.0,Qatar Radio,,,,6002 Ara,,,10770 V,,50.0,,,Qatar Radio,https://www.lyngsat.com/radiochannels/qa/Qatar-Radio.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,21.0,Qatar Radio,,,,6002 Ara,,,10770 V,,50.0,,,Qatar Radio,https://www.lyngsat.com/radiochannels/qa/Qatar-Radio.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,22.0,Holy Quran Radio 1,,,,6102 Ara,,,10770 V,,50.0,,,Holy Quran Radio 1,https://www.lyngsat.com/radiochannels/qa/Holy-Quran-Radio-1.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,22.0,Holy Quran Radio 1,,,,6102 Ara,,,10770 V,,50.0,,,Holy Quran Radio 1,https://www.lyngsat.com/radiochannels/qa/Holy-Quran-Radio-1.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,23.0,Oryx FM,,,,6202 Fre,,,10770 V,,50.0,,,Oryx FM,https://www.lyngsat.com/radiochannels/qa/Oryx-FM.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,23.0,Oryx FM,,,,6202 Fre,,,10770 V,,50.0,,,Oryx FM,https://www.lyngsat.com/radiochannels/qa/Oryx-FM.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,24.0,QBS Radio,,,,6302 Eng,,,10770 V,,50.0,,,QBS Radio,https://www.lyngsat.com/radiochannels/qa/QBS-Radio.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,24.0,QBS Radio,,,,6302 Eng,,,10770 V,,50.0,,,QBS Radio,https://www.lyngsat.com/radiochannels/qa/QBS-Radio.html,False,Al Kass
10770 VMENA50,DVB-S28PSK275003/4,25.0,Urdu Radio,,,,6402 Urd,,,10770 V,,50.0,,,Urdu Radio,https://www.lyngsat.com/radiochannels/qa/Urdu-Radio.html,False,Al Kass
