Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
10970 Vtp 1BEK0West Latin America0,DVB-S28PSK279002/3,,Claro Americas Norte,,,,6.6,Nagravision,C de Berazategui230727,10970 V,tp 1BEK0,0,Nagravision,,,,False,
11010 Vtp 2BEK0West Latin America0,DVB-S28PSK279002/3,,Claro Americas Norte,,3-7,,6.6,Nagravision,C de Berazategui220422,11010 V,tp 2BEK0,0,Nagravision,,,,False,
11050 Vtp 3BEK0West Latin America0,DVB-S28PSK279002/3,,Claro Americas Norte,,,,6.6,Nagravision,StarTVuser220603,11050 V,tp 3BEK0,0,Nagravision,,,,False,
11054 Htp 3AEK0West Latin America0,DVB-S28PSK279002/3,,Claro Americas Norte,,,,6.6,Nagravision,C de Berazategui220915,11054 H,tp 3AEK0,0,Nagravision,,,,False,
11090 Vtp 4BEK0West Latin America0,DVB-S28PSK279002/3,,Claro Americas Norte,,,,6.6,Nagravision,C de Berazategui220708,11090 V,tp 4BEK0,0,Nagravision,,,,False,
11130 Vtp 5BEK0West Latin America0,DVB-S28PSK279002/3,,Claro Americas Norte,,,,6.6,Nagravision,C de Berazategui240303,11130 V,tp 5BEK0,0,Nagravision,,,,False,
11134 Htp 5AEK0West Latin America0,DVB-S28PSK279002/3,,Claro Americas Norte,,,,6.6,Nagravision,Wilkherdasilva190423,11134 H,tp 5AEK0,0,Nagravision,,,,False,
11170 Vtp 6BEK0West Latin America0,DVB-S28PSK279002/3,,Claro Americas Norte,,,,6.6,Nagravision,Edinho fta230615,11170 V,tp 6BEK0,0,Nagravision,,,,False,
11174 Htp 6AEK0West Latin America0,DVB-S28PSK279002/3,,Claro Americas Norte,,,,6.6,Nagravision,Wilkherdasilva190423,11174 H,tp 6AEK0,0,Nagravision,,,,False,
10982 Htp 1AEK0West Latin America0,DVB-S2QPSK150002/3,,CANTV TV Satelital,,,,3.1,Tongfang,Edinho fta231120,10982 H,tp 1AEK0,0,Tongfang,,,,False,
11015 Htp 2AEK0West Latin America0,DVB-S2QPSK300002/3,,CANTV TV Satelital,,,,3.1,Tongfang,C de BerazateguiEdinho fta220714,11015 H,tp 2AEK0,0,Tongfang,,,,False,
11050 Vtp 3BEK0West Latin America0,DVB-S28PSK279002/3,600.0,Enlace,,MPEG-4/SD,1119.0,1111 Spa,,,11050 V,tp 3BEK0,0,,,Enlace,https://www.lyngsat.com/tvchannels/cr/Enlace.html,False,
11050 Vtp 3BEK0West Latin America0,DVB-S28PSK279002/3,600.0,Enlace,,MPEG-4/SD,1119.0,1111 Spa,,,11050 V,tp 3BEK0,0,,,Enlace,https://www.lyngsat.com/tvchannels/cr/Enlace.html,False,
12220 HBrazil0,DVB-S298903/4,,Claro Brasil,,,,5.5,Nagravision,O Ponce240104,12220 H,,0,Nagravision,,,,False,
12240 VBrazil0,DVB-S28PSK298903/5,,Claro Brasil,,,,5.5,Nagravision,F Alisson230904,12240 V,,0,Nagravision,,,,False,
12260 HBrazil0,DVB-S28PSK298903/5,,Claro Brasil,,,,5.5,Nagravision,F Alisson230904,12260 H,,0,Nagravision,,,,False,
12280 VBrazil0,DVB-S28PSK298903/5,,Claro Brasil,,,,5.5,Nagravision,F Alisson230904,12280 V,,0,Nagravision,,,,False,
12300 HBrazil0,DVB-S28PSK298903/5,,Claro Brasil,,,,5.5,Nagravision,F Alisson230904,12300 H,,0,Nagravision,,,,False,
12320 VBrazil0,DVB-S299003/4,,Claro Brasil,,,,5.5,Nagravision,C de Berazategui230727,12320 V,,0,Nagravision,,,,False,
12340 HBrazil0,DVB-S29890,,Claro Brasil,,,,,Nagravision,F Alisson240108,12340 H,,0,Nagravision,,,,False,
12360 VBrazil0,DVB-S28PSK29890,,Claro Brasil,,,,,Nagravision,F Alisson230904,12360 V,,0,Nagravision,,,,False,
12380 HBrazil0,DVB-S29890,,Claro Brasil,,,,,Nagravision,F Alisson221020,12380 H,,0,Nagravision,,,,False,
12400 VBrazil0,DVB-S28PSK29890,,Claro Brasil,,,,,Nagravision,F Alisson230904,12400 V,,0,Nagravision,,,,False,
12420 HBrazil0,DVB-S28PSK29890,,Claro Brasil,,,,,Verimatrix (B)Nagravision,F Alisson230904,12420 H,,0,"Verimatrix (B),Nagravision",,,,False,
12440 VBrazil0,DVB-S28PSK29890,,Claro Brasil,,,,,Nagravision,F Alisson230904,12440 V,,0,Nagravision,,,,False,
12460 HBrazil0,DVB-S229890,,Claro Brasil,,,,,Verimatrix (B)Nagravision,F Alisson230904,12460 H,,0,"Verimatrix (B),Nagravision",,,,False,
12480 VBrazil0,DVB-S229890,,Claro Brasil,,,,,Verimatrix (B)Nagravision,F Alisson230904,12480 V,,0,"Verimatrix (B),Nagravision",,,,False,
12500 HBrazil0,DVB-S29890,,Claro Brasil,,,,,Nagravision,F Alisson221020,12500 H,,0,Nagravision,,,,False,
12520 VBrazil0,DVB-S28PSK29890,,Claro Brasil,,,,,Nagravision,F Alisson230904,12520 V,,0,Nagravision,,,,False,
12540 HBrazil0,DVB-S29890,,Claro Brasil,,,,,Nagravision,F Alisson230904,12540 H,,0,Nagravision,,,,False,
12560 VBrazil0,DVB-S28PSK29890,,Claro Brasil,,,,,Verimatrix (B)Nagravision,F Alisson230904,12560 V,,0,"Verimatrix (B),Nagravision",,,,False,
12580 HBrazil0,DVB-S29890,,Claro Brasil,,,,,Nagravision,F Alisson230904,12580 H,,0,Nagravision,,,,False,
12600 VBrazil0,DVB-S28PSK298903/5,,Claro Brasil,,,,5.5,Nagravision,F Alisson230904,12600 V,,0,Nagravision,,,,False,
12620 HBrazil0,DVB-S29890,,Claro Brasil,,,,,Nagravision,F Alisson230904,12620 H,,0,Nagravision,,,,False,
12640 VBrazil0,DVB-S29890,,Claro Brasil,,,,,Nagravision,F Alisson221116,12640 V,,0,Nagravision,,,,False,
12660 HBrazil0,DVB-S298903/5,,Claro Brasil,,,,,Nagravision,T Viererbe240103,12660 H,,0,Nagravision,,,,False,
12680 VBrazil0,DVB-S298903/5,,Claro Brasil,,,,,Nagravision,C de Berazategui211003,12680 V,,0,Nagravision,,,,False,
12340 HBrazil0,DVB-S29890,850.0,Canal Claro promo,,MPEG-2/SD,4903.0,4901 Por,,,12340 H,,0,,,,,False,
12580 HBrazil0,DVB-S29890,852.0,Canal Claro promo,,MPEG-2/SD,1763.0,1761 Por,,,12580 H,,0,,,,,False,
12580 HBrazil0,DVB-S29890,160.0,TV Justiça,,MPEG-2/SD,34.0,33 Por,,,12580 H,,0,,,TV Justiça,https://www.lyngsat.com/tvchannels/br/TV-Justica.html,False,
