Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3970 RStandard40.5-42,DVB-S28PSK16663/5,1.0,Media Sports Infos,,?-?MPEG-4/SD,258.0,5.5 257 Fre,,N Stanislav231217,3970 R,,40.5-42,,,,,False,
3973 RStandard,DVB-S28PSK32003/5,,(feeds),,,,,,DX Bozóth240317,3973 R,,,,,,,False,
4050 RStandard,DVB-S28PSK75005/6,,(feeds),,,,,,DX Bozóth240317,4050 R,,,,,,,False,
4147 RStandard,DVB-S28PSK72003/4,,(feeds),,,,,,N Stanislav220528,4147 R,,,,,,,False,
3975 RStandard40.5-42,DVB-S2QPSK10003/4,104.0,My Righteous TV,,?-?MPEG-4/SD,97.0,4.0  98 Eng,,N Stanislav230225,3975 R,,40.5-42,,,,,False,
3987 RStandard40.5-42,DVB-S28PSK37503/4,,Vicus Luxlink,,,,7.9,,N Stanislav240323,3987 R,,40.5-42,,https://www.lyngsat.com/providers/de/Vicus-Luxlink.html,,,True,Vicus Luxlink
3987 RStandard40.5-42,DVB-S28PSK37503/4,,Vicus Luxlink,,,,7.9,,N Stanislav240323,3987 R,,40.5-42,,https://www.lyngsat.com/providers/de/Vicus-Luxlink.html,,,True,Vicus Luxlink
11218 VSouth0,DVB-S2QPSK260005/6,,Vicus Luxlink,,,,5.2,,P Owino240118,11218 V,,0,,https://www.lyngsat.com/providers/de/Vicus-Luxlink.html,,,True,Vicus Luxlink
11218 VSouth0,DVB-S2QPSK260005/6,,Vicus Luxlink,,,,5.2,,P Owino240118,11218 V,,0,,https://www.lyngsat.com/providers/de/Vicus-Luxlink.html,,,True,Vicus Luxlink
3987 RStandard40.5-42,DVB-S28PSK37503/4,100.0,Clouds TV,,MPEG-4/SD,1001.0,1002 Eng,,new,3987 R,,40.5-42,,,Clouds TV,https://www.lyngsat.com/tvchannels/tz/Clouds-TV.html,False,Vicus Luxlink
3987 RStandard40.5-42,DVB-S28PSK37503/4,100.0,Clouds TV,,MPEG-4/SD,1001.0,1002 Eng,,new,3987 R,,40.5-42,,,Clouds TV,https://www.lyngsat.com/tvchannels/tz/Clouds-TV.html,False,Vicus Luxlink
11218 VSouth0,DVB-S2QPSK260005/6,,Clouds TV,,MPEG-4/SD,2251.0,2252 Eng,,,11218 V,,0,,,Clouds TV,https://www.lyngsat.com/tvchannels/tz/Clouds-TV.html,False,Vicus Luxlink
11218 VSouth0,DVB-S2QPSK260005/6,,Clouds TV,,MPEG-4/SD,2251.0,2252 Eng,,,11218 V,,0,,,Clouds TV,https://www.lyngsat.com/tvchannels/tz/Clouds-TV.html,False,Vicus Luxlink
3987 RStandard40.5-42,DVB-S28PSK37503/4,101.0,Wasafi TV,,MPEG-4/SD,1011.0,1012,,new,3987 R,,40.5-42,,,Wasafi TV,https://www.lyngsat.com/tvchannels/tz/Wasafi-TV.html,False,Vicus Luxlink
3987 RStandard40.5-42,DVB-S28PSK37503/4,101.0,Wasafi TV,,MPEG-4/SD,1011.0,1012,,new,3987 R,,40.5-42,,,Wasafi TV,https://www.lyngsat.com/tvchannels/tz/Wasafi-TV.html,False,Vicus Luxlink
11218 VSouth0,DVB-S2QPSK260005/6,,Wasafi TV,,MPEG-4/SD,2261.0,2262,,,11218 V,,0,,,Wasafi TV,https://www.lyngsat.com/tvchannels/tz/Wasafi-TV.html,False,Vicus Luxlink
11218 VSouth0,DVB-S2QPSK260005/6,,Wasafi TV,,MPEG-4/SD,2261.0,2262,,,11218 V,,0,,,Wasafi TV,https://www.lyngsat.com/tvchannels/tz/Wasafi-TV.html,False,Vicus Luxlink
3987 RStandard40.5-42,DVB-S28PSK37503/4,98.0,Wasafi FM,,,,981,,,3987 R,,40.5-42,,,Wasafi FM,https://www.lyngsat.com/radiochannels/tz/Wasafi-FM.html,False,Vicus Luxlink
3987 RStandard40.5-42,DVB-S28PSK37503/4,98.0,Wasafi FM,,,,981,,,3987 R,,40.5-42,,,Wasafi FM,https://www.lyngsat.com/radiochannels/tz/Wasafi-FM.html,False,Vicus Luxlink
11218 VSouth0,DVB-S2QPSK260005/6,,Wasafi FM,,,,1971,,,11218 V,,0,,,Wasafi FM,https://www.lyngsat.com/radiochannels/tz/Wasafi-FM.html,False,Vicus Luxlink
