Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3720 Htp 1ANCBrazil & South America,PAL,,TV Globo Rio de Janeiro,,,,5.80 Por,,Wilkherdasilva191014,3720 H,tp 1ANC,,,,,,False,
3730 Vtp 1BNCBrazil & South America,PAL,,TV Verdade,,,,5.80 Por,,Wilkherdasilva200820,3730 V,tp 1BNC,,,,TV Verdade,https://www.lyngsat.com/tvchannels/br/TV-Verdade.html,False,
4105 Vtp 10BNCBrazil & South America,DVB-S28PSK32005/6,1.0,TV Verdade,,?-?MPEG-4/HD,273.0,9.4 274 Por,,Wilkherdasilva200820,4105 V,tp 10BNC,,,,TV Verdade,https://www.lyngsat.com/tvchannels/br/TV-Verdade.html,False,
11780 Htp 2ANKBrazil0,DVB-S28PSK299002/3,1033.0,TV Verdade,,MPEG-4/HD,3301.0,3311 Por,,,11780 H,tp 2ANK,0.0,,,TV Verdade,https://www.lyngsat.com/tvchannels/br/TV-Verdade.html,False,
3734 Htp 1ANCBrazil & South America,DVB-S28PSK50002/3,13984.0,TV Verdes Mares Cariri,,?-?MPEG-4/HD,273.0,6.6 274 Por,Verimatrix (B)IrdetoNagravision,Wilkherdasilva200808,3734 H,tp 1ANC,,"Verimatrix (B),Irdeto,Nagravision",,TV Verdes Mares Cariri,https://www.lyngsat.com/tvchannels/br/TV-Verdes-Mares-Cariri.html,False,
12000 Vtp 8BNKBrazil0,DVB-S28PSK299002/3,351.0,TV Verdes Mares Cariri,,MPEG-4/HD,3933.0,3931 Por,Verimatrix (B)Nagravision,,12000 V,tp 8BNK,0.0,"Verimatrix (B),Nagravision",,TV Verdes Mares Cariri,https://www.lyngsat.com/tvchannels/br/TV-Verdes-Mares-Cariri.html,False,
3744 Vtp 1BNCBrazil & South America,DVB-S28PSK57003/4,59360.0,SBT Nacional,,?-?MPEG-4/HD,513.0,7.9 514 Por,Verimatrix (B)Nagravision,Wilkherdasilva200430,3744 V,tp 1BNC,,"Verimatrix (B),Nagravision",,SBT Nacional,https://www.lyngsat.com/tvchannels/br/SBT-Nacional.html,False,
4170 Vtp 12BNCBrazil & South America,PAL,,SBT Nacional,,,,5.80 Por,,Wilkherdasilva190803,4170 V,tp 12BNC,,,,SBT Nacional,https://www.lyngsat.com/tvchannels/br/SBT-Nacional.html,False,
12160 Vtp 12BNKBrazil0,DVB-S28PSK299002/3,325.0,SBT Nacional,,MPEG-4/HD,3343.0,3341 Por,Verimatrix (B)Nagravision,,12160 V,tp 12BNK,0.0,"Verimatrix (B),Nagravision",,SBT Nacional,https://www.lyngsat.com/tvchannels/br/SBT-Nacional.html,False,
3744 Htp 2ANCBrazil & South America,DVB-S25003/5,1.0,TV Horizonte,,?-?MPEG-4/HD,512.0,4112 Por,,C de Berazategui230602,3744 H,tp 2ANC,,,,TV Horizonte,https://www.lyngsat.com/tvchannels/br/TV-Horizonte.html,False,
3744 Htp 2ANCBrazil & South America,DVB-S25003/5,1.0,TV Horizonte,,?-?MPEG-4/HD,512.0,4112 Por,,C de Berazategui230602,3744 H,tp 2ANC,,,,TV Horizonte,https://www.lyngsat.com/tvchannels/br/TV-Horizonte.html,False,
12120 Vtp 11BNKBrazil0,DVB-S28PSK299002/3,320.0,TV Horizonte,,MPEG-4/HD,5293.0,5291 Por,,,12120 V,tp 11BNK,0.0,,,TV Horizonte,https://www.lyngsat.com/tvchannels/br/TV-Horizonte.html,False,
12120 Vtp 11BNKBrazil0,DVB-S28PSK299002/3,320.0,TV Horizonte,,MPEG-4/HD,5293.0,5291 Por,,,12120 V,tp 11BNK,0.0,,,TV Horizonte,https://www.lyngsat.com/tvchannels/br/TV-Horizonte.html,False,
3744 Htp 2ANCBrazil & South America,DVB-S25003/5,1.0,América AM 750,,,,4113 Por,,,3744 H,tp 2ANC,,,,América AM 750,https://www.lyngsat.com/radiochannels/br/America-AM-750.html,False,
3744 Htp 2ANCBrazil & South America,DVB-S25003/5,1.0,Cultura AM 830,,,,4113 Por,,,3744 H,tp 2ANC,,,,Cultura AM 830,https://www.lyngsat.com/radiochannels/br/Cultura-AM-830.html,False,
3747 Htp 2ANCBrazil & South America,DVB-S50003/4,1.0,Canal Gov,,MPEG-2/SD,101.0,5.5 102 Por,,Edinho fta220805,3747 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,False,
3747 Htp 2ANCBrazil & South America,DVB-S50003/4,1.0,Canal Gov,,MPEG-2/SD,101.0,5.5 102 Por,,Edinho fta220805,3747 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,False,
3747 Htp 2ANCBrazil & South America,DVB-S50003/4,1.0,Canal Gov,,MPEG-2/SD,101.0,5.5 102 Por,,Edinho fta220805,3747 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,False,
3747 Htp 2ANCBrazil & South America,DVB-S50003/4,1.0,Canal Gov,,MPEG-2/SD,101.0,5.5 102 Por,,Edinho fta220805,3747 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,False,
3756 Htp 2ANCBrazil & South America,DVB-S28PSK75003/4,16161.0,Canal Gov,,MPEG-4/HD,201.0,202 Por,,,3756 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,False,
3756 Htp 2ANCBrazil & South America,DVB-S28PSK75003/4,16161.0,Canal Gov,,MPEG-4/HD,201.0,202 Por,,,3756 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,False,
