Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3723 Vtp C3VC,DVB-S28PSK37502/3,,(NBT TV feeds),,,,,,Albert I230919,3723 V,tp C3V,,,,,,False,
3756 Vtp C3VC,DVB-S2QPSK25003/4,,(NBT TV feeds),,,,,,Albert I231212,3756 V,tp C3V,,,,,,False,
3746 Vtp C3VC,DVB-S2QPSK37503/4,,(feeds),,,,,,Albert I230816,3746 V,tp C3V,,,,,,False,
3825 Vtp C5VGlobal,DVB-S28PSK48003/4,,(feeds),,,,,,Albert I231119,3825 V,tp C5V,,,,,,False,
3866 Htp C7HGlobal,DVB-S28PSK71203/4,,(feeds),,,,,,Bulek Sps180411,3866 H,tp C7H,,,,,,False,
3934 Htp C8HGlobal,DVB-S28PSK72003/4,,(feeds),,,,,,Albert I231212,3934 H,tp C8H,,,,,,False,
3998 Htp C10HGlobal,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps180414,3998 H,tp C10H,,,,,,False,
3803 Vtp C5VGlobal,DVB-S28PSK25005/6,1.0,BBTV Channel 7,,1-1MPEG-4/HD,1160.0,9.41120 Tha1122 Qaa,BISS 1,Albert I230722,3803 V,tp C5V,,BISS 1,,,,False,
3807 Vtp C5VGlobal,DVB-S28PSK25005/6,1.0,BBTV Channel 7,,1-1MPEG-4/HD,1160.0,9.41120 Tha1122 Qaa,BISS 1,Albert I240318,3807 V,tp C5V,,BISS 1,,,,False,
3862 Vtp C6VGlobal,DVB-S28PSK89103/4,100.0,4KUniverse,,?-?HEVC/UHD,256.0,7.9 257 Eng,,C Sutton221022,3862 V,tp C6V,,,,,,False,
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,,Chunghwa Telecom,,,,7.9,Conax,Albert I230822,3971 V,tp C9V,,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,,True,Chunghwa Telecom
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,1.0,SET International,,MPEG-4/HD,3211.0,3212 Chi,Conax,,3971 V,tp C9V,,Conax,,SET International,https://www.lyngsat.com/tvchannels/tw/SET-International.html,False,Chunghwa Telecom
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,2.0,SET Taiwan,,MPEG-4/HD,3261.0,3262 Chi,Conax,,3971 V,tp C9V,,Conax,,SET Taiwan,https://www.lyngsat.com/tvchannels/tw/SET-Taiwan.html,False,Chunghwa Telecom
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,3.0,TVBS Asia,,MPEG-4/HD,163.0,92 Chi,Conax,,3971 V,tp C9V,,Conax,,TVBS Asia,https://www.lyngsat.com/tvchannels/tw/TVBS-Asia.html,False,Chunghwa Telecom
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,4.0,TVBS News,,MPEG-4/HD,164.0,96 Chi,Conax,,3971 V,tp C9V,,Conax,,TVBS News,https://www.lyngsat.com/tvchannels/tw/TVBS-News.html,False,Chunghwa Telecom
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,,Taiwanese mux,,,,7.9,,C Sutton201217,4070 V,tp C11V,,,,,,False,Chunghwa Telecom
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,313.0,UCTV,,MPEG-4/SD,3061.0,3062 Chi,,,4070 V,tp C11V,,,,UCTV,https://www.lyngsat.com/tvchannels/tw/UCTV.html,False,Chunghwa Telecom
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,315.0,CTI TV Asia,,MPEG-4/HD,3071.0,3072 Chi,Viaccess,,4070 V,tp C11V,,Viaccess,,CTI TV Asia,https://www.lyngsat.com/tvchannels/tw/CTI-TV-Asia.html,False,Chunghwa Telecom
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,315.0,CTI TV Asia,,MPEG-4/HD,3071.0,3072 Chi,Viaccess,,4070 V,tp C11V,,Viaccess,,CTI TV Asia,https://www.lyngsat.com/tvchannels/tw/CTI-TV-Asia.html,False,Chunghwa Telecom
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,611.0,FTV News,,MPEG-4/HD,5801.0,5802 Chi,Viaccess,,4070 V,tp C11V,,Viaccess,,FTV News,https://www.lyngsat.com/tvchannels/tw/FTV-News.html,False,Chunghwa Telecom
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,611.0,FTV News,,MPEG-4/HD,5801.0,5802 Chi,Viaccess,,4070 V,tp C11V,,Viaccess,,FTV News,https://www.lyngsat.com/tvchannels/tw/FTV-News.html,False,Chunghwa Telecom
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,627.0,ET Mall 3,,MPEG-4/HD,5881.0,5882 Chi,,,4070 V,tp C11V,,,,ET Mall 3,https://www.lyngsat.com/tvchannels/tw/ET-Mall-3.html,False,Chunghwa Telecom
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,628.0,ET Mall 5,,MPEG-4/HD,5886.0,5887 Chi,,,4070 V,tp C11V,,,,ET Mall 5,https://www.lyngsat.com/tvchannels/tw/ET-Mall-5.html,False,Chunghwa Telecom
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,630.0,ET Mall 2,,MPEG-4/HD,5896.0,5897 Chi,,,4070 V,tp C11V,,,,ET Mall 2,https://www.lyngsat.com/tvchannels/tw/ET-Mall-2.html,False,Chunghwa Telecom
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,631.0,ET Mall 1,,MPEG-4/HD,5901.0,5902 Chi,,,4070 V,tp C11V,,,,ET Mall 1,https://www.lyngsat.com/tvchannels/tw/ET-Mall-1.html,False,Chunghwa Telecom
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,634.0,Pili TV,,MPEG-4/HD,5916.0,5917 Chi,Viaccess,,4070 V,tp C11V,,Viaccess,,Pili TV,https://www.lyngsat.com/tvchannels/tw/Pili-TV.html,False,Chunghwa Telecom
4120 Htp C13HGlobal,DVB-S28PSK300005/6,,(LaLiga feeds),,,,,,Robiul220814,4120 H,tp C13H,,,,,,False,Chunghwa Telecom
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,,AsiaSat,,65535-11,,9.4,Irdeto,Albert I230625,4140 V,tp C13V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html,,,True,AsiaSat
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,,AsiaSat,,65535-11,,9.4,Irdeto,Albert I230625,4140 V,tp C13V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html,,,True,AsiaSat
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,,AsiaSat,,65535-3,,9.4,Irdeto,C Sutton240328,4180 V,tp C14V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html,,,True,AsiaSat
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,,AsiaSat,,65535-3,,9.4,Irdeto,C Sutton240328,4180 V,tp C14V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html,,,True,AsiaSat
