Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3662 RFixed C,DVB-S28PSK152853/4T2-MIPLP 0,,RTRS 1,,,,7.9,,N Stanislav220522,3662 R,,,,https://www.lyngsat.com/providers/ru/RTRS-1.html,,,True,RTRS 1
3662 RFixed C,DVB-S28PSK152853/4T2-MIPLP 0,,RTRS 1,,,,7.9,,N Stanislav220522,3662 R,,,,https://www.lyngsat.com/providers/ru/RTRS-1.html,,,True,RTRS 1
3714 RFixed C,DVB-S28PSK152853/4T2-MIPLP 0,,RTRS 1,,,,7.9,,N Stanislav220522,3714 R,,,,https://www.lyngsat.com/providers/ru/RTRS-1.html,,,True,RTRS 1
3714 RFixed C,DVB-S28PSK152853/4T2-MIPLP 0,,RTRS 1,,,,7.9,,N Stanislav220522,3714 R,,,,https://www.lyngsat.com/providers/ru/RTRS-1.html,,,True,RTRS 1
3662 RFixed C,DVB-S28PSK152853/4T2-MIPLP 0,1010.0,Perviy kanal (+9h),,MPEG-4/SD,1011.0,1012 Rus,GoSTcrypt,,3662 R,,,GoSTcrypt,,Perviy kanal (+9h),https://www.lyngsat.com/tvchannels/ru/Perviy-kanal.html,False,RTRS 1
3662 RFixed C,DVB-S28PSK152853/4T2-MIPLP 0,1010.0,Perviy kanal (+9h),,MPEG-4/SD,1011.0,1012 Rus,GoSTcrypt,,3662 R,,,GoSTcrypt,,Perviy kanal (+9h),https://www.lyngsat.com/tvchannels/ru/Perviy-kanal.html,False,RTRS 1
3662 RFixed C,DVB-S28PSK152853/4T2-MIPLP 0,1030.0,Match!,,MPEG-4/SD,1031.0,1032 Rus,GoSTcrypt,,3662 R,,,GoSTcrypt,,Match!,https://www.lyngsat.com/tvchannels/ru/Match.html,False,RTRS 1
3662 RFixed C,DVB-S28PSK152853/4T2-MIPLP 0,1030.0,Match!,,MPEG-4/SD,1031.0,1032 Rus,GoSTcrypt,,3662 R,,,GoSTcrypt,,Match!,https://www.lyngsat.com/tvchannels/ru/Match.html,False,RTRS 1
3714 RFixed C,DVB-S28PSK152853/4T2-MIPLP 0,1030.0,Match!,,MPEG-4/SD,1031.0,1032 Rus,GoSTcrypt,,3714 R,,,GoSTcrypt,,Match!,https://www.lyngsat.com/tvchannels/ru/Match.html,False,RTRS 1
3714 RFixed C,DVB-S28PSK152853/4T2-MIPLP 0,1030.0,Match!,,MPEG-4/SD,1031.0,1032 Rus,GoSTcrypt,,3714 R,,,GoSTcrypt,,Match!,https://www.lyngsat.com/tvchannels/ru/Match.html,False,RTRS 1
