Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
11694 Vtp DWW12West,10721 Vtp AWW2West49-50,DVB-S275003/4,,,,126-2578,,5.5,,M Al-Taie240118
11694 Vtp DWW12West,10721 Vtp AWW2West49-50,14001,Iranefarda TV,,MPEG-2/SD,1410,1411 Per,,,
11694 Vtp DWW12West,10721 Vtp AWW2West49-50,14002,News of the World,,MPEG-4/HD,1421,1422 Eng,,,
11694 Vtp DWW12West,10721 Vtp AWW2West49-50,13907,BBC World Service English Europe,,,,6662 Eng,,,
11694 Vtp DWW12West,10721 Vtp AWW2West49-50,13909,BBC World Service English Australasia,,,,6682 Eng,,,
11694 Vtp DWW12West,10721 Vtp AWW2West49-50,13910,BBC World Service English News,,,,6692 Eng,,,
11694 Vtp DWW12West,10721 Vtp AWW2West49-50,13916,BBC World Service Arabic,,,,6752 Ara,,,
11694 Vtp DWW12West,10721 Vtp AWW2West49-50,13943,BBC World Service Afghanistan,,,,7022,,,
11694 Vtp DWW12West,10721 Vtp AWW2West49-50,14000,La Radio Plus,,,,1041,,,
11694 Vtp DWW12West,10762 Vtp AWW4West,DVB-S288005/6,,(Telstra feeds),,,,,,Jamie A211221
11694 Vtp DWW12West,10971 Htp GAA01Africa0,DVB-S28PSK300002/3,,Azam TV,,126-60400,,6.6,Nagravision,Anonymous240306
11694 Vtp DWW12West,10981 Vtp GAA02Africa0,DVB-S2QPSK450005/6,,Azam TV,,126-60302,,5.2,Nagravision,Anonymous240205
11694 Vtp DWW12West,10981 Vtp GAA02Africa0,14,Africa TV 2,,MPEG-4/SD,142,143 Swa,,,
11694 Vtp DWW12West,10981 Vtp GAA02Africa0,80,Capital FM,,,,803 Eng,,,
11694 Vtp DWW12West,10981 Vtp GAA02Africa0,81,88.8 CBS FM,,,,813 Eng,,,
11694 Vtp DWW12West,10981 Vtp GAA02Africa0,82,93.3 KFM,,,,823 Eng,,,
11694 Vtp DWW12West,10981 Vtp GAA02Africa0,83,Radio West,,,,833 Eng,,,
11694 Vtp DWW12West,10981 Vtp GAA02Africa0,84,Radio Simba,,,,843 Lug,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,DVB-S2QPSK450005/6,,Azam TV,,126-60100,,5.2,Nagravision,Anonymous240306
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,100,Azam Xtra,,MPEG-4/SD,1002,1003 Swa,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,456,TV Imaan,,MPEG-4/SD,4562,4563,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,50,Clouds FM,,,,503 Eng,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,51,EFM,,,,513 Swa,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,52,Times FM,,,,523 Swa,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,53,TBC FM,,,,533 Swa,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,56,Uhuru FM,,,,563 Swa,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,58,Magic FM (Tanzania),,,,583 Eng,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,59,Radio Free Africa,,,,593,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,60,Kiss FM (Tanzania),,,,603,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,61,Radio One,,,,613 Eng,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,62,East Africa Radio,,,,623 Eng,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,63,BBC World Service Swahili,,,,633 Swa,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,64,Capital Radio (Tanzania),,,,643 Eng,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,66,Radio Imaan FM,,,,663 Eng,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,95,National FM (Zimbabwe),,,,953 Eng,,,
11694 Vtp DWW12West,11044 Vtp GAA04Africa0,96,Radio Zimbabwe,,,,963 Eng,,,
11694 Vtp DWW12West,11106 Vtp GAA06Africa0,DVB-S2QPSK450005/6,,Azam TV,,126-60301,,5.2,Nagravision,Anonymous240201
11694 Vtp DWW12West,11106 Vtp GAA06Africa0,49,U FM Radio,,,,493 Eng,,,
11694 Vtp DWW12West,11106 Vtp GAA06Africa0,57,Wasafi FM,,,,573,,,
11694 Vtp DWW12West,11106 Vtp GAA06Africa0,90,MBC Radio 1,,,,903 Eng,,,
11694 Vtp DWW12West,11106 Vtp GAA06Africa0,91,MBC Radio 2,,,,913 Eng,,,
11694 Vtp DWW12West,11459 Htp DWW1West,DVB-S28PSK97003/4,,(feeds),,,,,,Roli240113
11694 Vtp DWW12West,11459 Vtp DWW2West,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy240206
11694 Vtp DWW12West,11468 Vtp DWW2West,DVB-S28PSK44403/4,,(feeds),,,,,,Roli240223
11694 Vtp DWW12West,11471 Htp DWW1West,DVB-S28PSK97003/4,,(feeds),,,,,,Roli240113
11694 Vtp DWW12West,11471 Htp RWS01Ethiopia0,DVB-S2QPSK30000,,Canal + Ethiopia,,,,,Nagravision,D de Jong220802
11694 Vtp DWW12West,11471 Htp RWS01Ethiopia0,3102,Canal + Novela 1,,HEVC/HD,210,221,,,
