Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
12719 Vtp K4,10720 Htp B2,DVB-S28PSK300003/4,,Otau TV,,,,7.9,IrdetoNagravisionVideoguard,N Stanislav240321
12719 Vtp K4,10762 Htp B4,DVB-S28PSK300003/4,,Otau TV,,,,7.9,IrdetoNagravisionVideoguard,N Stanislav230826
12719 Vtp K4,10762 Htp B4,122,Otau TV promo,,MPEG-4/SD,,Kaz,,,
12719 Vtp K4,10804 Htp B6,DVB-S28PSK300003/4,,Otau TV,,,,7.9,IrdetoNagravisionVideoguard,N Stanislav220720
12719 Vtp K4,10846 Htp B8,DVB-S28PSK300003/4,,Otau TV,,,,7.9,IrdetoNagravisionVideoguard,N Stanislav231119
12719 Vtp K4,10846 Htp B8,540,[test card],,MPEG-4/SD,3729,3730,,,
12719 Vtp K4,10846 Htp B8,541,[test card],,MPEG-4/SD,3745,3746,,,
12719 Vtp K4,10887 Htp B10,DVB-S28PSK300003/4,,Otau TV,,,,7.9,IrdetoNagravisionVideoguard,N Stanislav240321
12719 Vtp K4,10929 Htp B12,DVB-S28PSK300003/4,,Otau TV,,,,7.9,IrdetoNagravisionVideoguard,N Stanislav240321
12719 Vtp K4,12594 Vtp K2,DVB-S28PSK450003/4,,Alma TV,,?-301,,7.9,Irdeto,N Stanislav240321
12719 Vtp K4,12594 Vtp K2,30102,Alma TV Info,,HEVC,1021,1022 Kaz,,,
12719 Vtp K4,12657 Vtp K3,DVB-S28PSK450003/4,,Alma TV,,?-303,,7.9,Irdeto,N Stanislav240323
12719 Vtp K4,12719 Vtp K4,DVB-S28PSK450003/4,,Alma TV,,?-302,,7.9,Irdeto,N Stanislav240119
