Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
12733 Htp 32Japan0,12282 Htp 33LPapua New Guinea,DVB-S28PSK150003/4,,Digicel Play,,,,7.9,,Albert I230930
12733 Htp 32Japan0,12300 Htp 33UPapua New Guinea,DVB-S28PSK150003/4,,Digicel Play,,,,7.9,,NHMPlay220405
12733 Htp 32Japan0,12322 Htp 34LPapua New Guinea,DVB-S28PSK150003/4,,Digicel Play,,,,7.9,,Anonymous190824
12733 Htp 32Japan0,12340 Htp 34UPapua New Guinea,DVB-S28PSK150003/4,,Digicel Play,,,,7.9,,Albert I230930
12448 Vtp 13Japan0,DVB-S210963/4,,Sky PerfecTV!,,65504-1,,5.5,BISS,T Kameda201208,https://www.lyngsat.com/providers/jp/Sky-PerfecTV.html
12448 Vtp 13Japan0,DVB-S210963/4,35,Happy Science,,MPEG-4/HD,1825,1.26 Jpn,BISS,,
12448 Vtp 13Japan0,DVB-S210963/4,900,Sky Perfect JSAT promo,,MPEG-4/HD,2401,2402 Jpn,,,
12448 Vtp 13Japan0,12523 Htp 18Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-?,,5.5,Multi 2,Alimudin 328201127
12448 Vtp 13Japan0,12545 Vtp 19Japan0,DVB-S2QPSK112283/4,900,SkyAccess promo,,?-?MPEG-4/HD,2401,4.02402,,T Kameda210402
12448 Vtp 13Japan0,12553 Htp 20Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,,,5.5,Multi 2,Alimudin 328201127
12448 Vtp 13Japan0,12553 Htp 20Japan0,,Tachikawa & Seibuen Keirin Channel,,MPEG-4/HD,4355,4419 Jpn,,,
12448 Vtp 13Japan0,12568 Vtp 21Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,,,5.5,Multi 2,T Kameda201207
12448 Vtp 13Japan0,12568 Vtp 21Japan0,33292,Japanet Channel DX,,MPEG-4/HD,4103,4167 Jpn,,,
12448 Vtp 13Japan0,12568 Vtp 21Japan0,33360,Sukachan 12,,MPEG-4/HD,4354,4418 Jpn,,,
12448 Vtp 13Japan0,12583 Htp 22Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,,,5.5,Multi 2,N Masayoshi 2170722
12448 Vtp 13Japan0,12598 Vtp 23Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,,,5.5,Multi 2,T Kameda210403
12448 Vtp 13Japan0,12613 Htp 24Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-16420,,5.5,Multi 2,N Masayoshi 2170722
12448 Vtp 13Japan0,12613 Htp 24Japan0,33367,Sky PerfecTV promo,,MPEG-4/HD,4097,4161 Jpn,,,
12448 Vtp 13Japan0,12628 Vtp 25Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,,,5.5,Multi 2,N Masayoshi 2210403
12448 Vtp 13Japan0,12643 Htp 26Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,,,5.5,Multi 2,N Masayoshi 2170722
12448 Vtp 13Japan0,12673 Htp 28Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,,,5.5,Multi 2,N Masayoshi 2161115
12448 Vtp 13Japan0,12688 Vtp 29Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,,,5.5,,T Kameda200409
12448 Vtp 13Japan0,12688 Vtp 29Japan0,33293,QVC Japan,,MPEG-4/HD,4097,4161 Jpn,,,
12448 Vtp 13Japan0,12688 Vtp 29Japan0,33295,GSTV,,MPEG-4/HD,4101,4165 Jpn,,,
12448 Vtp 13Japan0,12703 Htp 30Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-16432,,5.5,Multi 2,T Kameda210403
12448 Vtp 13Japan0,12703 Htp 30Japan0,33298,Live 530,,MPEG-4/HD,4357,4421 Jpn,,,
12448 Vtp 13Japan0,12718 Vtp 31Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-?,,5.5,Multi 2,N Masayoshi 2170722
12448 Vtp 13Japan0,12733 Htp 32Japan0,DVB-S28PSK233033/5,,Sky PerfecTV!,,10-?,,5.5,Multi 2,Alimudin 328201125
