Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,,Chunghwa Telecom,,1-51,,7.9,Conax,DX Bozóth220827,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,1,TVBS,,MPEG-4/HD,160,80 Chi,Conax,,
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,2,TVBS News,,MPEG-4/HD,161,84 Chi,Conax,,
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,3,TVBS Entertainment Channel,,MPEG-4/HD,162,88 Chi,Conax,,
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,12,Buddha Compassion TV Station,,MPEG-4/HD,3120,3121 Chi,,,
3632 Vtp C6ARegional40-42,DVB-S28PSK360005/6,,Chunghwa Telecom,,1-1,,9.4,Conax,Albert I220901,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html
3632 Vtp C6ARegional40-42,DVB-S28PSK360005/6,21,SET Taiwan,,MPEG-4/HD,3211,3212 Chi,Conax,,
3632 Vtp C6ARegional40-42,DVB-S28PSK360005/6,22,SET Metro,,MPEG-4/HD,3221,3222 Chi,Conax,,
3632 Vtp C6ARegional40-42,DVB-S28PSK360005/6,23,SET News,,MPEG-4/HD,3231,3232 Chi,Conax,,
3632 Vtp C6ARegional40-42,DVB-S28PSK360005/6,24,SET I News,,MPEG-4/HD,3241,3242 Chi,Conax,,
3632 Vtp C6ARegional40-42,DVB-S28PSK360005/6,25,MTV Taiwan,,MPEG-4/HD,3251,3252 Chi,Conax,,
3632 Vtp C6ARegional40-42,3658 Htp C7BRegional40-42,DVB-S2QPSK50504/5,2,NTD TV Asia-Pacific,,65535-4096MPEG-4/HD,513,4.7 514 Chi,,A ZaparaC Sutton190713
