Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
900,10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212
900,10788 Vtp 54Europe0,DVB-S220005/6,,Movistar+,,1-1054,,6.5,MediaguardNagravision,DXAndy231025
900,10818 Vtp 56Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1056,,6.6,Nagravision,D Shimoni231215
900,10847 Vtp 58Europe0,DVB-S220005/6,,Movistar+,,1-1058,,6.5,,Steven Protector220306
900,10847 Vtp 58Europe0,30102,[Movistar+ test card],,MPEG-2/SD,163,256 Spa,,,
900,10847 Vtp 58Europe0,30150,Canal Portada,,MPEG-2/SD,171,124 Spa,,,
900,10876 Vtp 60Europe0,DVB-S220005/6,,Movistar+,,1-1060,,6.5,MediaguardNagravision,M Al-Taie231114
10891 Htp 61Europe0,DVB-S28PSK220002/3,,ARD Digital,,1-1061,,6.6,,T Viererbe210630,https://www.lyngsat.com/providers/de/ARD-Digital.html
10891 Htp 61Europe0,DVB-S28PSK220002/3,10350,RBB Brandenburg (19.30-20.00),,MPEG-4/HD,5301,5302 Ger5303 Qaa5306 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10351,RBB Berlin,,MPEG-4/HD,5311,5312 Ger5313 Qaa5316 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10352,MDR Fernsehen Sachsen (19.00-19.30 & Wed 21.15-21.45),,MPEG-4/HD,5321,5322 Ger5323 Qaa5326 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10353,MDR Fernsehen Sachsen-Anhalt,,MPEG-4/HD,5331,5332 Ger5333 Qaa5336 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10354,MDR Fernsehen Thüringen (19.00-19.30 & Wed 21.15-21.45),,MPEG-4/HD,5341,5342 Ger5343 Qaa5346 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10355,HR Fernsehen,,MPEG-4/HD,5351,5352 Ger5353 Qaa5356 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10465,HR 1,,,,701 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10466,HR 2 Kultur,,,,711 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10467,HR 3,,,,721 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10468,HR 4,,,,731 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10469,You FM,,,,741 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10470,HR Info,,,,751 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10474,MDR Sachsen,,,,801 Ger,,,
10891 Htp 61Europe0,DVB-S28PSK220002/3,10475,MDR Sachsen-Anhalt,,,,8.1 Ger,,,
