Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
11670 H,10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012
11670 H,10722 Vtp B1K,1304,[Sky test card],,MPEG-2/SD,516,,,,
11670 H,10722 Htp B13K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui230426
11670 H,10722 Htp B13K,1144,Sound! Anos 60,,,,633 Por,,,
11670 H,10722 Htp B13K,1145,Sound! Românticas,,,,634 Por,,,
11670 H,10722 Htp B13K,1146,Sound! Blues,,,,635 Por,,,
11670 H,10762 Vtp B2K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui231026
11670 H,10762 Htp B14K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230427
11670 H,10802 Vtp B3K,DVB-S300003/4,,Sky Brasil,,0-24680,,5.5,NagravisionVideoguard,C de Berazategui221014
11670 H,10802 Htp B15K,DVB-S30000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui221014
11670 H,10842 Vtp B4K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230428
11670 H,10842 Htp B16K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230427
11670 H,10882 Vtp B5K,DVB-S300003/4,,Sky Brasil,,,,5.5,NagravisionVideoguard,C de Berazategui230521
11670 H,10882 Htp B17K,DVB-S300003/4,,Sky Brasil,,,,5.5,NagravisionVideoguard,C de Berazategui230501
11670 H,10922 Vtp B6K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230430
11670 H,10922 Htp B18K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230429
11670 H,11010 Vtp B26K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230430
11670 H,11010 Htp B33K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,F Alisson230613
