Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
5248,10714 Htp 41UK0,DVB-S220005/6,,Sky UK,,2-2041,,6.5,,J Robinson180807
5248,10714 Htp 41UK0,9211,Channel 4 London,,MPEG-2/SD,2315,2316 Eng,,,
5248,10714 Htp 41UK0,9212,Channel 4 South & East,,MPEG-2/SD,2327,2328 Eng,,,
5248,10714 Htp 41UK0,9213,Channel 4 Midlands,,MPEG-2/SD,2332,2333 Eng,,,
5248,10714 Htp 41UK0,9214,Channel 4 North,,MPEG-2/SD,2337,2338 Eng,,,
5248,10714 Htp 41UK0,9216,Channel 4 Scotland,,MPEG-2/SD,2347,2348 Eng,,,
5248,10714 Htp 41UK0,9220,Film 4 UK,,MPEG-2/SD,2353,2354 Eng,,,
5248,10714 Htp 41UK0,9230,More 4 UK +1,,MPEG-2/SD,2367,2368 Eng,,,
5248,10714 Htp 41UK0,9241,E4 UK,,MPEG-2/SD,2372,2373 Eng,,,
10773 Htp 45UK0,DVB-S28PSK230003/4,,Freesat,,2-2045,,7.9,,J Robinson231031,https://www.lyngsat.com/providers/uk/Freesat.html
10773 Htp 45UK0,DVB-S28PSK230003/4,6308,BBC Parliament,,MPEG-4/HD,5400,5401 Eng,,,
10773 Htp 45UK0,DVB-S28PSK230003/4,6311,BBC One North East & Cumbria,,MPEG-4/HD,5500,5501 Eng,,,
10773 Htp 45UK0,DVB-S28PSK230003/4,6312,BBC Two Northern Ireland,,MPEG-4/HD,5300,5301 Eng,,,
10773 Htp 45UK0,DVB-S28PSK230003/4,6331,BBC One North West,,MPEG-4/HD,5100,5101 Eng,,,
10773 Htp 45UK0,DVB-S28PSK230003/4,6371,BBC One Yorkshire,,MPEG-4/HD,5200,5201 Eng,,,
10773 Htp 45UK0,DVB-S28PSK230003/4,6339,BBC Radio 5 Live Sports Extra,,,,6011 Eng,,,
10773 Htp 45UK0,DVB-S28PSK230003/4,6340,BBC Radio 1Xtra,,,,6012 Eng,,,
10773 Htp 45UK0,DVB-S28PSK230003/4,6383,BBC Radio Cymru 2,,,,6010 Wel,,,
