Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
12725 Vtp 536West Africa0,11305 Htp 109UK0,DVB-S275002/3,,Sky UK,,2-2109,,4.4,,J Robinson230705
12725 Vtp 536West Africa0,11305 Htp 109UK0,2101,Channel 5 (UK),,MPEG-2/SD,2335,2336 Eng,,,
12725 Vtp 536West Africa0,11305 Htp 109UK0,2102,5 USA,,MPEG-2/SD,2323,2324 Eng,,,
12725 Vtp 536West Africa0,11305 Htp 109UK0,2103,5 USA +1,,MPEG-2/SD,2329,2330 Eng,,,
12725 Vtp 536West Africa0,11305 Htp 109UK0,2104,5 Star,,MPEG-2/SD,2305,2306 Eng,,,
12725 Vtp 536West Africa0,11305 Htp 109UK0,2105,5 Select,,MPEG-2/SD,2317,2318 Eng,,,
12725 Vtp 536West Africa0,11305 Htp 109UK0,2106,5 Star +1,,MPEG-2/SD,2311,2312 Eng,,,
12725 Vtp 536West Africa0,11305 Htp 109UK0,2107,Channel 5 +1,,MPEG-2/SD,2341,2342 Eng,,,
12725 Vtp 536West Africa0,11305 Htp 109UK0,2108,Channel 5 (UK),,MPEG-4/HD,2349,2348 Eng,,,
12725 Vtp 536West Africa0,11305 Htp 109UK0,2109,5 Action,,MPEG-2/SD,2353,2354 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,DVB-S275005/6,,Sky UK,,2-2110,,6.5,,J RobinsonR EckendorffV Roberts240320
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53300,Great! Movies Ireland,,MPEG-2/SD,2308,2309 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53305,Great! TV Ireland,,MPEG-2/SD,2304,2305 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53310,Great! Action,,MPEG-2/SD,2306,2307 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53315,Great! Movies UK,,MPEG-2/SD,2349,2350 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53320,Great! Romance,,MPEG-2/SD,2313,2314 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53325,Great! Romance +1,,MPEG-2/SD,2317,2318 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53335,Great! Real,,MPEG-2/SD,2310,231. Eng,,new,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53340,Pop,,MPEG-2/SD,2315,2316 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53350,Pop Max,,MPEG-2/SD,2337,2338 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53355,Great! Movies UK +1,,MPEG-2/SD,2352,2353 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53360,Pop Max +1,,MPEG-2/SD,2333,2334 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53365,Great! Action +1,,MPEG-2/SD,2319,2.20 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53370,Pop +1,,MPEG-2/SD,2339,2340 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53375,Great! TV UK,,MPEG-2/SD,2341,2342 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53380,Great! TV UK +1,,MPEG-2/SD,2344,2345 Eng,,,
12725 Vtp 536West Africa0,11306 Vtp 110UK0,53385,Great! Real +1,,MPEG-2/SD,2324,2325 Eng,,new,
12725 Vtp 536West Africa0,11344 Htp 111UK0,DVB-S275005/6,,Sky UK,,2-2111,,6.5,Videoguard,R Eckendorff240328
12725 Vtp 536West Africa0,11344 Htp 111UK0,53205,Must Have Ideas,,MPEG-2/SD,2330,2329 Eng,,new,
12725 Vtp 536West Africa0,11344 Htp 111UK0,53215,Chart Show Retro,,MPEG-2/SD,2355,2339 Eng,,,
12725 Vtp 536West Africa0,11344 Htp 111UK0,53221,HGTV UK,,MPEG-2/SD,2346,2348 Eng,,,
12725 Vtp 536West Africa0,11344 Htp 111UK0,53225,Really UK,,MPEG-2/SD,2309,2323 Eng,,,
12725 Vtp 536West Africa0,11344 Htp 111UK0,53231,HGTV UK +1,,MPEG-2/SD,2351,2352 Eng,,,
