Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
8227,10719 Vtp 110Wide44-46,DVB-S28PSK275003/4,,Platforma Canal +,,318-11000,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,P Piotrowski231229
8227,10719 Vtp 110Wide44-46,4409,TVP Info,,MPEG-4/HD,168,112 Pol,,,
8227,10758 Vtp 112Wide44-46,DVB-S28PSK275003/4,,Polsat Box,,318-11200,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,P Piotrowski240124
8227,10758 Vtp 112Wide44-46,17023,Stars TV,,MPEG-4/SD,291,547 Pol,,,
8227,10758 Vtp 112Wide44-46,17037,4 Fun TV,,MPEG-4/SD,265,521 Pol,,,
8227,10758 Vtp 112Wide44-46,17038,4 Fun Kids,,MPEG-4/SD,276,532 Pol,,,
8227,10758 Vtp 112Wide44-46,17039,4 Fun Dance,,MPEG-4/SD,280,536 Pol,,,
8227,10796 Vtp 114Wide44-46,DVB-S28PSK275003/4,,Platforma Canal +,,318-11400,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,P Piotrowski231120
8227,10796 Vtp 114Wide44-46,15704,TVS,,MPEG-4/SD,163,92 Pol,,,
8227,10796 Vtp 114Wide44-46,15715,Red Carpet,,MPEG-4/HD,174,138 Pol,,,
10815 Htp 115Wide44-46,DVB-S275005/6,,Eutelsat,,318-11500,,6.5,,DXAndy230807,https://www.lyngsat.com/providers/fr/Eutelsat.html
10815 Htp 115Wide44-46,DVB-S275005/6,17311,MY 5,,MPEG-4/HD,2011,3011 Uzb,,,
10815 Htp 115Wide44-46,DVB-S275005/6,17312,GNC Evropa,,MPEG-2/SD,2012,3012 Rus,,,
10815 Htp 115Wide44-46,DVB-S275005/6,17317,TBN Rossiya,,MPEG-2/SD,2017,3017 Rus,,,
10815 Htp 115Wide44-46,DVB-S275005/6,17373,The Word Network,,MPEG-2/SD,2073,3073 Eng,,,
10815 Htp 115Wide44-46,DVB-S275005/6,17374,Perviy kanal Eurasia,,MPEG-2/SD,2074,3074 Rus,,,
10815 Htp 115Wide44-46,DVB-S275005/6,17375,World Revival Mission,,MPEG-2/SD,2075,3075 Ukr,,,
10815 Htp 115Wide44-46,DVB-S275005/6,17344,The Overcomer,,,,3044 Eng,,,
10815 Htp 115Wide44-46,10911 Vtp 120Wide44-46,DVB-S28PSK275003/4,,Polsat Box,,318-12000,,7.9,ConaxIrdetoMediaguardNagravisionViaccess,EnoSat230529
10815 Htp 115Wide44-46,10911 Vtp 120Wide44-46,0,[test card],,MPEG-4/HD,261,517,,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,DVB-S28PSK300002/3,,,,318-12100,,6.6,ConaxIrdetoMediaguardNagravisionViaccess,M Al-Taie240321
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16902,Dorcel TV,,MPEG-4/HD,1011,1012 Fre1013 Eng1014 Spa1015 Pol,ConaxIrdetoNagravisionViaccess,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16924,Freedom,,MPEG-4/SD,44,192 Rus,,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16925,Baby TV Europe,,MPEG-4/SD,2001,3001 Ger3101 Eng3201 Fre3301 Dut3401 Tur3501 Pol3601 Spa3701 Por3901 Gre4101 Ita,ConaxMediaguardNagravisionViaccess,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16939,Mezzo,,MPEG-2/SD,1391,1392 Fre,ConaxIrdetoNagravision,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16940,Brazzers TV Europe,,MPEG-4/SD,1401,1402 Eng1403 Fre,IrdetoNagravisionViaccess,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16941,Class TV Moda,,MPEG-4/HD,1411,1412 Ita,,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16942,Horse TV,,MPEG-4/HD,1421,1422 Ita,NagravisionVideoguard,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16945,LN24 SA,,MPEG-4/SD,1451,1452 Eng,,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16946,Dla Ciebie TV,,MPEG-4/HD,1461,1462 Pol1463 Ukr,,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16948,ByoBlu,,MPEG-4/HD,1481,1482 Ita,,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16949,Espreso TV,,MPEG-2/SD,1491,1492 Ukr,,,
10815 Htp 115Wide44-46,10930 Htp 121Wide44-46,16950,Dim,,MPEG-4/SD,1501,1502 Ukr,,,
10949 Vtp 122Wide44-46,DVB-S28PSK275002/3,,Svoboda Satellite Bouquet,,318-12200,,6.6,,DXAndy240314,https://www.lyngsat.com/providers/fr/Svoboda-Satellite-Bouquet.html
10949 Vtp 122Wide44-46,DVB-S28PSK275002/3,101,Svoboda,,MPEG-4/HD,1000,1001 Rus,,,
10949 Vtp 122Wide44-46,DVB-S28PSK275002/3,103,Gordon Live,,MPEG-4/HD,1020,1021 Rus,,,
10949 Vtp 122Wide44-46,DVB-S28PSK275002/3,106,Belarus Tomorrow,,MPEG-4/HD,1050,1051 Rus,,,
10949 Vtp 122Wide44-46,DVB-S28PSK275002/3,110,TV 8 (Moldova),,MPEG-4/HD,1090,1091 Rum,,,
10949 Vtp 122Wide44-46,DVB-S28PSK275002/3,111,Ost West 24,,MPEG-4/HD,1100,1101 Rus,,,
10949 Vtp 122Wide44-46,DVB-S28PSK275002/3,112,Nastoyashcheye Vremya,,MPEG-4/HD,1110,1111 Rus,,,
10949 Vtp 122Wide44-46,DVB-S28PSK275002/3,113,DW Russian,,MPEG-4/HD,1120,1121 Rus,,new,
10949 Vtp 122Wide44-46,DVB-S28PSK275002/3,201,Echo,,,,3010 Rus,,,
10949 Vtp 122Wide44-46,DVB-S28PSK275002/3,202,Radio Sakharov,,,,3020 Rus,,,
10949 Vtp 122Wide44-46,DVB-S28PSK275002/3,203,Euroradio FM,,,,3030,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,DVB-S28PSK297002/3,,Kabelio,,318-12300,,6.6,PanaccessViaccess,P Alarud220905
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17206,SRF Info,,MPEG-4/HD,522,523 Ger 524 Eng 525 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17221,Radio SRF 1,,,,211 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17222,Radio SRF 2 Kultur,,,,212 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17223,Radio SRF 3,,,,213 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17224,Radio SRF Virus,,,,214 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17225,Radio SRF Musikwelle,,,,215 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17226,Radio RTR,,,,216 Roh,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17227,RTS La 1ère,,,,217 Fre,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17228,RTS Espace 2,,,,218 Fre,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17229,RTS Couleur 3,,,,219 Fre,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17230,RTS Option Musique,,,,220 Fre,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17231,RSI Rete Uno,,,,221 Ita,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17232,RSI Rete Due,,,,222 Ita,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17233,RSI Rete Tre,,,,223 Ita,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17234,Radio Swiss Classic Deutsch,,,,224 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17235,Radio Swiss Pop,,,,225 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17236,Radio Swiss Jazz,,,,226 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17237,Radio SRF 4 News,,,,227 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17239,Radio Swiss Classic Français,,,,229 Fre,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17240,Radio SRF 1 Aargau Solothurn,,,,230 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17241,Radio SRF 1 Basel Baselland,,,,231 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17242,Radio SRF 1 Bern Freiburg Wallis,,,,232 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17243,Radio SRF 1 Zentralschweiz,,,,233 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17244,Radio SRF 1 Ostschweiz,,,,234 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17245,Radio SRF 1 Zürich Schaffhausen,,,,235 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17246,Radio SRF 1 Graubünden,,,,236 Ger,,,
10949 Vtp 122Wide44-46,10971 Htp 123Wide44-46,17247,Radio Swiss Classic Italiano,,,,237 Ita,,,
10992 Vtp 124Wide44-46,DVB-S275002/3,,RAI,,318-12400,,4.4,,D de Jong221221,https://www.lyngsat.com/providers/it/RAI.html
10992 Vtp 124Wide44-46,DVB-S275002/3,8511,Rai Yoyo,,MPEG-4/HD,512,650 Ita,Nagravision,,
10992 Vtp 124Wide44-46,DVB-S275002/3,8512,Rai Radio 2 Visual,,MPEG-4/SD,513,651 Ita,Nagravision,,
10992 Vtp 124Wide44-46,DVB-S275002/3,8518,Rai Storia,,MPEG-4/HD,518,658 Ita,,,
10992 Vtp 124Wide44-46,DVB-S275002/3,8519,Camera dei Deputati,,MPEG-2/SD,519,659 Ita,,,
