Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
3418 Htp 15AC0,DVB-S28PSK192002/3,,VTV,,,,6.6,Director,NHMPlay230301,https://www.lyngsat.com/providers/vn/VTV.html
3418 Htp 15AC0,DVB-S28PSK192002/3,1,VTV 1,,MPEG-4/SD,1011,1012 Vie,,,
3418 Htp 15AC0,DVB-S28PSK192002/3,2,VTV 2,,MPEG-4/SD,1021,1022 Vie,Director,,
3418 Htp 15AC0,DVB-S28PSK192002/3,4,VTV 4,,MPEG-4/SD,1041,1042 Vie,,,
3418 Htp 15AC0,DVB-S28PSK192002/3,5,VTV 5,,MPEG-4/HD,1051,1052 Vie,Director,,
3418 Htp 15AC0,DVB-S28PSK192002/3,7,VTV 7,,MPEG-4/SD,1071,1072 Vie,,,
3418 Htp 15AC0,DVB-S28PSK192002/3,8,VTV 8,,MPEG-4/HD,1081,1082 Vie,Director,,
3418 Htp 15AC0,DVB-S28PSK192002/3,11,VTV 1,,MPEG-4/HD,1111,1112 Vie1114 Vie,Director,,
3418 Htp 15AC0,DVB-S28PSK192002/3,12,VTV 2,,MPEG-4/HD,1121,1122 Vie,Director,,
3418 Htp 15AC0,DVB-S28PSK192002/3,13,VTV 3,,MPEG-4/HD,1131,1132 Vie1134 Vie,Director,,
3418 Htp 15AC0,DVB-S28PSK192002/3,16,VTV Can Tho,,MPEG-4/HD,1161,1162 Vie1164 Vie,Director,,
3418 Htp 15AC0,DVB-S28PSK192002/3,19,VTV 9,,MPEG-4/HD,1191,1192 Vie,Director,,
3418 Htp 15AC0,DVB-S28PSK192002/3,51,VTV 5 Tay Nam Bo,,MPEG-4/HD,1511,1512 Vie,Director,,
3418 Htp 15AC0,DVB-S28PSK192002/3,52,VTV 5 Tay Nguyen,,MPEG-4/HD,1521,1522 Vie,Director,,
3418 Htp 15AC0,3804 Htp 5AC,DVB-S28PSK72003/4,,(feeds),,,,,,Anonymous200215
3418 Htp 15AC0,3812 Htp 5AC,DVB-S28PSK72003/4,,(CBS feeds),,,,,,Albert I200208
3418 Htp 15AC0,3855 Htp 6AC,DVB-S2QPSK48001/2,,(feeds),,,,,,Albert I220702
3418 Htp 15AC0,3920 Htp 8AC0,,,,,,,,,C Sutton240110
3940 Vtp 8BC0,DVB-S28PSK288003/4,,CCTV,,,,7.9,Videoguard,C SuttonAlbert I200101,https://www.lyngsat.com/providers/cn/CCTV.html
3940 Vtp 8BC0,DVB-S28PSK288003/4,3297,CCTV TV Guide,,AVS+/HD,514,670 Chi,,,
3940 Vtp 8BC0,DVB-S28PSK288003/4,3428,CCTV Weapon Technology Channel,,AVS+/HD,513,660 Chi,Videoguard,,
3940 Vtp 8BC0,DVB-S28PSK288003/4,3905,CCTV Health,,AVS+/HD,512,650 Chi,Videoguard,,
3940 Vtp 8BC0,DVB-S28PSK288003/4,3936,CCTV Home Shopping,,MPEG-2/SD,515,680 Chi,,,
4020 Vtp 10BC0,DVB-S28PSK288003/4,,CCTV,,,,7.9,Videoguard,C SuttonAlbert I200101,https://www.lyngsat.com/providers/cn/CCTV.html
4020 Vtp 10BC0,DVB-S28PSK288003/4,3552,CCTV Billiards,,AVS+/HD,514,670 Chi,Videoguard,,
4020 Vtp 10BC0,DVB-S28PSK288003/4,3558,CCTV Soccer,,AVS+/HD,512,650 Chi,Videoguard,,
4020 Vtp 10BC0,DVB-S28PSK288003/4,3559,CCTV Golf & Tennis,,AVS+/HD,513,660 Chi,Videoguard,,
4020 Vtp 10BC0,DVB-S28PSK288003/4,3777,CCTV World Geography,,AVS+/HD,515,680 Chi,Videoguard,,
4020 Vtp 10BC0,DVB-S28PSK288003/4,3969,CCTV Fashionable Woman,,AVS+/HD,516,69. Chi,Videoguard,,
4020 Vtp 10BC0,4025 Htp 11AC,DVB-S2QPSK32005/6,,(feeds),,,,,,Anonymous190911
4060 Vtp 11BC0,DVB-S28PSK288003/4,,CCTV,,,,7.9,Videoguard,C SuttonAlbert I200101,https://www.lyngsat.com/providers/cn/CCTV.html
4060 Vtp 11BC0,DVB-S28PSK288003/4,3426,CCTV Classic,,AVS+/HD,516,690 Chi,Videoguard,,
4060 Vtp 11BC0,DVB-S28PSK288003/4,3521,CCTV Fashion Music,,AVS+/HD,515,680 Chi,Videoguard,,
4060 Vtp 11BC0,DVB-S28PSK288003/4,3523,CCTV Nostalgia Theater,,AVS+/HD,512,650 Chi,Videoguard,,
4060 Vtp 11BC0,DVB-S28PSK288003/4,3585,CCTV Theater,,AVS+/HD,513,660 Chi,Videoguard,,
4060 Vtp 11BC0,DVB-S28PSK288003/4,3617,CCTV Drama,,AVS+/HD,514,670 Chi,Videoguard,,
4060 Vtp 11BC0,4068 Htp 12AC,DVB-S28PSK72003/4,,(feeds),,,,,,Albert I200101
4060 Vtp 11BC0,4145 Htp 14AC,DVB-S2QPSK32003/5,,(Pitmasters feeds),,,,,,Albert I201117
4060 Vtp 11BC0,4158 Htp 14AC,DVB-S2QPSK48003/5,,(Pitmasters feeds),,,,,,Albert I200208
4060 Vtp 11BC0,4164 Htp 14AC,DVB-S2QPSK48001/2,,(feeds),,,,,,Albert I201117
4060 Vtp 11BC0,4187 Htp 14AC,DVB-S2QPSK32003/5,,(Pitmasters feeds),,,,,,Albert I200726
