Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
45330,11727 Rtp 1Japan,ISDB-STC8PSK288602/3,,BS Digital,,,,,B-CAS,Alimudin 328200503
45330,11727 Rtp 1Japan,151,BS Asahi,,/HD,320,321 Jpn,B-CAS,,
45330,11727 Rtp 1Japan,161,BS-TBS,,/HD,273,274 Jpn,B-CAS,,
45330,11727 Rtp 1Japan,171,BS TV Tokyo,,/HD,,Jpn,B-CAS,,
45330,11766 Rtp 3Japan,ISDB-STC8PSK288602/3,,BS Digital,,,,,B-CAS,Alimudin 328200503
45330,11766 Rtp 3Japan,103,NHK BS Premium,,/HD,,Jpn,B-CAS,,
45330,11881 Rtp 9Japan,ISDB-STC8PSK288602/3,,BS Digital,,,,,B-CAS,T Kameda170306
45330,11881 Rtp 9Japan,211,BS 11,,/HD,,Jpn,B-CAS,,
45330,11881 Rtp 9Japan,222,BS 12,,/HD,,Jpn,B-CAS,,
45330,11958 Rtp 13Japan,ISDB-STC8PSK288602/3,,BS Digital,,,,,B-CAS,Alimudin 328200504
45330,11958 Rtp 13Japan,141,BS Nippon TV,,/HD,,Jpn,B-CAS,,
45330,11958 Rtp 13Japan,181,BS Fuji,,/HD,,Jpn,B-CAS,,
45330,11996 Rtp 15Japan,ISDB-STC8PSK288602/3,,BS Digital,,,,,B-CAS,Alimudin 328200503
45330,11996 Rtp 15Japan,101,NHK BS 1,,,,Jpn,B-CAS,,
45330,12034 Rtp 17Japan,ISDB-S316APSK33756.,,BS Digital,,,,,ACAS,Alimudin 328200504
45330,12034 Rtp 17Japan,45329,BS-TBS 4K,,HEVC/UHD,,Jpn,ACAS,,
45330,12034 Rtp 17Japan,45330,BS Fuji 4K,,HEVC/UHD,,Jpn,ACAS,,
