Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
12616 H,3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,,,,,9.4,,Edinho fta220502
12616 H,3760 Rtp LAMRDLatin America,,Rede Internacional de TV,,MPEG-4/HD,102,103 Por,,,
12616 H,3760 Rtp LAMRDLatin America,,Rede Internacional de TV,,MPEG-4/SD,152,153 Por,,,
12616 H,3760 Rtp LAMRDLatin America,,RIT Notícias,,MPEG-4/SD,202,203 Por,,,
12616 H,3760 Rtp LAMRDLatin America,,(feeds),,,252,253,,,
12616 H,3760 Rtp LAMRDLatin America,,Igreja Internacional da Graça de Deus,,MPEG-4/SD,302,303 Por,,,
12616 H,3760 Rtp LAMRDLatin America,,SOS Espiritual,,MPEG-4/SD,402,403 Por,,,
12616 H,3760 Rtp LAMRDLatin America,,Rede Internacional de TV,,MPEG-4/1seg,602,603 Por,,,
12616 H,3760 Rtp LAMRDLatin America,,Nossa Rádio,,,,703 Por,,,
12616 H,3760 Rtp LAMRDLatin America,,Rádio Relógio,,,,753 Por,,,
12616 H,3768 Rtp LAMRDLatin America,DVB-S28PSK59805/6,,,,,,9.4,,Edinho fta220501
12616 H,3768 Rtp LAMRDLatin America,,TV Farol RS,,MPEG-4/1seg,51,603 Por,,,
12616 H,3768 Rtp LAMRDLatin America,,TV Nova Conexão,,MPEG-4/HD,54,55 Por,,,
12616 H,3768 Rtp LAMRDLatin America,,TV Nova Conexão,,MPEG-4/1seg,59,60 Por,,,
12616 H,3768 Rtp LAMRDLatin America,,TV Farol RS,,MPEG-4/HD,102,103 Por,,,
12616 H,3768 Rtp LAMRDLatin America,,TV Primavera,,MPEG-4/SD,273,274 Por,,,
12616 H,3768 Rtp LAMRDLatin America,,TV Primavera,,MPEG-4/1seg,527,528 Por,,,
3773 Rtp LAMRDLatin America,DVB-S28PSK23972/3,,TV Sul Bahia,,,,6.6,,Edinho fta220501,https://www.lyngsat.com/providers/br/TV-Sul-Bahia.html
3773 Rtp LAMRDLatin America,DVB-S28PSK23972/3,,TV Sul Bahia,,MPEG-4/HD,102,103 Por,,,
