Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
11685 Htp NEH8NE Asia0,2535 Htp 1Indonesia0,DVB-S28PSK225003/4,,MNC Vision,,165-18,,7.9,NagravisionVideoguard,Albert I230930
11685 Htp NEH8NE Asia0,2535 VIndonesia0,DVB-S28PSK225003/4,,MNC Vision,,165-10,,7.9,NagravisionVideoguard,Albert I230705
11685 Htp NEH8NE Asia0,2565 Htp 2Indonesia0,DVB-S28PSK225003/4,,MNC Vision,,165-16,,7.9,NagravisionVideoguard,Albert I230930
11685 Htp NEH8NE Asia0,2565 VIndonesia0,DVB-S28PSK225003/4,,MNC Vision,,165-7,,7.9,NagravisionVideoguard,NHMPlay230611
11685 Htp NEH8NE Asia0,2595 Htp 3Indonesia0,DVB-S200003/4,,MNC Vision,,165-20,,5.5,NagravisionVideoguard,NHMPlay230611
11685 Htp NEH8NE Asia0,2595 VIndonesia0,DVB-S2QPSK225003/4,,MNC Vision,,165-9,,4.0,NagravisionVideoguard,NHMPlay230611
11685 Htp NEH8NE Asia0,2625 Htp 4Indonesia0,DVB-S28PSK225003/4,,MNC Vision,,165-22,,7.9,NagravisionVideoguard,Albert I230930
11685 Htp NEH8NE Asia0,2625 VIndonesia0,DVB-S28PSK225003/4,,MNC Vision,,165-15,,7.9,NagravisionVideoguard,NHMPlay230611
11685 Htp NEH8NE Asia0,2655 Htp 5Indonesia0,DVB-S28PSK225003/4,,MNC Vision,,165-17,,7.9,NagravisionVideoguard,NHMPlay230611
11685 Htp NEH8NE Asia0,2655 VIndonesia0,DVB-S28PSK225003/4,,MNC Vision,,165-21,,7.9,NagravisionVideoguard,NHMPlay230611
11685 Htp NEH8NE Asia0,11481 Htp NEH1NE Asia0,DVB-S187507/8,,Cignal,,174-4,,7.2,ConaxVideoguard,Albert I230930
11685 Htp NEH8NE Asia0,11483 Htp SAH21South Asia0,DVB-S28PSK28800,,Airtel,,,,,IrdetoVideoguard,Sonu200529
11685 Htp NEH8NE Asia0,11510 Htp NEH2NE Asia0,DVB-S28PSK200003/4,,Cignal,,174-2,,7.9,ConaxVideoguard,Albert I240107
11685 Htp NEH8NE Asia0,11520 Vtp SAV12South Asia0,DVB-S28PSK300003/4,,Airtel,,172-3,,7.9,IrdetoVideoguard,Alimudin 328201217
11685 Htp NEH8NE Asia0,11520 Htp SAH22South Asia0,DVB-S28PSK300003/4,,Airtel,,172-4,,7.9,IrdetoVideoguard,DX Bozóth230404
11685 Htp NEH8NE Asia0,11539 Htp NEH3NE Asia0,DVB-S28PSK200003/4,,Cignal,,174-1,,7.9,ConaxVideoguard,Albert I240106
11685 Htp NEH8NE Asia0,11560 Vtp SAV13South Asia0,DVB-S28PSK300003/4,,Airtel,,172-5,,7.9,IrdetoVideoguard,I Perera121010
11685 Htp NEH8NE Asia0,11560 Htp SAH23South Asia0,DVB-S28PSK300003/4,,Airtel,,172-6,,7.9,IrdetoVideoguard,Alimudin 328200721
11685 Htp NEH8NE Asia0,11568 Htp NEH4NE Asia0,DVB-S28PSK200003/4,,Cignal,,174-8,,7.9,ConaxVideoguard,Albert I231231
11685 Htp NEH8NE Asia0,11598 Htp NEH5NE Asia0,DVB-S28PSK200002/3,,Cignal,,174-10,,6.6,ConaxVideoguard,Albert I240315
11685 Htp NEH8NE Asia0,11600 Vtp SAV14South Asia0,DVB-S28PSK300003/4,,Airtel,,172-7,,7.9,IrdetoVideoguard,I Perera121011
11685 Htp NEH8NE Asia0,11600 Htp SAH24South Asia0,DVB-S28PSK300003/4,,Airtel,,172-8,,7.9,IrdetoVideoguard,Albert I200902
11685 Htp NEH8NE Asia0,11627 Htp NEH6NE Asia0,DVB-S28PSK200003/4,,Cignal,,174-9,,7.9,ConaxVideoguard,Albert I240315
11685 Htp NEH8NE Asia0,11640 Vtp SAV15South Asia0,DVB-S28PSK300003/4,,Airtel,,172-9,,7.9,IrdetoVideoguard,I Perera121011
11685 Htp NEH8NE Asia0,11640 Htp SAH25South Asia0,DVB-S28PSK240003/4,,Airtel,,172-10,,7.9,IrdetoVideoguard,Anonymous200604
11685 Htp NEH8NE Asia0,11656 Htp NEH7NE Asia0,DVB-S187507/8,,Cignal,,174-5,,7.2,ConaxVideoguard,Albert I240315
11685 Htp NEH8NE Asia0,11680 Vtp SAV16South Asia0,DVB-S28PSK327003/4,,Airtel,,172-11,,7.9,IrdetoVideoguard,D Mohanta210620
11685 Htp NEH8NE Asia0,11680 HSouth Asia0,DVB-S28PSK327003/4,,Airtel,,,,7.9,IrdetoVideoguard,D Mohanta210620
11685 Htp NEH8NE Asia0,11685 Htp NEH8NE Asia0,DVB-S187507/8,,Cignal,,174-3,,7.2,ConaxVideoguard,Albert I240201
