Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
11686 VFSS,10958 HFSS,DVB-S2QPSK80001/2,,(feeds),,,,,,DX Bozóth220623
11686 VFSS,10971 VFSS,DVB-S2QPSK78331/2,,(feeds),,,,,,DX Bozóth220608
11686 VFSS,11000 VFSS,DVB-S2QPSK25005/6,,(feeds),,,,,,DX Bozóth220701
11686 VFSS,11022 VFSS,DVB-S2QPSK25005/6,,(feeds),,,,,,DX Bozóth220623
11686 VFSS,11038 VFSS,DVB-S25005/6,,(feeds),,,,,,DX Bozóth231122
11686 VFSS,11068 VFSS,DVB-S28PSK20002/3,,(feeds),,,,,,DX Bozóth211223
11686 VFSS,11078 VFSS,DVB-S28PSK25005/6,,(feeds),,,,,,N Stanislav231005
11686 VFSS,11103 VFSS,DVB-S28PSK25003/4,,(feeds),,,,,,DX Bozóth210528
11686 VFSS,11113 VFSS,DVB-S28PSK20003/4,,(feeds),,,,,,DX Bozóth210409
11686 VFSS,11114 HFSS,DVB-S241673/4,,(feeds),,,,,,Stanley_cassidy210126
11686 VFSS,11115 VFSS,DVB-S28PSK16603/4,,(feeds),,,,,,DX Bozóth210310
11686 VFSS,11118 HFSS,DVB-S233335/6,,(feeds),,,,,,Stanley_cassidy201106
11686 VFSS,11126 VFSS,DVB-S2QPSK50003/4,,(feeds),,,,,,DX Bozóth210818
11686 VFSS,11142 HFSS,DVB-S28PSK41675/6,,(feeds),,,,,,N Stanislav231005
11686 VFSS,11152 HFSS,DVB-S227405/6,,(feeds),,,,,,Stanley_cassidy200806
11686 VFSS,11155 VFSS,DVB-S266663/4,,(feeds),,,,,,Stanley_cassidy200813
11686 VFSS,11157 HFSS,DVB-S254805/6,,(feeds),,,,,,Stanley_cassidy200806
11686 VFSS,11163 VFSS,DVB-S266663/4,,(feeds),,,,,,Stanley_cassidy200813
11686 VFSS,11168 HFSS,DVB-S28PSK54805/6,,(feeds),,,,,,N Stanislav230501
11686 VFSS,11180 VFSS,DVB-S28PSK66663/4,,(feeds),,,,,,DX Bozóth220706
11686 VFSS,11182 HFSS,DVB-S28PSK98753/4,,(feeds),,,,,,N Stanislav231202
11686 VFSS,11185 VFSS,DVB-S2QPSK25005/6,,(feeds),,,,,,N Stanislav221210
11686 VFSS,11189 VFSS,DVB-S2QPSK24005/6,,(feeds),,,,,,Bryce221208
11590 VFSS,DVB-S275005/6,,Sharjah Broadcasting Authority,,,,6.5,,M Al-TaieHadowooalsatan240328,https://www.lyngsat.com/providers/ae/Sharjah-Broadcasting-Authority.html
11590 VFSS,DVB-S275005/6,1,Sharjah TV,,MPEG-4/HD,100,110 Ara,,new,
11590 VFSS,DVB-S275005/6,2,Sharjah TV,,MPEG-2/SD,310,311 Ara,,,
11590 VFSS,DVB-S275005/6,3,Sharqiya TV,,MPEG-4/HD,64,66 Ara,,new,
11590 VFSS,DVB-S275005/6,4,Sharqiya TV,,MPEG-2/SD,330,331 Ara,,,
11590 VFSS,DVB-S275005/6,5,Al Wousta TV,,MPEG-4/HD,350,351 Ara,,new,
11590 VFSS,DVB-S275005/6,6,Sharjah Sports,,MPEG-4/HD,200,210 Ara 220 Eng,,new,
11590 VFSS,DVB-S275005/6,7,Sharjah Sports,,MPEG-2/SD,320,321 Ara 322 Eng,,,
11590 VFSS,DVB-S275005/6,9,Sharjah Radio,,,,120 Ara,,,
11590 VFSS,DVB-S275005/6,10,Sharjah Quran,,,,125 Ara,,,
11590 VFSS,DVB-S275005/6,11,Pulse 95,,,,126 Eng,,,
11590 VFSS,DVB-S275005/6,12,Watar FM,,,,150 Ara,,,
11590 VFSS,11671 VFSS,DVB-S28PSK66663/4,,(feeds),,,,,,DX Bozóth220706
11590 VFSS,11680 VFSS,DVB-S28PSK28503/4,1,Al Jadeed,,?-?MPEG-4/HD,512,7.94112 Ara,,N Stanislav230516
11590 VFSS,11683 VFSS,DVB-S2QPSK25003/4,,(feeds),,,,,,DX Bozóth240124
11590 VFSS,11686 VFSS,DVB-S21003/4,,(feeds),,,,,,N Stanislav230903
