SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country,Provider_Country
1.0,SSBC TV,65535-1MPEG-2/SD,308.0,3818 R,tp 3,,,,SSBC TV,https://www.lyngsat.com/tvchannels/ss/SSBC-TV.html,False,,3/4,1600.0,DVB-S2,Ara,ss,
3002.0,SSBC TV,MPEG-2/SD,3022.0,3934 L,tp 8,,,,SSBC TV,https://www.lyngsat.com/tvchannels/ss/SSBC-TV.html,False,,7/8,27500.0,DVB-S2,Ara,ss,
1.0,Vision 4,0-1MPEG-4/HD,258.0,3851 L,tp 4,,,,,,False,,2/3,1261.0,DVB-S2,Fre,,
,DalSat Global,103-103,,3857 L,tp 4,,,https://www.lyngsat.com/providers/so/DalSat-Global.html,,,True,DalSat Global,3/4,4270.0,DVB-S4,,,so
102.0,Ebru TV,MPEG-4/SD,211.0,3857 L,tp 4,,,,Ebru TV,https://www.lyngsat.com/tvchannels/ke/Ebru-TV.html,False,DalSat Global,3/4,4270.0,DVB-S4,Eng,ke,
104.0,Shabelle TV,MPEG-4/SD,1042.0,3857 L,tp 4,,,,Shabelle TV,https://www.lyngsat.com/tvchannels/so/Shabelle-TV.html,False,DalSat Global,3/4,4270.0,DVB-S4,Som,so,
107.0,Rejo Sports,MPEG-4/SD,44.0,3857 L,tp 4,,,,Rejo Sports,https://www.lyngsat.com/tvchannels/so/Rejo-Sports.html,False,DalSat Global,3/4,4270.0,DVB-S4,Som,so,
106.0,Ebru Radio,,,3857 L,tp 4,,,,Ebru Radio,https://www.lyngsat.com/radiochannels/ke/Ebru-Radio.html,False,DalSat Global,3/4,4270.0,DVB-S4,Som,ke,
1000.0,Eye Radio,?-?,,3860 L,tp 4,,,,,,False,DalSat Global,3/4,400.0,DVB-S4,Eng,,
,Hit Radio,1-1,,3866 L,tp 4,,,https://www.lyngsat.com/providers/ma/Hit-Radio.html,,,True,Hit Radio,3/4,1150.0,DVB-S2,,,ma
1000.0,Hit Radio Côte d'Ivoire,,,3866 L,tp 4,,,,Hit Radio Côte d'Ivoire,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Cote-dIvoire.html,False,Hit Radio,3/4,1150.0,DVB-S2,Fre,ma,
3000.0,Hit Radio Congo,,,3866 L,tp 4,,,,Hit Radio Congo,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Congo.html,False,Hit Radio,3/4,1150.0,DVB-S2,Fre,ma,
4000.0,Hit Radio Gabon,,,3866 L,tp 4,,,,Hit Radio Gabon,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Gabon.html,False,Hit Radio,3/4,1150.0,DVB-S2,Fre,ma,
5000.0,Hit Radio Togo,,,3866 L,tp 4,,,,Hit Radio Togo,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Togo.html,False,Hit Radio,3/4,1150.0,DVB-S2,Fre,ma,
8000.0,Radio Azawan,,,3866 L,tp 4,,,,Radio Azawan,https://www.lyngsat.com/radiochannels/ma/Radio-Azawan.html,False,Hit Radio,3/4,1150.0,DVB-S2,Ara,ma,
8000.0,Radio Azawan,,,3866 L,tp 4,,,,Radio Azawan,https://www.lyngsat.com/radiochannels/ma/Radio-Azawan.html,False,Hit Radio,3/4,1150.0,DVB-S2,Ara,ma,
9000.0,Hit Radio Burkina Faso,,,3866 L,tp 4,,,,Hit Radio Burkina Faso,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Burkina-Faso.html,False,Hit Radio,3/4,1150.0,DVB-S2,Fre,ma,
10000.0,Hit Radio (Morocco),,,3866 L,tp 4,,,,Hit Radio (Morocco),https://www.lyngsat.com/radiochannels/ma/Hit-Radio.html,False,Hit Radio,3/4,1150.0,DVB-S2,Fre,ma,
10000.0,Hit Radio (Morocco),,,3866 L,tp 4,,,,Hit Radio (Morocco),https://www.lyngsat.com/radiochannels/ma/Hit-Radio.html,False,Hit Radio,3/4,1150.0,DVB-S2,Fre,ma,
12000.0,Hit Radio Niger,,,3866 L,tp 4,,,,Hit Radio Niger,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Niger.html,False,Hit Radio,3/4,1150.0,DVB-S2,Fre,ma,
,Arabsat,702-621,,3884 R,tp 5,,,https://www.lyngsat.com/providers/sa/Arabsat.html,,,True,Arabsat,5/6,27500.0,DVB-S2,,,sa
5052.0,ERI TV 1,MPEG-2/SD,525.0,3884 R,tp 5,,,,ERI TV 1,https://www.lyngsat.com/tvchannels/er/ERI-TV-1.html,False,Arabsat,5/6,27500.0,DVB-S2,,er,
5064.0,Ekhbariya TV,MPEG-2/SD,440.0,3884 R,tp 5,,,,Ekhbariya TV,https://www.lyngsat.com/tvchannels/sa/Ekhbariya-TV.html,False,Arabsat,5/6,27500.0,DVB-S2,Ara,sa,
5064.0,Ekhbariya TV,MPEG-2/SD,440.0,3884 R,tp 5,,,,Ekhbariya TV,https://www.lyngsat.com/tvchannels/sa/Ekhbariya-TV.html,False,Arabsat,5/6,27500.0,DVB-S2,Ara,sa,
5065.0,Thikrayat TV,MPEG-2/SD,441.0,3884 R,tp 5,,,,Thikrayat TV,https://www.lyngsat.com/tvchannels/sa/Thikrayat-TV.html,False,Arabsat,5/6,27500.0,DVB-S2,Ara,sa,
5065.0,Thikrayat TV,MPEG-2/SD,441.0,3884 R,tp 5,,,,Thikrayat TV,https://www.lyngsat.com/tvchannels/sa/Thikrayat-TV.html,False,Arabsat,5/6,27500.0,DVB-S2,Ara,sa,
5075.0,Elmouritaniya,MPEG-4/SD,39.0,3884 R,tp 5,,,,Elmouritaniya,https://www.lyngsat.com/tvchannels/mr/Elmouritaniya.html,False,Arabsat,5/6,27500.0,DVB-S2,Ara,mr,
5075.0,Elmouritaniya,MPEG-4/SD,39.0,3884 R,tp 5,,,,Elmouritaniya,https://www.lyngsat.com/tvchannels/mr/Elmouritaniya.html,False,Arabsat,5/6,27500.0,DVB-S2,Ara,mr,
5080.0,Canal Algérie 2,MPEG-2/SD,1200.0,3884 R,tp 5,,,,Canal Algérie 2,https://www.lyngsat.com/tvchannels/dz/Canal-Algerie-2.html,False,Arabsat,5/6,27500.0,DVB-S2,Ara,dz,
5645.0,Al Maghribia,MPEG-2/SD,526.0,3884 R,tp 5,,,,Al Maghribia,https://www.lyngsat.com/tvchannels/ma/Al-Maghribia.html,False,Arabsat,5/6,27500.0,DVB-S2,Ara,ma,
5645.0,Al Maghribia,MPEG-2/SD,526.0,3884 R,tp 5,,,,Al Maghribia,https://www.lyngsat.com/tvchannels/ma/Al-Maghribia.html,False,Arabsat,5/6,27500.0,DVB-S2,Ara,ma,
2.0,Dimtsi Hafash,,,3884 R,tp 5,,,,Dimtsi Hafash,https://www.lyngsat.com/radiochannels/er/Dimtsi-Hafash.html,False,Arabsat,5/6,27500.0,DVB-S2,,er,
2.0,Dimtsi Hafash,,,3884 R,tp 5,,,,Dimtsi Hafash,https://www.lyngsat.com/radiochannels/er/Dimtsi-Hafash.html,False,Arabsat,5/6,27500.0,DVB-S2,,er,
6.0,Dimtsi Hafash,,,3884 R,tp 5,,,,Dimtsi Hafash,https://www.lyngsat.com/radiochannels/er/Dimtsi-Hafash.html,False,Arabsat,5/6,27500.0,DVB-S2,Tir,er,
6.0,Dimtsi Hafash,,,3884 R,tp 5,,,,Dimtsi Hafash,https://www.lyngsat.com/radiochannels/er/Dimtsi-Hafash.html,False,Arabsat,5/6,27500.0,DVB-S2,Tir,er,
3.0,Radio Zara FM,,,3884 R,tp 5,,,,Radio Zara FM,https://www.lyngsat.com/radiochannels/er/Radio-Zara-FM.html,False,Arabsat,5/6,27500.0,DVB-S2,Tir,er,
3.0,Radio Zara FM,,,3884 R,tp 5,,,,Radio Zara FM,https://www.lyngsat.com/radiochannels/er/Radio-Zara-FM.html,False,Arabsat,5/6,27500.0,DVB-S2,Tir,er,
7.0,Radio Zara FM,,,3884 R,tp 5,,,,Radio Zara FM,https://www.lyngsat.com/radiochannels/er/Radio-Zara-FM.html,False,Arabsat,5/6,27500.0,DVB-S2,,er,
7.0,Radio Zara FM,,,3884 R,tp 5,,,,Radio Zara FM,https://www.lyngsat.com/radiochannels/er/Radio-Zara-FM.html,False,Arabsat,5/6,27500.0,DVB-S2,,er,
5068.0,Radio Coran (Mauritania),,,3884 R,tp 5,,,,Radio Coran (Mauritania),https://www.lyngsat.com/radiochannels/mr/Radio-Coran.html,False,Arabsat,5/6,27500.0,DVB-S2,Ara,mr,
