SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country,Provider_Country
,Saskatchewan mux,,,4104 V,tp 10B,0.0,,,,,False,,143,8.0,DVB-S2,,,
1.0,Citytv Saskatchewan,MPEG-4/SD,35.0,4104 V,tp 10B,0.0,,,Citytv Saskatchewan,https://www.lyngsat.com/tvchannels/ca/Citytv-Saskatchewan.html,False,,143,8.0,DVB-S2,Eng,ca,
2.0,Saskatchewan Legislative Network,MPEG-4/SD,33.0,4104 V,tp 10B,0.0,,,Saskatchewan Legislative Network,https://www.lyngsat.com/tvchannels/ca/Saskatchewan-Legislative-Network.html,False,,143,8.0,DVB-S2,Eng,ca,
3.0,[Access Comm test card],MPEG-4/SD,1793.0,4104 V,tp 10B,0.0,,,,,False,,143,8.0,DVB-S2,Eng,,
,,,,11728 H,tp 17,,,,,,False,,,,,,,
,,,,11745 V,tp 2,,,,,,False,,,,,,,
,,,,11758 H,tp 18,,,,,,False,,,,,,,
,,,,11819 H,tp 20,,,,,,False,,,,,,,
,,,,11837 V,tp 5,,,,,,False,,,,,,,
,,,,11850 H,tp 21,,,,,,False,,,,,,,
,,,,11880 H,tp 22,,,,,,False,,,,,,,
,,,,11898 V,tp 7,,,,,,False,,,,,,,
,,,,11928 V,tp 8,,,,,,False,,,,,,,
,,,,11972 H,tp 25,,,,,,False,,,,,,,
,,,,11989 V,tp 10,,,,,,False,,,,,,,
,,,,12002 H,tp 26,,,,,,False,,,,,,,
,,,,12020 V,tp 11,,,,,,False,,,,,,,
,,,,12033 H,tp 27,,,,,,False,,,,,,,
,,,,12050 V,tp 12,,,,,,False,,,,,,,
,,,,12063 H,tp 28,,,,,,False,,,,,,,
,,,,12094 H,tp 29,,,,,,False,,,,,,,
,,,,12142 V,tp 15,,,,,,False,,,,,,,
,,,,12155 H,tp 31,,,,,,False,,,,,,,
,,,,12185 H,tp 32,,,,,,False,,,,,,,
,@ Viasat,,,19776 L,,,,,,,False,,3/4,15000.0,DVB-S ,,,
,@ Viasat,,,19794 L,,,,,,,False,,3/4,15000.0,DVB-S ,,,
,@ Viasat,,,19814 L,,,,,,,False,,3/4,15000.0,DVB-S ,,,
,@ Viasat,,,19905 L,,,,,,,False,,3/4,22500.0,DVB-S ,,,
,@ Viasat,,,19932 L,,,,,,,False,,3/4,22500.0,DVB-S ,,,
,@ Viasat,,,19966 L,,,,,,,False,,1/2,15000.0,DVB-S ,,,
,@ Viasat,,,20002 L,,,,,,,False,,3/4,15000.0,DVB-S ,,,
