SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Provider_Country
,(feeds),,,11711 H,tp 701,,,,False,,620.0,6.0,DVB-S6,,
,(feeds),,,11724 H,tp 701,,,,False,,500.0,6.0,DVB-S6,,
,(feeds),,,11732 H,tp 701,,,,False,,440.0,4.0,DVB-S4,,
,(feeds),,,11747 H,tp 703,,,,False,,620.0,6.0,DVB-S6,,
,(feeds),,,11756 H,tp 703,,,,False,,620.0,6.0,DVB-S6,,
,(feeds),,,11845 H,tp 707,,,,False,,510.0,6.0,DVB-S6,,
,,,,11960 H,tp 713,0.0,,,False,,,,,,
,,,,12000 H,tp 715,0.0,,,False,,,,,,
