SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country,Provider_Country
,TrueVisions,,,10970 H,tp 1H,,"Irdeto,Videoguard",,,,False,,2/3,30000.0,DVB-S2,,,
,TrueVisions,,,11010 H,tp 2H,,"BISS,Irdeto,Videoguard",,,,False,,000,30.0,DVB-S2,,,
,TrueVisions,,,11050 H,tp 3H,,"BISS,Irdeto,Videoguard",,,,False,,5/6,30000.0,DVB-S3,,,
,TrueVisions,,,11090 H,tp 4H,,"Irdeto,Videoguard",,,,False,,3/5,30000.0,DVB-S2,,,
,TrueVisions,,,11130 H,tp 5H,,"Irdeto,Videoguard",,,,False,,2/3,30000.0,DVB-S2,,,
,TrueVisions,,,11170 H,tp 6H,,"Irdeto,Videoguard",,,,False,,3/5,30000.0,DVB-S2,,,
,TrueVisions,,,11520 H,tp 8H,,"Irdeto,Videoguard",,,,False,,2/3,30000.0,DVB-S2,,,
,TrueVisions,,,11560 H,tp 9H,,"BISS,Irdeto,Videoguard",,,,False,,3/4,30000.0,DVB-S3,,,
,TrueVisions,,,11640 H,tp 11H,,"Irdeto,Videoguard",,,,False,,2/3,30000.0,DVB-S2,,,
2250.0,Wat Pa Phu Pha Sung,,,11050 H,tp 3H,,,,Wat Pa Phu Pha Sung,https://www.lyngsat.com/radiochannels/th/Wat-Pa-Phu-Pha-Sung.html,False,,5/6,30000.0,DVB-S3,Tha,th,
,(feeds),,,11114 H,,,,,,,False,,5/6,2500.0,DVB-S2,,,
,(feeds),,,11116 H,,,,,,,False,,3/4,1665.0,DVB-S2,,,
,(feeds),,,11118 H,,,,,,,False,,5/6,2500.0,DVB-S2,,,
,(feeds),,,11121 H,,,,,,,False,,5/6,2500.0,DVB-S2,,,
,(feeds),,,11147 H,,,,,,,False,,5/6,2500.0,DVB-S2,,,
,(feeds),,,11157 H,,,,,,,False,,5/6,2500.0,DVB-S2,,,
,(feeds),,,11160 H,,,,,,,False,,5/6,2500.0,DVB-S2,,,
,(feeds),,,11164 H,,,,,,,False,,3/4,1640.0,DVB-S2,,,
,(feeds),,,11166 H,,,,,,,False,,3/4,1640.0,DVB-S2,,,
,(feeds),,,11173 H,,,,,,,False,,5/6,2500.0,DVB-S2,,,
,(feeds),,,11176 H,,,,,,,False,,3/4,2500.0,DVB-S2,,,
,(feeds),,,11183 H,,,,,,,False,,3/4,2500.0,DVB-S2,,,
,(feeds),,,11186 H,,,,,,,False,,5/6,2500.0,DVB-S2,,,
1.0,Alkafeel TV,?-?MPEG-4/HD,512.0,11153 H,,,,,,,False,,3/4,2500.0,DVB-S2,Ara,,
,Cambodian DTH UHD,,,11480 H,tp 7H,,Neotion SHL,,,,False,,3/4,30000.0,DVB-S2,,,
1150.0,Radio FM 96,,,11480 H,tp 7H,,,,Radio FM 96,https://www.lyngsat.com/radiochannels/kh/Radio-FM-96.html,False,,3/4,30000.0,DVB-S2,Khm,kh,
1151.0,D Radio 1,,,11480 H,tp 7H,,,,D Radio 1,https://www.lyngsat.com/radiochannels/kh/D-Radio-1.html,False,,3/4,30000.0,DVB-S2,Khm,kh,
1154.0,ABC Cambodia,,,11480 H,tp 7H,,,,ABC Cambodia,https://www.lyngsat.com/radiochannels/kh/ABC-Cambodia.html,False,,3/4,30000.0,DVB-S2,Khm,kh,
1155.0,RNK FM,,,11480 H,tp 7H,,,,RNK FM,https://www.lyngsat.com/radiochannels/kh/RNK-FM.html,False,,3/4,30000.0,DVB-S2,Khm,kh,
1155.0,RNK FM,,,11480 H,tp 7H,,,,RNK FM,https://www.lyngsat.com/radiochannels/kh/RNK-FM.html,False,,3/4,30000.0,DVB-S2,Khm,kh,
1157.0,D Radio 2,,,11480 H,tp 7H,,,,D Radio 2,https://www.lyngsat.com/radiochannels/kh/D-Radio-2.html,False,,3/4,30000.0,DVB-S2,Khm,kh,
1158.0,Royal Cambodia Armed Forces Radio FM 98,,,11480 H,tp 7H,,,,Royal Cambodia Armed Forces Radio FM 98,https://www.lyngsat.com/radiochannels/kh/Royal-Cambodia-Armed-Forces-Radio-FM-98.html,False,,3/4,30000.0,DVB-S2,Khm,kh,
1159.0,D Radio 3,,,11480 H,tp 7H,,,,D Radio 3,https://www.lyngsat.com/radiochannels/kh/D-Radio-3.html,False,,3/4,30000.0,DVB-S2,Khm,kh,
1160.0,Tonle Radio Station,,,11480 H,tp 7H,,,,Tonle Radio Station,https://www.lyngsat.com/radiochannels/kh/Tonle-Radio-Station.html,False,,3/4,30000.0,DVB-S2,Khm,kh,
,Good TV,,,11680 H,tp 12H,,"BISS,Irdeto,Neotion SHL,Videoguard",,,,False,,2/3,30000.0,DVB-S2,,,
,,,,,,,,,DVB-S28PSK25003/4,,False,,,,,,,
,,,,,,,,,DVB-S28PSK25003/4,,False,,,,,,,
