SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country,Provider_Country
,Sky UK,2-2041,,10714 H,tp 41,0.0,,,,,False,,5/6,22000.0,DVB-S2,,,
,Sky UK,2-2056,,10936 V,tp 56,0.0,,,,,False,,5/6,22000.0,DVB-S2,,,
,Sky UK,2-2113,,11386 H,tp 113,0.0,Videoguard,,,,False,,8/9,29500.0,DVB-S2,,,
,Sky UK,2-2114,,11386 V,tp 114,0.0,Videoguard,,,,False,,8/9,29500.0,DVB-S2,,,
,Sky UK,2-2116,,11426 V,tp 116,0.0,,,,,False,,8/9,29500.0,DVB-S2,,,
,Sky UK,2-2003,,11758 H,tp 3,0.0,Videoguard,,,,False,,2/3,27500.0,DVB-S2,,,
,Sky UK,2-2007,,11836 H,tp 7,0.0,Videoguard,,,,False,,5/6,27500.0,DVB-S2,,,
,Sky UK,2-2008,,11856 V,tp 8,0.0,Videoguard,,,,False,,2/3,27500.0,DVB-S2,,,
,Sky UK,2-2011,,11914 H,tp 11,0.0,Videoguard,,,,False,,5/6,27500.0,DVB-S2,,,
,Sky UK,2-2012,,11934 V,tp 12,0.0,Videoguard,,,,False,,5/6,27500.0,DVB-S2,,,
,Sky UK,2-2016,,12012 V,tp 16,0.0,Videoguard,,,,False,,2/3,27500.0,DVB-S2,,,
,Sky UK,2-2019,,12070 H,tp 19,0.0,Videoguard,,,,False,,5/6,27500.0,DVB-S2,,,
,Sky UK,2-2020,,12090 V,tp 20,0.0,Videoguard,,,,False,,2/3,27500.0,DVB-S2,,,
,Sky UK,2-2034,,12363 V,tp 34,0.0,Videoguard,,,,False,,2/3,27500.0,DVB-S2,,,
9211.0,Channel 4 London,MPEG-2/SD,2315.0,10714 H,tp 41,0.0,,,Channel 4 London,https://www.lyngsat.com/tvchannels/uk/Channel-4-London.html,False,,5/6,22000.0,DVB-S2,Eng,uk,
9212.0,Channel 4 South & East,MPEG-2/SD,2327.0,10714 H,tp 41,0.0,,,Channel 4 South & East,https://www.lyngsat.com/tvchannels/uk/Channel-4-South-and-East.html,False,,5/6,22000.0,DVB-S2,Eng,uk,
9212.0,Channel 4 South & East,MPEG-2/SD,2327.0,10714 H,tp 41,0.0,,,Channel 4 South & East,https://www.lyngsat.com/tvchannels/uk/Channel-4-South-and-East.html,False,,5/6,22000.0,DVB-S2,Eng,uk,
5202.0,Channel 4 South & East,MPEG-4/HD,518.0,12363 V,tp 34,0.0,,,Channel 4 South & East,https://www.lyngsat.com/tvchannels/uk/Channel-4-South-and-East.html,False,,2/3,27500.0,DVB-S2,Eng,uk,
5202.0,Channel 4 South & East,MPEG-4/HD,518.0,12363 V,tp 34,0.0,,,Channel 4 South & East,https://www.lyngsat.com/tvchannels/uk/Channel-4-South-and-East.html,False,,2/3,27500.0,DVB-S2,Eng,uk,
9213.0,Channel 4 Midlands,MPEG-2/SD,2332.0,10714 H,tp 41,0.0,,,Channel 4 Midlands,https://www.lyngsat.com/tvchannels/uk/Channel-4-Midlands.html,False,,5/6,22000.0,DVB-S2,Eng,uk,
9214.0,Channel 4 North,MPEG-2/SD,2337.0,10714 H,tp 41,0.0,,,Channel 4 North,https://www.lyngsat.com/tvchannels/uk/Channel-4-North.html,False,,5/6,22000.0,DVB-S2,Eng,uk,
9216.0,Channel 4 Scotland,MPEG-2/SD,2347.0,10714 H,tp 41,0.0,,,Channel 4 Scotland,https://www.lyngsat.com/tvchannels/uk/Channel-4-Scotland.html,False,,5/6,22000.0,DVB-S2,Eng,uk,
9216.0,Channel 4 Scotland,MPEG-2/SD,2347.0,10714 H,tp 41,0.0,,,Channel 4 Scotland,https://www.lyngsat.com/tvchannels/uk/Channel-4-Scotland.html,False,,5/6,22000.0,DVB-S2,Eng,uk,
5248.0,Channel 4 Scotland,MPEG-4/HD,514.0,12363 V,tp 34,0.0,,,Channel 4 Scotland,https://www.lyngsat.com/tvchannels/uk/Channel-4-Scotland.html,False,,2/3,27500.0,DVB-S2,Eng,uk,
5248.0,Channel 4 Scotland,MPEG-4/HD,514.0,12363 V,tp 34,0.0,,,Channel 4 Scotland,https://www.lyngsat.com/tvchannels/uk/Channel-4-Scotland.html,False,,2/3,27500.0,DVB-S2,Eng,uk,
9220.0,Film 4 UK,MPEG-2/SD,2353.0,10714 H,tp 41,0.0,,,Film 4 UK,https://www.lyngsat.com/tvchannels/uk/Film-4-UK.html,False,,5/6,22000.0,DVB-S2,Eng,uk,
9230.0,More 4 UK +1,MPEG-2/SD,2367.0,10714 H,tp 41,0.0,,,More 4 UK +1,https://www.lyngsat.com/tvchannels/uk/More-4-UK--1.html,False,,5/6,22000.0,DVB-S2,Eng,uk,
9241.0,E4 UK,MPEG-2/SD,2372.0,10714 H,tp 41,0.0,,,E4 UK,https://www.lyngsat.com/tvchannels/uk/E4-UK.html,False,,5/6,22000.0,DVB-S2,Eng,uk,
,Freesat,2-2045,,10773 H,tp 45,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,True,Freesat,3/4,23000.0,DVB-S2,,,uk
,Freesat,2-2045,,10773 H,tp 45,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,True,Freesat,3/4,23000.0,DVB-S2,,,uk
,Freesat,2-2045,,10773 H,tp 45,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,True,Freesat,3/4,23000.0,DVB-S2,,,uk
,Freesat,2-2045,,10773 H,tp 45,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,True,Freesat,3/4,23000.0,DVB-S2,,,uk
,Freesat,2-2045,,10773 H,tp 45,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,True,Freesat,3/4,23000.0,DVB-S2,,,uk
,Freesat,2-2046,,10788 V,tp 46,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,True,Freesat,3/4,23000.0,DVB-S2,,,uk
