SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country,Provider_Country
,(NBT TV feeds),,,3723 V,tp C3V,,,,,,False,,2/3,3750.0,DVB-S2,,,
,(NBT TV feeds),,,3756 V,tp C3V,,,,,,False,,3/4,2500.0,DVB-S2,,,
,(feeds),,,3746 V,tp C3V,,,,,,False,,3/4,3750.0,DVB-S2,,,
,(feeds),,,3825 V,tp C5V,,,,,,False,,3/4,4800.0,DVB-S2,,,
,(feeds),,,3866 H,tp C7H,,,,,,False,,3/4,7120.0,DVB-S2,,,
,(feeds),,,3934 H,tp C8H,,,,,,False,,3/4,7200.0,DVB-S2,,,
,(feeds),,,3998 H,tp C10H,,,,,,False,,3/4,7200.0,DVB-S2,,,
1.0,BBTV Channel 7,1-1MPEG-4/HD,1160.0,3803 V,tp C5V,,BISS 1,,,,False,,5/6,2500.0,DVB-S2,Tha Qaa,,
1.0,BBTV Channel 7,1-1MPEG-4/HD,1160.0,3807 V,tp C5V,,BISS 1,,,,False,,5/6,2500.0,DVB-S2,Tha Qaa,,
100.0,4KUniverse,?-?HEVC/UHD,256.0,3862 V,tp C6V,,,,,,False,,3/4,8910.0,DVB-S2,Eng,,
,Chunghwa Telecom,,,3971 V,tp C9V,,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,,True,Chunghwa Telecom,3/4,15650.0,DVB-S2,,,tw
1.0,SET International,MPEG-4/HD,3211.0,3971 V,tp C9V,,Conax,,SET International,https://www.lyngsat.com/tvchannels/tw/SET-International.html,False,Chunghwa Telecom,3/4,15650.0,DVB-S2,Chi,tw,
2.0,SET Taiwan,MPEG-4/HD,3261.0,3971 V,tp C9V,,Conax,,SET Taiwan,https://www.lyngsat.com/tvchannels/tw/SET-Taiwan.html,False,Chunghwa Telecom,3/4,15650.0,DVB-S2,Chi,tw,
3.0,TVBS Asia,MPEG-4/HD,163.0,3971 V,tp C9V,,Conax,,TVBS Asia,https://www.lyngsat.com/tvchannels/tw/TVBS-Asia.html,False,Chunghwa Telecom,3/4,15650.0,DVB-S2,Chi,tw,
4.0,TVBS News,MPEG-4/HD,164.0,3971 V,tp C9V,,Conax,,TVBS News,https://www.lyngsat.com/tvchannels/tw/TVBS-News.html,False,Chunghwa Telecom,3/4,15650.0,DVB-S2,Chi,tw,
,Taiwanese mux,,,4070 V,tp C11V,,,,,,False,Chunghwa Telecom,3/4,15000.0,DVB-S2,,,
313.0,UCTV,MPEG-4/SD,3061.0,4070 V,tp C11V,,,,UCTV,https://www.lyngsat.com/tvchannels/tw/UCTV.html,False,Chunghwa Telecom,3/4,15000.0,DVB-S2,Chi,tw,
315.0,CTI TV Asia,MPEG-4/HD,3071.0,4070 V,tp C11V,,Viaccess,,CTI TV Asia,https://www.lyngsat.com/tvchannels/tw/CTI-TV-Asia.html,False,Chunghwa Telecom,3/4,15000.0,DVB-S2,Chi,tw,
315.0,CTI TV Asia,MPEG-4/HD,3071.0,4070 V,tp C11V,,Viaccess,,CTI TV Asia,https://www.lyngsat.com/tvchannels/tw/CTI-TV-Asia.html,False,Chunghwa Telecom,3/4,15000.0,DVB-S2,Chi,tw,
611.0,FTV News,MPEG-4/HD,5801.0,4070 V,tp C11V,,Viaccess,,FTV News,https://www.lyngsat.com/tvchannels/tw/FTV-News.html,False,Chunghwa Telecom,3/4,15000.0,DVB-S2,Chi,tw,
611.0,FTV News,MPEG-4/HD,5801.0,4070 V,tp C11V,,Viaccess,,FTV News,https://www.lyngsat.com/tvchannels/tw/FTV-News.html,False,Chunghwa Telecom,3/4,15000.0,DVB-S2,Chi,tw,
627.0,ET Mall 3,MPEG-4/HD,5881.0,4070 V,tp C11V,,,,ET Mall 3,https://www.lyngsat.com/tvchannels/tw/ET-Mall-3.html,False,Chunghwa Telecom,3/4,15000.0,DVB-S2,Chi,tw,
628.0,ET Mall 5,MPEG-4/HD,5886.0,4070 V,tp C11V,,,,ET Mall 5,https://www.lyngsat.com/tvchannels/tw/ET-Mall-5.html,False,Chunghwa Telecom,3/4,15000.0,DVB-S2,Chi,tw,
630.0,ET Mall 2,MPEG-4/HD,5896.0,4070 V,tp C11V,,,,ET Mall 2,https://www.lyngsat.com/tvchannels/tw/ET-Mall-2.html,False,Chunghwa Telecom,3/4,15000.0,DVB-S2,Chi,tw,
631.0,ET Mall 1,MPEG-4/HD,5901.0,4070 V,tp C11V,,,,ET Mall 1,https://www.lyngsat.com/tvchannels/tw/ET-Mall-1.html,False,Chunghwa Telecom,3/4,15000.0,DVB-S2,Chi,tw,
634.0,Pili TV,MPEG-4/HD,5916.0,4070 V,tp C11V,,Viaccess,,Pili TV,https://www.lyngsat.com/tvchannels/tw/Pili-TV.html,False,Chunghwa Telecom,3/4,15000.0,DVB-S2,Chi,tw,
,(LaLiga feeds),,,4120 H,tp C13H,,,,,,False,Chunghwa Telecom,5/6,30000.0,DVB-S2,,,
,AsiaSat,65535-11,,4140 V,tp C13V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html,,,True,AsiaSat,5/6,29720.0,DVB-S2,,,hk
,AsiaSat,65535-11,,4140 V,tp C13V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html,,,True,AsiaSat,5/6,29720.0,DVB-S2,,,hk
,AsiaSat,65535-3,,4180 V,tp C14V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html,,,True,AsiaSat,5/6,30830.0,DVB-S2,,,hk
,AsiaSat,65535-3,,4180 V,tp C14V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html,,,True,AsiaSat,5/6,30830.0,DVB-S2,,,hk
101.0,Cinemachi Action,MPEG-4/HD,2211.0,4140 V,tp C13V,,Irdeto,,Cinemachi Action,https://www.lyngsat.com/tvchannels/uk/Cinemachi-Action.html,False,AsiaSat,5/6,29720.0,DVB-S2,Eng,uk,
102.0,Sportyfy,MPEG-4/HD,2221.0,4140 V,tp C13V,,Irdeto,,Sportyfy,https://www.lyngsat.com/tvchannels/uk/Sportyfy.html,False,AsiaSat,5/6,29720.0,DVB-S2,Eng,uk,
