SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country,Provider_Country
,TDA,0-0,,12160 H,,,,https://www.lyngsat.com/providers/dz/TDA.html,,,True,TDA,2/3,30000,DVB-S2,,,dz
,TDA,0-0,,12160 H,,,,https://www.lyngsat.com/providers/dz/TDA.html,,,True,TDA,2/3,30000,DVB-S2,,,dz
,TDA,0-0,,12160 H,,,,https://www.lyngsat.com/providers/dz/TDA.html,,,True,TDA,2/3,30000,DVB-S2,,,dz
,TDA,,,12232 H,,,,https://www.lyngsat.com/providers/dz/TDA.html,,,True,TDA,3/4,15910,DVB-S1,,,dz
,TDA,,,12232 H,,,,https://www.lyngsat.com/providers/dz/TDA.html,,,True,TDA,3/4,15910,DVB-S1,,,dz
,TDA,,,12232 H,,,,https://www.lyngsat.com/providers/dz/TDA.html,,,True,TDA,3/4,15910,DVB-S1,,,dz
,TDA,,,12250 H,,,,https://www.lyngsat.com/providers/dz/TDA.html,,,True,TDA,3/4,12510,DVB-S1,,,dz
,TDA,,,12250 H,,,,https://www.lyngsat.com/providers/dz/TDA.html,,,True,TDA,3/4,12510,DVB-S1,,,dz
,TDA,,,12250 H,,,,https://www.lyngsat.com/providers/dz/TDA.html,,,True,TDA,3/4,12510,DVB-S1,,,dz
1.0,ENTV,MPEG-4/HD,513.0,12160 H,,,BISS,,ENTV,https://www.lyngsat.com/tvchannels/dz/ENTV.html,False,TDA,2/3,30000,DVB-S2,Ara,dz,
1.0,ENTV,MPEG-4/HD,513.0,12160 H,,,BISS,,ENTV,https://www.lyngsat.com/tvchannels/dz/ENTV.html,False,TDA,2/3,30000,DVB-S2,Ara,dz,
1.0,ENTV,MPEG-2/SD,513.0,12232 H,,,BISS,,ENTV,https://www.lyngsat.com/tvchannels/dz/ENTV.html,False,TDA,3/4,15910,DVB-S1,Ara,dz,
1.0,ENTV,MPEG-2/SD,513.0,12232 H,,,BISS,,ENTV,https://www.lyngsat.com/tvchannels/dz/ENTV.html,False,TDA,3/4,15910,DVB-S1,Ara,dz,
