SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country,Provider_Country
,(feeds),,,11175 V,,,,,,,False,,3/4,4200.0,DVB-S4,,,
,(feeds),,,11179 V,,,,,,,False,,3/4,3100.0,DVB-S3,,,
,(feeds),,,11540 H,,,,,,,False,,3/4,3330.0,DVB-S3,,,
,(feeds),,,11544 H,,,,,,,False,,660,6.0,DVB-S6,,,
,(feeds),,,11552 H,,,,,,,False,,3/4,2591.0,DVB-S2,,,
,(feeds),,,11555 H,,,,,,,False,,904,1.0,DVB-S1,,,
,(feeds),,,11564 H,,,,,,,False,,3/4,3200.0,DVB-S3,,,
,(feeds),,,11568 H,,,,,,,False,,3/4,3350.0,DVB-S3,,,
,(feeds),,,11573 H,,,,,,,False,,3/4,3333.0,DVB-S3,,,
,(feeds),,,11577 H,,,,,,,False,,3/4,3333.0,DVB-S3,,,
,(feeds),,,11581 H,,,,,,,False,,3/4,1325.0,DVB-S1,,,
,(feeds),,,11584 H,,,,,,,False,,7/8,2655.0,DVB-S2,,,
,(feeds),,,11595 H,,,,,,,False,,7/8,1904.0,DVB-S1,,,
,(feeds),,,11598 H,,,,,,,False,,3/4,2500.0,DVB-S2,,,
,(feeds),,,11651 V,,,,,,,False,,7/8,1904.0,DVB-S1,,,
,(feeds),,,11657 H,,,,,,,False,,7/8,1904.0,DVB-S1,,,
,(feeds),,,11660 H,,,,,,,False,,500,8.0,DVB-S2,,,
,(feeds),,,11667 H,,,,,,,False,,3/4,6665.0,DVB-S2,,,
,(feeds),,,11675 H,,,,,,,False,,3/4,1904.0,DVB-S1,,,
,(feeds),,,11678 H,,,,,,,False,,3/4,1904.0,DVB-S1,,,
,(feeds),,,11686 V,,,,,,,False,,3/4,2222.0,DVB-S2,,,
,(feeds),,,11708 H,,,,,,,False,,3/4,6660.0,DVB-S2,,,
,(feeds),,,11718 H,,,,,,,False,,1/2,6660.0,DVB-S2,,,
,(feeds),,,11718 V,,,,,,,False,,3/4,6660.0,DVB-S2,,,
,(feeds),,,11728 V,,,,,,,False,,3/4,3300.0,DVB-S3,,,
,(feeds),,,11731 H,,,,,,,False,,3/4,3124.0,DVB-S3,,,
,(feeds),,,11734 H,,,,,,,False,,3/4,2655.0,DVB-S2,,,
,(feeds),,,11745 V,,,,,,,False,,3/4,2373.0,DVB-S2,,,
,(feeds),,,11746 H,,,,,,,False,,666,21.0,DVB-S2,,,
,(feeds),,,11752 H,,,,,,,False,,666,21.0,DVB-S2,,,
,(feeds),,,11755 H,,,,,,,False,,963,22.0,DVB-S2,,,
,(feeds),,,11756 V,,,,,,,False,,3/4,3200.0,DVB-S3,,,
,(feeds),,,11779 V,,,,,,,False,,600,3.0,DVB-S3,,,
,(feeds),,,11782 V,,,,,,,False,,333,23.0,DVB-S2,,,
,(feeds),,,11785 V,,,,,,,False,,600,23.0,DVB-S2,,,
,(feeds),,,11794 V,,,,,,,False,,600,3.0,DVB-S3,,,
,(feeds),,,11805 V,,,,,,,False,,300,3.0,DVB-S3,,,
,(feeds),,,11809 V,,,,,,,False,,350,3.0,DVB-S3,,,
