SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country,Provider_Country
,,,,3984 R,tp 20C,,Viaccess,,,,False,,2/3,4580.0,DVB-S2,,,
,,0-1,,11911 V,,,Quintic,,,,False,,3/4,2821.0,DVB-S2,,,
,Vía X,MPEG-4/HD,132.0,3984 R,tp 20C,,Viaccess,,Vía X,https://www.lyngsat.com/tvchannels/cl/Via-X.html,False,,2/3,4580.0,DVB-S2,Spa,cl,
,Zona Latina,MPEG-4/HD,152.0,3984 R,tp 20C,,Viaccess,,Zona Latina,https://www.lyngsat.com/tvchannels/cl/Zona-Latina.html,False,,2/3,4580.0,DVB-S2,Spa,cl,
1.0,Instrumental,,,11911 V,,,Quintic,,Instrumental,https://www.lyngsat.com/radiochannels/--/Instrumental.html,False,,3/4,2821.0,DVB-S2,,--,
2.0,Clasico,,,11911 V,,,Quintic,,Clasico,https://www.lyngsat.com/radiochannels/--/Clasico.html,False,,3/4,2821.0,DVB-S2,,--,
3.0,Latino,,,11911 V,,,Quintic,,Latino,https://www.lyngsat.com/radiochannels/--/Latino.html,False,,3/4,2821.0,DVB-S2,,--,
4.0,Adulto,,,11911 V,,,Quintic,,Adulto,https://www.lyngsat.com/radiochannels/--/Adulto.html,False,,3/4,2821.0,DVB-S2,,--,
5.0,Folclorico,,,11911 V,,,Quintic,,Folclorico,https://www.lyngsat.com/radiochannels/--/Folclorico.html,False,,3/4,2821.0,DVB-S2,,--,
6.0,Juvenil,,,11911 V,,,Quintic,,Juvenil,https://www.lyngsat.com/radiochannels/--/Juvenil.html,False,,3/4,2821.0,DVB-S2,,--,
7.0,Nueva Era,,,11911 V,,,Quintic,,Nueva Era,https://www.lyngsat.com/radiochannels/--/Nueva-Era.html,False,,3/4,2821.0,DVB-S2,,--,
8.0,Tropical,,,11911 V,,,Quintic,,Tropical,https://www.lyngsat.com/radiochannels/--/Tropical.html,False,,3/4,2821.0,DVB-S2,,--,
9.0,Crossover,,,11911 V,,,Quintic,,Crossover,https://www.lyngsat.com/radiochannels/--/Crossover.html,False,,3/4,2821.0,DVB-S2,,--,
10.0,Eventos,,,11911 V,,,Quintic,,Eventos,https://www.lyngsat.com/radiochannels/--/Eventos.html,False,,3/4,2821.0,DVB-S2,,--,
11.0,Venezolano,,,11911 V,,,Quintic,,Venezolano,https://www.lyngsat.com/radiochannels/--/Venezolano.html,False,,3/4,2821.0,DVB-S2,,--,
12.0,Electronica,,,11911 V,,,Quintic,,Electronica,https://www.lyngsat.com/radiochannels/--/Electronica.html,False,,3/4,2821.0,DVB-S2,,--,
15.0,Olimpica,,,11911 V,,,Quintic,,Olimpica,https://www.lyngsat.com/radiochannels/--/Olimpica.html,False,,3/4,2821.0,DVB-S2,,--,
17.0,Instrumental Moderno,,,11911 V,,,Quintic,,Instrumental Moderno,https://www.lyngsat.com/radiochannels/--/Instrumental-Moderno.html,False,,3/4,2821.0,DVB-S2,,--,
18.0,Cristiano,,,11911 V,,,Quintic,,Cristiano,https://www.lyngsat.com/radiochannels/--/Cristiano.html,False,,3/4,2821.0,DVB-S2,,--,
19.0,Chillout,,,11911 V,,,Quintic,,Chillout,https://www.lyngsat.com/radiochannels/--/Chillout.html,False,,3/4,2821.0,DVB-S2,,--,
20.0,Instrumental Exitos,,,11911 V,,,Quintic,,Instrumental Exitos,https://www.lyngsat.com/radiochannels/--/Instrumental-Exitos.html,False,,3/4,2821.0,DVB-S2,,--,
1.0,Canal 27 (Guatemala),177-176MPEG-2/SD,4194.0,12138 H,,,,,,,False,,3/4,3111.0,DVB-S3,Spa,,
,Radio Exclusiva,,,12138 H,,,,,Radio Exclusiva,https://www.lyngsat.com/radiochannels/gt/Radio-Exclusiva.html,False,,3/4,3111.0,DVB-S3,Spa,gt,
,,,,,,,,,DVB-S31113/4,,False,,,,,,,
,,,,,,,,,DVB-S31113/4,,False,,,,,,,
