SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country
,Unitel (Greece),,,3868 V,tp 9,0,BISS,https://www.lyngsat.com/providers/gr/Unitel.html,,,True,Unitel (Greece),3/4,6666.0,DVB-S6,,
,Mega Cosmos,MPEG-2/SD,513.0,3868 V,tp 9,0,BISS,,Mega Cosmos,https://www.lyngsat.com/tvchannels/gr/Mega-Cosmos.html,False,Unitel (Greece),3/4,6666.0,DVB-S6,Gre,gr
,[test card],MPEG-2/SD,514.0,3868 V,tp 9,0,,,,,False,Unitel (Greece),3/4,6666.0,DVB-S6,,
,(feeds),,,3888 H,tp 9,,,,,,False,Unitel (Greece),3/4,3250.0,DVB-S3,,
,Encadena TV,,256.0,3955 H,tp 12,0,,,,,False,Unitel (Greece),3/4,2400.0,DVB-S2,Spa,
,Radio Chetumal,,,3955 H,tp 12,0,,,Radio Chetumal,https://www.lyngsat.com/radiochannels/mx/Radio-Chetumal.html,False,Unitel (Greece),3/4,2400.0,DVB-S2,Spa,mx
,SQCS Canal 4,MPEG-2/SD,4194.0,3958 H,tp 12,0,,,,,False,Unitel (Greece),3/4,2222.0,DVB-S2,Spa,
,Caribe FM,,,3958 H,tp 12,0,,,Caribe FM,https://www.lyngsat.com/radiochannels/mx/Caribe-FM.html,False,Unitel (Greece),3/4,2222.0,DVB-S2,Spa,mx
,@ SkyVision,,,4068 V,tp 18,41-43,,,,,False,Unitel (Greece),7/8,2540.0,DVB-S2,,
,@ Xicom,,,4083 H,tp 19,41-43,,,,,False,Unitel (Greece),2/3,10000.0,DVB-S2,,
,Antenna Group,,,4176 V,tp 24,0,BISS,https://www.lyngsat.com/providers/gr/Antenna-Group.html,,,True,Antenna Group,3/4,4411.0,DVB-S4,,
,Ant1 Satellite,MPEG-2/SD,516.0,4176 V,tp 24,0,BISS,,Ant1 Satellite,https://www.lyngsat.com/tvchannels/gr/Ant1-Satellite.html,False,Antenna Group,3/4,4411.0,DVB-S4,Gre,gr
,Easy 97.2,,,4176 V,tp 24,0,BISS,,Easy 97.2,https://www.lyngsat.com/radiochannels/gr/Easy-972.html,False,Antenna Group,3/4,4411.0,DVB-S4,Gre,gr
,Easy 97.2,,,4176 V,tp 24,0,BISS,,Easy 97.2,https://www.lyngsat.com/radiochannels/gr/Easy-972.html,False,Antenna Group,3/4,4411.0,DVB-S4,Gre,gr
,,,,,,,,,DVB-S2QPSK24003/4,,False,Antenna Group,,,,,
,,,,,,,,,DVB-S22223/4,,False,Antenna Group,,,,,
