SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,(feeds),,,3659 H,tp 11,,,,False,,666,6,DVB-S6,
,(feeds),,,3668 H,tp 11,,,,False,,666,6,DVB-S6,
,(feeds),,,3948 H,tp 16,,,,False,,440,4,DVB-S4,
,SBT Rio Grande,,,3942 V,tp 6,0.0,BISS,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,True,SBT Rio Grande,3/4,5000,DVB-S2,
,SBT Rio Grande,MPEG-4/1seg,257.0,3942 V,tp 6,0.0,,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,True,SBT Rio Grande,3/4,5000,DVB-S2,Por
51776.0,SBT Rio Grande,MPEG-4/HD,1110.0,3942 V,tp 6,0.0,BISS,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,True,SBT Rio Grande,3/4,5000,DVB-S2,Por
,Assembleia Legislativa TV,MPEG-2/HD,337.0,3960 H,tp 16,0.0,,,False,SBT Rio Grande,2/3,3750,DVB-S2,Por
,Grupo Vierci,,,3970 H,tp 16,0.0,BISS,https://www.lyngsat.com/providers/py/Grupo-Vierci.html,True,Grupo Vierci,2/3,9875,DVB-S2,
,E40 TV,MPEG-4/SD,5408.0,3970 H,tp 16,0.0,BISS,,False,Grupo Vierci,2/3,9875,DVB-S2,Spa
1.0,Telefuturo (Paraguay),MPEG-4/SD,101.0,3970 H,tp 16,0.0,BISS,,False,Grupo Vierci,2/3,9875,DVB-S2,Spa
2.0,Latele (Paraguay),MPEG-4/SD,201.0,3970 H,tp 16,0.0,BISS,,False,Grupo Vierci,2/3,9875,DVB-S2,Spa
4.0,N PY,MPEG-4/SD,301.0,3970 H,tp 16,0.0,BISS,,False,Grupo Vierci,2/3,9875,DVB-S2,Spa
5.0,Canal Pro,MPEG-4/HD,105.0,3970 H,tp 16,0.0,,,False,Grupo Vierci,2/3,9875,DVB-S2,Spa
1.0,Estación 40,,,3970 H,tp 16,0.0,BISS,,False,Grupo Vierci,2/3,9875,DVB-S2,Spa
2.0,Monumental 1080 AM,,,3970 H,tp 16,0.0,BISS,,False,Grupo Vierci,2/3,9875,DVB-S2,Spa
3.0,Radio 1° de Marzo,,,3970 H,tp 16,0.0,BISS,,False,Grupo Vierci,2/3,9875,DVB-S2,Spa
,TV ALESP,MPEG-4/SD,512.0,3977 H,tp 16,0.0,,,False,Grupo Vierci,2/3,2500,DVB-S2,Por
,Telerama (Ecuador),MPEG-4/SD,101.0,3992 H,tp 16,0.0,,,False,Grupo Vierci,4/5,1666,DVB-S2,Spa
,TV Legislativa (Ecuador),MPEG-4/HD,33.0,3997 H,tp 16,0.0,,,False,Grupo Vierci,3/4,2083,DVB-S2,Spa
,TV Pajuçara,,,4022 V,tp 7,0.0,,https://www.lyngsat.com/providers/br/TV-Pajucara.html,True,TV Pajuçara,3/4,5000,DVB-S2,
,TV Pajuçara,MPEG-4/HD,273.0,4022 V,tp 7,0.0,,https://www.lyngsat.com/providers/br/TV-Pajucara.html,True,TV Pajuçara,3/4,5000,DVB-S2,Por
,TV Pajuçara,MPEG-4/1seg,529.0,4022 V,tp 7,0.0,,https://www.lyngsat.com/providers/br/TV-Pajucara.html,True,TV Pajuçara,3/4,5000,DVB-S2,Por
,CruiseSat,,,4040 V,tp 7,0.0,Xcrypt,https://www.lyngsat.com/providers/us/CruiseSat.html,True,CruiseSat,3/4,23333,DVB-S2,
10.0,TCM US,HEVC/HD,110.0,4040 V,tp 7,0.0,Xcrypt,,False,CruiseSat,3/4,23333,DVB-S2,Eng
11.0,Cartoon Network Canada East,HEVC/HD,910.0,4040 V,tp 7,0.0,Xcrypt,,False,CruiseSat,3/4,23333,DVB-S2,Eng
12.0,CBS News,HEVC/SD,481.0,4040 V,tp 7,0.0,Xcrypt,,False,CruiseSat,3/4,23333,DVB-S2,Eng
